# ppms_temperature_set_stable_set	srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Temperature"	"volt"	"X"	"Y"	"X"	"Y"
# 25	601
120	-6	2.84986e-06	-2.07686e-07	2.51645e-06	-1.87197e-07
120	-5.98	2.87687e-06	-2.09548e-07	2.59468e-06	-2.03961e-07
120	-5.96	2.8154e-06	-2.03961e-07	2.54904e-06	-2.20724e-07
120	-5.94	2.85824e-06	-1.76021e-07	2.53042e-06	-2.15136e-07
120	-5.92	2.85359e-06	-1.51806e-07	2.56208e-06	-1.94647e-07
120	-5.9	2.86569e-06	-1.83471e-07	2.54811e-06	-2.14205e-07
120	-5.88	2.85917e-06	-1.85334e-07	2.55743e-06	-2.09548e-07
120	-5.86	2.85172e-06	-1.79746e-07	2.56301e-06	-2.11411e-07
120	-5.84	2.88246e-06	-1.67639e-07	2.5686e-06	-2.01167e-07
120	-5.82	2.88805e-06	-1.94647e-07	2.57792e-06	-2.30038e-07
120	-5.8	2.86383e-06	-1.80677e-07	2.53787e-06	-2.22587e-07
120	-5.78	2.88153e-06	-1.97441e-07	2.56488e-06	-2.2445e-07
120	-5.76	2.87221e-06	-1.76021e-07	2.56301e-06	-2.20724e-07
120	-5.74	2.92157e-06	-2.11411e-07	2.53973e-06	-2.16068e-07
120	-5.72	2.89177e-06	-1.71364e-07	2.60492e-06	-1.65776e-07
120	-5.7	2.91785e-06	-1.6857e-07	2.55929e-06	-1.81609e-07
120	-5.68	2.86197e-06	-1.41562e-07	2.5835e-06	-2.16068e-07
120	-5.66	2.89643e-06	-1.97441e-07	2.56301e-06	-2.06755e-07
120	-5.64	2.92716e-06	-1.7509e-07	2.59375e-06	-2.27244e-07
120	-5.62	2.89363e-06	-1.66708e-07	2.58909e-06	-2.14205e-07
120	-5.6	2.9225e-06	-1.78815e-07	2.5984e-06	-1.97441e-07
120	-5.58	2.92716e-06	-1.92785e-07	2.57792e-06	-1.92785e-07
120	-5.56	2.94299e-06	-1.84403e-07	2.56395e-06	-1.95579e-07
120	-5.54	2.90295e-06	-1.77884e-07	2.61051e-06	-2.08617e-07
120	-5.52	2.96348e-06	-1.95579e-07	2.61796e-06	-2.21656e-07
120	-5.5	2.95231e-06	-1.9651e-07	2.5863e-06	-2.04892e-07
120	-5.48	2.94858e-06	-1.87197e-07	2.58071e-06	-2.3842e-07
120	-5.46	2.97838e-06	-2.06755e-07	2.60586e-06	-2.39352e-07
120	-5.44	2.97838e-06	-2.03029e-07	2.59654e-06	-1.95579e-07
120	-5.42	2.96628e-06	-1.62982e-07	2.65056e-06	-2.20724e-07
120	-5.4	2.9877e-06	-1.62982e-07	2.58537e-06	-2.18862e-07
120	-5.38	2.95976e-06	-2.15136e-07	2.64776e-06	-1.42493e-07
120	-5.36	3.00446e-06	-1.60188e-07	2.63286e-06	-2.30038e-07
120	-5.34	2.99701e-06	-2.03029e-07	2.56395e-06	-2.23518e-07
120	-5.32	2.99422e-06	-2.02098e-07	2.61237e-06	-1.90922e-07
120	-5.3	3.00819e-06	-2.14205e-07	2.66453e-06	-2.02098e-07
120	-5.28	3.02309e-06	-2.14205e-07	2.61051e-06	-2.25381e-07
120	-5.26	3.00632e-06	-2.1793e-07	2.62448e-06	-2.16999e-07
120	-5.24	2.96628e-06	-2.00235e-07	2.65708e-06	-1.91853e-07
120	-5.22	3.04265e-06	-1.73227e-07	2.65056e-06	-2.30038e-07
120	-5.2	3.04916e-06	-1.67639e-07	2.65428e-06	-2.14205e-07
120	-5.18	3.04451e-06	-2.12342e-07	2.65149e-06	-2.28175e-07
120	-5.16	3.05475e-06	-2.28175e-07	2.66173e-06	-2.18862e-07
120	-5.14	3.07059e-06	-1.97441e-07	2.65708e-06	-2.1793e-07
120	-5.12	3.11249e-06	-1.76021e-07	2.67105e-06	-2.34694e-07
120	-5.1	3.05382e-06	-1.94647e-07	2.65335e-06	-1.95579e-07
120	-5.08	3.06593e-06	-2.1793e-07	2.65801e-06	-2.46802e-07
120	-5.06	3.10504e-06	-1.8254e-07	2.69433e-06	-2.53322e-07
120	-5.04	3.10784e-06	-2.16068e-07	2.66919e-06	-2.16068e-07
120	-5.02	3.14509e-06	-1.83471e-07	2.69061e-06	-2.29106e-07
120	-5	3.14416e-06	-2.06755e-07	2.68502e-06	-2.49596e-07
120	-4.98	3.10504e-06	-1.70433e-07	2.70364e-06	-2.16068e-07
120	-4.96	3.14602e-06	-2.27244e-07	2.7083e-06	-2.22587e-07
120	-4.94	3.12181e-06	-2.32832e-07	2.70458e-06	-1.97441e-07
120	-4.92	3.13578e-06	-2.48665e-07	2.73531e-06	-2.26312e-07
120	-4.9	3.14882e-06	-2.03029e-07	2.70364e-06	-2.11411e-07
120	-4.88	3.14323e-06	-2.15136e-07	2.70737e-06	-1.8254e-07
120	-4.86	3.16372e-06	-1.90922e-07	2.7381e-06	-2.20724e-07
120	-4.84	3.20842e-06	-2.319e-07	2.7083e-06	-2.47734e-07
120	-4.82	3.19818e-06	-2.04892e-07	2.72693e-06	-2.2445e-07
120	-4.8	3.18793e-06	-1.89059e-07	2.77442e-06	-2.39352e-07
120	-4.78	3.20656e-06	-1.85334e-07	2.74835e-06	-2.47734e-07
120	-4.76	3.21028e-06	-2.05823e-07	2.77163e-06	-2.20724e-07
120	-4.74	3.25033e-06	-2.11411e-07	2.74183e-06	-2.16999e-07
120	-4.72	3.23822e-06	-1.85334e-07	2.753e-06	-2.11411e-07
120	-4.7	3.23915e-06	-1.84403e-07	2.78001e-06	-2.26312e-07
120	-4.68	3.29783e-06	-1.9651e-07	2.75673e-06	-2.41214e-07
120	-4.66	3.2345e-06	-2.32832e-07	2.75859e-06	-2.41214e-07
120	-4.64	3.29503e-06	-2.01167e-07	2.753e-06	-2.39352e-07
120	-4.62	3.26989e-06	-2.04892e-07	2.77629e-06	-2.44008e-07
