# ppms_temperature_set_stable_set	srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Temperature"	"volt"	"X"	"Y"	"X"	"Y"
# 49	601
118	-6	2.79305e-06	-1.64845e-07	2.49549e-06	-2.32366e-07
118	-5.98	2.84334e-06	-1.65776e-07	2.51179e-06	-2.0722e-07
118	-5.96	2.8033e-06	-1.44356e-07	2.52809e-06	-2.10014e-07
118	-5.94	2.82472e-06	-1.84403e-07	2.48991e-06	-2.02098e-07
118	-5.92	2.82565e-06	-1.84403e-07	2.56022e-06	-2.27709e-07
118	-5.9	2.79864e-06	-1.62982e-07	2.51459e-06	-2.32366e-07
118	-5.88	2.8005e-06	-1.62051e-07	2.50108e-06	-2.29572e-07
118	-5.86	2.82844e-06	-2.02098e-07	2.47966e-06	-2.00701e-07
118	-5.84	2.79678e-06	-1.88128e-07	2.52017e-06	-1.8254e-07
118	-5.82	2.83496e-06	-2.11411e-07	2.50713e-06	-2.03495e-07
118	-5.8	2.84707e-06	-1.76952e-07	2.54485e-06	-2.34694e-07
118	-5.78	2.848e-06	-2.01167e-07	2.56395e-06	-1.86265e-07
118	-5.76	2.82565e-06	-1.81609e-07	2.49968e-06	-2.30503e-07
118	-5.74	2.87501e-06	-1.87197e-07	2.54811e-06	-1.72761e-07
118	-5.72	2.88246e-06	-2.11411e-07	2.55184e-06	-1.78815e-07
118	-5.7	2.85266e-06	-2.15136e-07	2.54346e-06	-2.32832e-07
118	-5.68	2.87035e-06	-1.92785e-07	2.54672e-06	-2.04892e-07
118	-5.66	2.87035e-06	-1.83471e-07	2.5565e-06	-1.96044e-07
118	-5.64	2.89643e-06	-1.83471e-07	2.53181e-06	-2.04892e-07
118	-5.62	2.88898e-06	-1.85334e-07	2.56953e-06	-2.10945e-07
118	-5.6	2.88339e-06	-1.93716e-07	2.52483e-06	-1.75555e-07
118	-5.58	2.89829e-06	-2.05823e-07	2.60679e-06	-2.16999e-07
