# ppms_temperature_set_stable_set	k2200_voltage_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Temperature"	"voltage"	"X"	"Y"	"X"	"Y"
# 34	21
5.75	1.9	0.000130654	-6.67575e-06	2.54215e-05	-5.9605e-07
5.75	1.8	0.000110507	-4.64919e-06	2.33949e-05	-4.17234e-07
5.75	1.7	0.000103117	-4.17235e-06	2.28287e-05	-3.87432e-07
5.75	1.6	9.72752e-05	-3.57629e-06	2.23519e-05	-3.27827e-07
5.75	1.5	9.52487e-05	-3.33787e-06	2.2173e-05	-3.27827e-07
5.75	1.4	9.7156e-05	-3.57629e-06	2.23519e-05	-3.27827e-07
5.75	1.3	0.00010109	-3.81473e-06	2.26797e-05	-3.5763e-07
5.75	1.2	0.000104785	-3.93394e-06	2.29479e-05	-3.5763e-07
5.75	1.1	0.000107646	-4.29156e-06	2.31863e-05	-3.87432e-07
5.75	1	0.000112176	-4.7684e-06	2.35141e-05	-3.87432e-07
5.75	0.9	0.00011921	-5.48366e-06	2.3842e-05	-4.47037e-07
5.75	0.8	0.000127078	-6.43733e-06	2.46466e-05	-5.06643e-07
5.75	0.7	0.000131846	-6.79496e-06	2.59877e-05	-5.66248e-07
5.75	0.6	0.000140668	-7.74866e-06	2.76269e-05	-6.25852e-07
5.75	0.5	0.000155688	-9.65601e-06	2.95938e-05	-8.04666e-07
5.75	0.4	0.000167013	-1.10865e-05	3.21867e-05	-9.83484e-07
5.75	0.3	0.000182987	-1.31131e-05	3.57034e-05	-1.2219e-06
5.75	0.2	0.000202061	-1.5855e-05	4.03228e-05	-1.54973e-06
5.75	0.0999999999999999	0.000223042	-1.94312e-05	4.69091e-05	-2.02657e-06
5.75	0	0.00027323	-2.88488e-05	5.6118e-05	-3.15906e-06

6	2	0.000187994	-1.43052e-05	3.66571e-05	-1.34111e-06
6	1.9	0.000130654	-6.55654e-06	2.54513e-05	-5.66248e-07
6	1.8	0.000110507	-4.52998e-06	2.33651e-05	-4.17234e-07
6	1.7	0.000103117	-3.93394e-06	2.27989e-05	-3.27827e-07
6	1.6	9.7156e-05	-3.6955e-06	2.23221e-05	-3.27827e-07
6	1.5	9.52487e-05	-3.57629e-06	2.21432e-05	-3.5763e-07
6	1.4	9.70368e-05	-3.57629e-06	2.23221e-05	-3.27827e-07
6	1.3	0.000101209	-3.6955e-06	2.26499e-05	-3.87432e-07
6	1.2	0.000104785	-3.93394e-06	2.29479e-05	-3.87432e-07
6	1.1	0.000107646	-4.29156e-06	2.32459e-05	-3.87432e-07
6	1	0.000112176	-4.7684e-06	2.34843e-05	-4.17234e-07
6	0.9	0.000119091	-5.36445e-06	2.3842e-05	-4.47037e-07
6	0.8	0.000127197	-6.19891e-06	2.46168e-05	-5.06643e-07
6	0.7	0.000131727	-6.91417e-06	2.59877e-05	-5.06643e-07
6	0.6	0.000140429	-7.74866e-06	2.76269e-05	-6.25852e-07
6	0.5	0.000155569	-9.5368e-06	2.95938e-05	-8.04666e-07
6	0.4	0.000167252	-1.08481e-05	3.21867e-05	-9.83484e-07
6	0.3	0.000183226	-1.29939e-05	3.56736e-05	-1.2219e-06
6	0.2	0.000201941	-1.57357e-05	4.0293e-05	-1.60933e-06
6	0.0999999999999999	0.000222803	-1.9312e-05	4.69389e-05	-2.08618e-06
6	0	0.000272872	-2.86103e-05	5.6118e-05	-3.15906e-06

6.25	2	0.000188113	-1.43052e-05	3.66869e-05	-1.34111e-06
6.25	1.9	0.000130654	-6.55654e-06	2.54215e-05	-5.06643e-07
6.25	1.8	0.000110627	-4.41077e-06	2.33949e-05	-3.87432e-07
6.25	1.7	0.000102878	-3.93394e-06	2.27691e-05	-3.5763e-07
6.25	1.6	9.7156e-05	-3.57629e-06	2.22923e-05	-3.27827e-07
6.25	1.5	9.50103e-05	-3.21867e-06	2.21134e-05	-2.68223e-07
6.25	1.4	9.69176e-05	-3.57629e-06	2.23221e-05	-3.27827e-07
6.25	1.3	0.000100852	-3.81473e-06	2.26201e-05	-3.5763e-07
6.25	1.2	0.000104428	-4.17235e-06	2.29777e-05	-3.5763e-07
6.25	1.1	0.000107646	-4.41077e-06	2.32161e-05	-3.87432e-07
6.25	1	0.000112176	-4.7684e-06	2.34843e-05	-4.17234e-07
6.25	0.9	0.000119091	-5.48366e-06	2.38718e-05	-4.47037e-07
6.25	0.8	0.000127078	-6.19891e-06	2.46466e-05	-5.36445e-07
6.25	0.7	0.000131608	-6.79496e-06	2.59877e-05	-5.36445e-07
6.25	0.6	0.000140549	-7.74866e-06	2.76865e-05	-6.25852e-07
6.25	0.5	0.000155688	-9.5368e-06	2.96236e-05	-8.04666e-07
6.25	0.4	0.000167013	-1.09673e-05	3.22165e-05	-1.04309e-06
6.25	0.3	0.000182987	-1.31131e-05	3.56736e-05	-1.2219e-06
6.25	0.2	0.000201822	-1.57357e-05	4.04122e-05	-1.57953e-06
6.25	0.0999999999999999	0.000222803	-1.94312e-05	4.69687e-05	-2.05637e-06
6.25	0	0.000272753	-2.88488e-05	5.6118e-05	-3.15906e-06

6.5	2	0.000187756	-1.4186e-05	3.66869e-05	-1.31131e-06
6.5	1.9	0.000130416	-6.55654e-06	2.55109e-05	-4.47037e-07
6.5	1.8	0.000110388	-4.64919e-06	2.34247e-05	-3.87432e-07
6.5	1.7	0.000102759	-4.05314e-06	2.27691e-05	-3.87432e-07
6.5	1.6	9.7156e-05	-3.57629e-06	2.22625e-05	-3.27827e-07
6.5	1.5	9.50103e-05	-3.33787e-06	2.21432e-05	-3.27827e-07
6.5	1.4	9.70368e-05	-3.6955e-06	2.22625e-05	-3.5763e-07
6.5	1.3	0.000100971	-3.81473e-06	2.25903e-05	-3.27827e-07
6.5	1.2	0.000104547	-4.05314e-06	2.29479e-05	-3.87432e-07
6.5	1.1	0.000107527	-4.29156e-06	2.31863e-05	-4.17234e-07
6.5	1	0.000112057	-4.7684e-06	2.35141e-05	-4.17234e-07
6.5	0.9	0.000119091	-5.36445e-06	2.3842e-05	-4.17234e-07
6.5	0.8	0.000126959	-6.19891e-06	2.46168e-05	-4.76841e-07
6.5	0.7	0.000131966	-6.79496e-06	2.59877e-05	-5.9605e-07
6.5	0.6	0.00014031	-7.74866e-06	2.76567e-05	-6.25852e-07
6.5	0.5	0.000155569	-9.41759e-06	2.95938e-05	-8.04666e-07
6.5	0.4	0.000167013	-1.10865e-05	3.22463e-05	-9.53682e-07
6.5	0.3	0.000182749	-1.29939e-05	3.57034e-05	-1.2517e-06
6.5	0.2	0.000201822	-1.56165e-05	4.03824e-05	-1.57953e-06
6.5	0.0999999999999999	0.000223161	-1.94312e-05	4.69985e-05	-2.02657e-06
6.5	0	0.000272753	-2.87296e-05	5.61776e-05	-3.12926e-06

6.75	2	0.000187994	-1.40668e-05	3.67465e-05	-1.34111e-06
6.75	1.9	0.000130535	-6.55654e-06	2.54811e-05	-5.06643e-07
6.75	1.8	0.000110388	-4.64919e-06	2.33651e-05	-3.87432e-07
6.75	1.7	0.00010264	-3.93394e-06	2.27393e-05	-3.5763e-07
6.75	1.6	9.69176e-05	-3.57629e-06	2.22625e-05	-2.98025e-07
6.75	1.5	9.51295e-05	-3.33787e-06	2.20836e-05	-3.27827e-07
6.75	1.4	9.66792e-05	-3.45708e-06	2.22326e-05	-3.5763e-07
6.75	1.3	0.000100732	-3.6955e-06	2.25903e-05	-3.5763e-07
6.75	1.2	0.000104428	-3.93394e-06	2.28883e-05	-3.5763e-07
6.75	1.1	0.000107646	-4.41077e-06	2.32161e-05	-3.87432e-07
6.75	1	0.000112176	-4.7684e-06	2.35141e-05	-4.17234e-07
6.75	0.9	0.000119091	-5.36445e-06	2.3842e-05	-4.47037e-07
6.75	0.8	0.000126959	-6.19891e-06	2.46168e-05	-5.36445e-07
6.75	0.7	0.000131608	-6.67575e-06	2.59877e-05	-5.66248e-07
6.75	0.6	0.000140549	-7.74866e-06	2.76567e-05	-6.55655e-07
6.75	0.5	0.000155569	-9.65601e-06	2.96236e-05	-7.74864e-07
6.75	0.4	0.000167013	-1.09673e-05	3.21867e-05	-9.83484e-07
6.75	0.3	0.000182749	-1.29939e-05	3.57332e-05	-1.2517e-06
6.75	0.2	0.000201941	-1.57357e-05	4.04718e-05	-1.57953e-06
6.75	0.0999999999999999	0.000223161	-1.9312e-05	4.71177e-05	-1.99677e-06
6.75	0	0.000272634	-2.86103e-05	5.62074e-05	-3.12926e-06

7	2	0.000187756	-1.4186e-05	3.66869e-05	-1.34111e-06
7	1.9	0.000130297	-6.43733e-06	2.54811e-05	-5.06643e-07
7	1.8	0.00011015	-4.52998e-06	2.33949e-05	-3.5763e-07
7	1.7	0.00010264	-3.93394e-06	2.26797e-05	-2.68223e-07
7	1.6	9.67984e-05	-3.57629e-06	2.22028e-05	-3.27827e-07
7	1.5	9.47719e-05	-3.33787e-06	2.20538e-05	-3.27827e-07
7	1.4	9.656e-05	-3.45708e-06	2.22326e-05	-2.68223e-07
7	1.3	0.000100613	-3.6955e-06	2.25605e-05	-3.87432e-07
7	1.2	0.000104309	-4.05314e-06	2.29181e-05	-3.5763e-07
7	1.1	0.000107408	-4.29156e-06	2.31565e-05	-3.87432e-07
7	1	0.000111938	-4.7684e-06	2.35141e-05	-3.87432e-07
7	0.9	0.000118971	-5.48366e-06	2.38718e-05	-4.76841e-07
7	0.8	0.000127197	-6.0797e-06	2.46764e-05	-4.76841e-07
7	0.7	0.000131966	-6.79496e-06	2.59877e-05	-5.36445e-07
7	0.6	0.00014031	-7.74866e-06	2.76567e-05	-6.55655e-07
7	0.5	0.00015545	-9.41759e-06	2.95938e-05	-8.04666e-07
7	0.4	0.000167013	-1.08481e-05	3.22463e-05	-9.83484e-07
7	0.3	0.000182749	-1.29939e-05	3.57332e-05	-1.2219e-06
7	0.2	0.000201822	-1.5855e-05	4.04718e-05	-1.57953e-06
7	0.0999999999999999	0.000223042	-1.94312e-05	4.70879e-05	-2.05637e-06
7	0	0.000272514	-2.86103e-05	5.62372e-05	-3.12926e-06

7.25	2	0.000187756	-1.40668e-05	3.66869e-05	-1.31131e-06
7.25	1.9	0.000130177	-6.55654e-06	2.54513e-05	-5.66248e-07
7.25	1.8	0.000110031	-4.41077e-06	2.33055e-05	-3.87432e-07
7.25	1.7	0.00010252	-3.93394e-06	2.26201e-05	-3.5763e-07
7.25	1.6	9.66792e-05	-3.57629e-06	2.21432e-05	-3.27827e-07
7.25	1.5	9.46526e-05	-3.45708e-06	2.19942e-05	-2.68223e-07
7.25	1.4	9.656e-05	-3.57629e-06	2.2173e-05	-2.3842e-07
7.25	1.3	0.000100494	-3.6955e-06	2.25307e-05	-2.98025e-07
7.25	1.2	0.000104428	-3.93394e-06	2.28585e-05	-3.87432e-07
7.25	1.1	0.000107408	-4.29156e-06	2.31863e-05	-3.87432e-07
7.25	1	0.000111938	-4.64919e-06	2.34545e-05	-4.17234e-07
7.25	0.9	0.000118852	-5.36445e-06	2.38718e-05	-4.76841e-07
7.25	0.8	0.00012684	-6.0797e-06	2.46764e-05	-5.06643e-07
7.25	0.7	0.000131489	-6.67575e-06	2.59579e-05	-5.66248e-07
7.25	0.6	0.00014031	-7.74866e-06	2.76269e-05	-6.55655e-07
7.25	0.5	0.000155331	-9.29838e-06	2.95938e-05	-8.04666e-07
7.25	0.4	0.000167132	-1.08481e-05	3.22761e-05	-1.04309e-06
7.25	0.3	0.000182749	-1.28747e-05	3.57928e-05	-1.2219e-06
7.25	0.2	0.000201822	-1.57357e-05	4.05016e-05	-1.57953e-06
7.25	0.0999999999999999	0.00022328	-1.94312e-05	4.72071e-05	-2.05637e-06
7.25	0	0.000272514	-2.83719e-05	5.62074e-05	-3.15906e-06

7.5	2	0.000187517	-1.40668e-05	3.66869e-05	-1.37091e-06
7.5	1.9	0.000130177	-6.55654e-06	2.55109e-05	-5.36445e-07
7.5	1.8	0.000110269	-4.64919e-06	2.33353e-05	-3.5763e-07
7.5	1.7	0.000102401	-3.93394e-06	2.26499e-05	-3.5763e-07
7.5	1.6	9.66792e-05	-3.45708e-06	2.2173e-05	-3.5763e-07
7.5	1.5	9.47719e-05	-3.33787e-06	2.20538e-05	-3.27827e-07
7.5	1.4	9.656e-05	-3.33787e-06	2.22028e-05	-3.27827e-07
7.5	1.3	0.000100375	-3.6955e-06	2.24413e-05	-3.5763e-07
7.5	1.2	0.000104189	-4.17235e-06	2.27691e-05	-3.5763e-07
7.5	1.1	0.000107289	-4.29156e-06	2.30969e-05	-3.87432e-07
7.5	1	0.000112057	-4.7684e-06	2.34843e-05	-3.87432e-07
7.5	0.9	0.000118971	-5.36445e-06	2.39314e-05	-4.76841e-07
7.5	0.8	0.000126959	-6.19891e-06	2.46764e-05	-4.76841e-07
7.5	0.7	0.000131608	-6.67575e-06	2.59877e-05	-5.36445e-07
7.5	0.6	0.000140191	-7.62945e-06	2.76567e-05	-6.25852e-07
7.5	0.5	0.000155211	-9.41759e-06	2.96534e-05	-8.04666e-07
7.5	0.4	0.000167013	-1.09673e-05	3.22761e-05	-1.04309e-06
7.5	0.3	0.000182391	-1.28747e-05	3.5763e-05	-1.2517e-06
7.5	0.2	0.000201822	-1.57357e-05	4.05314e-05	-1.57953e-06
7.5	0.0999999999999999	0.00022328	-1.94312e-05	4.72071e-05	-2.05637e-06
7.5	0	0.000272157	-2.84911e-05	5.6267e-05	-3.09946e-06

7.75	2	0.000187636	-1.4186e-05	3.67465e-05	-1.31131e-06
7.75	1.9	0.000130058	-6.55654e-06	2.55109e-05	-5.36445e-07
7.75	1.8	0.000109911	-4.64919e-06	2.33353e-05	-3.87432e-07
7.75	1.7	0.000102163	-3.93394e-06	2.25903e-05	-3.27827e-07
7.75	1.6	9.64408e-05	-3.57629e-06	2.21134e-05	-2.68223e-07
7.75	1.5	9.46526e-05	-3.45708e-06	2.19942e-05	-3.27827e-07
7.75	1.4	9.63216e-05	-3.57629e-06	2.2173e-05	-2.98025e-07
7.75	1.3	0.000100375	-3.6955e-06	2.24711e-05	-3.87432e-07
7.75	1.2	0.000104189	-3.93394e-06	2.27691e-05	-3.5763e-07
7.75	1.1	0.000107289	-4.29156e-06	2.30969e-05	-3.87432e-07
7.75	1	0.000112057	-4.7684e-06	2.34247e-05	-4.17234e-07
7.75	0.9	0.000118852	-5.24524e-06	2.38718e-05	-3.87432e-07
7.75	0.8	0.00012684	-6.0797e-06	2.4736e-05	-5.06643e-07
7.75	0.7	0.00013137	-6.67575e-06	2.59579e-05	-5.9605e-07
7.75	0.6	0.000140191	-7.74866e-06	2.76567e-05	-6.55655e-07
7.75	0.5	0.000155092	-9.29838e-06	2.96534e-05	-7.74864e-07
7.75	0.4	0.000167013	-1.09673e-05	3.22761e-05	-1.01329e-06
7.75	0.3	0.00018251	-1.29939e-05	3.58226e-05	-1.1921e-06
7.75	0.2	0.000202061	-1.57357e-05	4.06208e-05	-1.57953e-06
7.75	0.0999999999999999	0.000223638	-1.94312e-05	4.72965e-05	-2.08618e-06
7.75	0	0.000272276	-2.84911e-05	5.6267e-05	-3.12926e-06

8	2	0.000187517	-1.39475e-05	3.67465e-05	-1.34111e-06
8	1.9	0.00012982	-6.55654e-06	2.55109e-05	-5.06643e-07
8	1.8	0.000110031	-4.64919e-06	2.33353e-05	-3.5763e-07
8	1.7	0.000102044	-3.81473e-06	2.25605e-05	-3.5763e-07
8	1.6	9.64408e-05	-3.57629e-06	2.2024e-05	-3.27827e-07
8	1.5	9.44142e-05	-3.45708e-06	2.19048e-05	-3.27827e-07
8	1.4	9.60832e-05	-3.57629e-06	2.21134e-05	-3.27827e-07
8	1.3	0.000100017	-3.6955e-06	2.24413e-05	-3.5763e-07
8	1.2	0.00010407	-4.05314e-06	2.27691e-05	-3.27827e-07
8	1.1	0.000107408	-4.29156e-06	2.30969e-05	-3.87432e-07
8	1	0.000112057	-4.7684e-06	2.34545e-05	-4.17234e-07
8	0.9	0.000118852	-5.24524e-06	2.3991e-05	-4.47037e-07
8	0.8	0.00012672	-6.0797e-06	2.46764e-05	-5.06643e-07
8	0.7	0.000131608	-6.67575e-06	2.60473e-05	-6.25852e-07
8	0.6	0.000140072	-7.74866e-06	2.76269e-05	-5.9605e-07
8	0.5	0.000155092	-9.41759e-06	2.96534e-05	-7.74864e-07
8	0.4	0.000166894	-1.08481e-05	3.23358e-05	-9.53682e-07
8	0.3	0.00018251	-1.29939e-05	3.58524e-05	-1.2219e-06
8	0.2	0.00020218	-1.5855e-05	4.06804e-05	-1.63914e-06
8	0.0999999999999999	0.000223757	-1.95504e-05	4.72369e-05	-2.08618e-06
8	0	0.000271918	-2.83719e-05	5.63564e-05	-3.15906e-06

8.25	2	0.000187517	-1.40668e-05	3.67763e-05	-1.31131e-06
8.25	1.9	0.000129939	-6.55654e-06	2.55109e-05	-5.06643e-07
8.25	1.8	0.000109911	-4.52998e-06	2.32757e-05	-3.87432e-07
8.25	1.7	0.000101924	-3.81473e-06	2.25605e-05	-3.5763e-07
8.25	1.6	9.63216e-05	-3.45708e-06	2.20836e-05	-2.98025e-07
8.25	1.5	9.45334e-05	-3.57629e-06	2.19346e-05	-3.27827e-07
8.25	1.4	9.63216e-05	-3.57629e-06	2.20538e-05	-2.98025e-07
8.25	1.3	0.000100017	-3.81473e-06	2.23817e-05	-3.27827e-07
8.25	1.2	0.00010407	-4.05314e-06	2.27393e-05	-3.27827e-07
8.25	1.1	0.000107289	-4.29156e-06	2.30969e-05	-3.87432e-07
8.25	1	0.000111819	-4.7684e-06	2.34843e-05	-4.17234e-07
8.25	0.9	0.000118733	-5.36445e-06	2.39612e-05	-4.76841e-07
8.25	0.8	0.00012672	-6.0797e-06	2.47658e-05	-5.06643e-07
8.25	0.7	0.00013137	-6.55654e-06	2.60175e-05	-5.36445e-07
8.25	0.6	0.000140072	-7.74866e-06	2.76269e-05	-7.15259e-07
8.25	0.5	0.000155092	-9.29838e-06	2.96832e-05	-8.04666e-07
8.25	0.4	0.000166894	-1.09673e-05	3.23358e-05	-9.53682e-07
8.25	0.3	0.00018251	-1.28747e-05	3.5912e-05	-1.2517e-06
8.25	0.2	0.00020218	-1.5855e-05	4.074e-05	-1.57953e-06
8.25	0.0999999999999999	0.000223757	-1.95504e-05	4.73561e-05	-2.08618e-06
8.25	0	0.000271799	-2.84911e-05	5.62968e-05	-3.09946e-06

8.5	2	0.00018716	-1.40668e-05	3.67763e-05	-1.34111e-06
8.5	1.9	0.000130058	-6.55654e-06	2.54513e-05	-5.36445e-07
8.5	1.8	0.000110031	-4.52998e-06	2.33055e-05	-3.27827e-07
8.5	1.7	0.000101924	-3.81473e-06	2.25009e-05	-2.98025e-07
8.5	1.6	9.63216e-05	-3.45708e-06	2.2024e-05	-2.98025e-07
8.5	1.5	9.44142e-05	-3.33787e-06	2.1875e-05	-2.3842e-07
8.5	1.4	9.60832e-05	-3.45708e-06	2.20538e-05	-3.27827e-07
8.5	1.3	0.000100017	-3.81473e-06	2.23221e-05	-3.27827e-07
8.5	1.2	0.000103832	-4.05314e-06	2.27095e-05	-3.5763e-07
8.5	1.1	0.00010717	-4.29156e-06	2.30373e-05	-3.5763e-07
8.5	1	0.000111819	-4.7684e-06	2.34545e-05	-3.5763e-07
8.5	0.9	0.000118733	-5.36445e-06	2.39314e-05	-4.17234e-07
8.5	0.8	0.00012672	-6.19891e-06	2.47956e-05	-5.06643e-07
8.5	0.7	0.00013137	-6.67575e-06	2.60771e-05	-5.66248e-07
8.5	0.6	0.000140191	-7.62945e-06	2.76567e-05	-6.85457e-07
8.5	0.5	0.000154973	-9.41759e-06	2.96236e-05	-8.34469e-07
8.5	0.4	0.000166894	-1.08481e-05	3.23358e-05	-9.83484e-07
8.5	0.3	0.000182272	-1.27555e-05	3.5912e-05	-1.2517e-06
8.5	0.2	0.000201822	-1.57357e-05	4.07102e-05	-1.60933e-06
8.5	0.0999999999999999	0.000223638	-1.94312e-05	4.73859e-05	-2.05637e-06
8.5	0	0.000271561	-2.83719e-05	5.63564e-05	-3.06965e-06

8.75	2	0.00018716	-1.39475e-05	3.67763e-05	-1.34111e-06
8.75	1.9	0.00012982	-6.55654e-06	2.55407e-05	-5.36445e-07
8.75	1.8	0.000109911	-4.64919e-06	2.33055e-05	-3.87432e-07
8.75	1.7	0.000101924	-3.93394e-06	2.25009e-05	-3.5763e-07
8.75	1.6	9.63216e-05	-3.57629e-06	2.19942e-05	-2.98025e-07
8.75	1.5	9.44142e-05	-3.21867e-06	2.1875e-05	-2.98025e-07
8.75	1.4	9.60832e-05	-3.45708e-06	2.19942e-05	-2.98025e-07
8.75	1.3	9.98979e-05	-3.81473e-06	2.22923e-05	-3.27827e-07
8.75	1.2	0.000103713	-4.05314e-06	2.27095e-05	-3.27827e-07
8.75	1.1	0.00010705	-4.29156e-06	2.30075e-05	-3.5763e-07
8.75	1	0.000111819	-4.64919e-06	2.34247e-05	-3.87432e-07
8.75	0.9	0.000118614	-5.24524e-06	2.39612e-05	-4.76841e-07
8.75	0.8	0.00012672	-6.0797e-06	2.48255e-05	-5.06643e-07
8.75	0.7	0.00013137	-6.67575e-06	2.60473e-05	-5.9605e-07
8.75	0.6	0.000139714	-7.62945e-06	2.76865e-05	-6.25852e-07
8.75	0.5	0.000154854	-9.29838e-06	2.9713e-05	-8.34469e-07
8.75	0.4	0.000166894	-1.09673e-05	3.23358e-05	-9.83484e-07
8.75	0.3	0.00018251	-1.29939e-05	3.59418e-05	-1.28151e-06
8.75	0.2	0.00020218	-1.5855e-05	4.07698e-05	-1.57953e-06
8.75	0.0999999999999999	0.000223876	-1.9312e-05	4.73859e-05	-2.14578e-06
8.75	0	0.000271441	-2.82527e-05	5.6267e-05	-3.12926e-06

9	2	0.000187279	-1.40668e-05	3.68061e-05	-1.34111e-06
9	1.9	0.00012982	-6.55654e-06	2.55407e-05	-5.36445e-07
9	1.8	0.000109911	-4.64919e-06	2.32757e-05	-3.87432e-07
9	1.7	0.000101686	-3.93394e-06	2.24413e-05	-3.27827e-07
9	1.6	9.62024e-05	-3.45708e-06	2.19942e-05	-2.98025e-07
9	1.5	9.4295e-05	-3.33787e-06	2.18452e-05	-2.98025e-07
9	1.4	9.60832e-05	-3.57629e-06	2.2024e-05	-3.27827e-07
9	1.3	9.97786e-05	-3.6955e-06	2.22923e-05	-3.27827e-07
9	1.2	0.000103593	-4.05314e-06	2.26499e-05	-3.27827e-07
9	1.1	0.00010705	-4.29156e-06	2.30373e-05	-3.87432e-07
9	1	0.0001117	-4.7684e-06	2.34247e-05	-3.87432e-07
9	0.9	0.000118733	-5.48366e-06	2.39612e-05	-4.17234e-07
9	0.8	0.00012672	-6.19891e-06	2.48255e-05	-4.76841e-07
9	0.7	0.00013137	-6.67575e-06	2.60771e-05	-5.36445e-07
9	0.6	0.000140191	-7.74866e-06	2.76865e-05	-6.55655e-07
9	0.5	0.000154973	-9.41759e-06	2.9713e-05	-8.04666e-07
9	0.4	0.000166894	-1.09673e-05	3.23656e-05	-9.83484e-07
9	0.3	0.000182272	-1.28747e-05	3.59418e-05	-1.2517e-06
9	0.2	0.00020218	-1.56165e-05	4.07698e-05	-1.57953e-06
9	0.0999999999999999	0.000224114	-1.9312e-05	4.75349e-05	-2.05637e-06
9	0	0.000271322	-2.80143e-05	5.63862e-05	-3.06965e-06

9.25	2	0.000187279	-1.39475e-05	3.68359e-05	-1.34111e-06
9.25	1.9	0.00012982	-6.43733e-06	2.55705e-05	-5.66248e-07
9.25	1.8	0.000109792	-4.41077e-06	2.32459e-05	-3.5763e-07
9.25	1.7	0.000101686	-3.6955e-06	2.23817e-05	-3.27827e-07
9.25	1.6	9.59639e-05	-3.33787e-06	2.19346e-05	-2.68223e-07
9.25	1.5	9.41758e-05	-3.21867e-06	2.17856e-05	-2.68223e-07
9.25	1.4	9.58447e-05	-3.33787e-06	2.19942e-05	-3.5763e-07
9.25	1.3	9.96594e-05	-3.6955e-06	2.22625e-05	-3.5763e-07
9.25	1.2	0.000103593	-3.93394e-06	2.26201e-05	-3.87432e-07
9.25	1.1	0.00010705	-4.29156e-06	2.30075e-05	-3.87432e-07
9.25	1	0.0001117	-4.7684e-06	2.34247e-05	-3.87432e-07
9.25	0.9	0.000118614	-5.36445e-06	2.3991e-05	-4.17234e-07
9.25	0.8	0.000126482	-6.0797e-06	2.48255e-05	-4.76841e-07
9.25	0.7	0.00013137	-6.67575e-06	2.6107e-05	-5.36445e-07
9.25	0.6	0.000139833	-7.62945e-06	2.76865e-05	-6.55655e-07
9.25	0.5	0.000154854	-9.29838e-06	2.9713e-05	-7.74864e-07
9.25	0.4	0.000166894	-1.08481e-05	3.23954e-05	-9.53682e-07
9.25	0.3	0.000182391	-1.28747e-05	3.60312e-05	-1.2219e-06
9.25	0.2	0.000202418	-1.57357e-05	4.0889e-05	-1.60933e-06
9.25	0.0999999999999999	0.000224114	-1.94312e-05	4.75349e-05	-2.14578e-06
9.25	0	0.000270965	-2.80143e-05	5.63862e-05	-3.12926e-06

9.5	2	0.00018716	-1.39475e-05	3.68657e-05	-1.37091e-06
9.5	1.9	0.000129701	-6.43733e-06	2.56003e-05	-5.66248e-07
9.5	1.8	0.000109673	-4.52998e-06	2.32459e-05	-3.87432e-07
9.5	1.7	0.000101448	-3.81473e-06	2.24413e-05	-3.5763e-07
9.5	1.6	9.58447e-05	-3.45708e-06	2.19644e-05	-2.98025e-07
9.5	1.5	9.4295e-05	-3.33787e-06	2.17856e-05	-2.98025e-07
9.5	1.4	9.58447e-05	-3.45708e-06	2.19346e-05	-2.98025e-07
9.5	1.3	9.9421e-05	-3.57629e-06	2.22326e-05	-3.27827e-07
9.5	1.2	0.000103474	-3.93394e-06	2.26201e-05	-3.27827e-07
9.5	1.1	0.00010705	-4.29156e-06	2.30075e-05	-3.5763e-07
9.5	1	0.0001117	-4.64919e-06	2.34545e-05	-3.87432e-07
9.5	0.9	0.000118614	-5.36445e-06	2.3991e-05	-4.17234e-07
9.5	0.8	0.000126482	-6.31812e-06	2.48553e-05	-4.76841e-07
9.5	0.7	0.00013137	-6.67575e-06	2.60771e-05	-5.36445e-07
9.5	0.6	0.000139953	-7.62945e-06	2.76865e-05	-6.55655e-07
9.5	0.5	0.000154615	-9.17917e-06	2.97428e-05	-7.74864e-07
9.5	0.4	0.000166894	-1.08481e-05	3.24252e-05	-9.53682e-07
9.5	0.3	0.000182272	-1.28747e-05	3.6061e-05	-1.2219e-06
9.5	0.2	0.000202299	-1.57357e-05	4.09188e-05	-1.57953e-06
9.5	0.0999999999999999	0.000224114	-1.94312e-05	4.76243e-05	-2.05637e-06
9.5	0	0.000270845	-2.81335e-05	5.6416e-05	-3.06965e-06

9.75	2	0.00018716	-1.39475e-05	3.68061e-05	-1.34111e-06
9.75	1.9	0.000129581	-6.55654e-06	2.56897e-05	-4.76841e-07
9.75	1.8	0.000109554	-4.41077e-06	2.32757e-05	-3.5763e-07
9.75	1.7	0.000101328	-3.81473e-06	2.24115e-05	-3.27827e-07
9.75	1.6	9.58447e-05	-3.21867e-06	2.19048e-05	-3.27827e-07
9.75	1.5	9.40566e-05	-3.21867e-06	2.17558e-05	-2.68223e-07
9.75	1.4	9.58447e-05	-3.45708e-06	2.19346e-05	-3.27827e-07
9.75	1.3	9.93018e-05	-3.6955e-06	2.2173e-05	-3.27827e-07
9.75	1.2	0.000103236	-3.93394e-06	2.25605e-05	-3.5763e-07
9.75	1.1	0.00010705	-4.29156e-06	2.29777e-05	-3.5763e-07
9.75	1	0.0001117	-4.88761e-06	2.34843e-05	-3.87432e-07
9.75	0.9	0.000118494	-5.36445e-06	2.40208e-05	-4.47037e-07
9.75	0.8	0.000126482	-6.0797e-06	2.48553e-05	-4.76841e-07
9.75	0.7	0.00013137	-6.55654e-06	2.6107e-05	-5.66248e-07
