# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 271
-13	4.50613e-05	-3.09946e-06
-12.9	4.95913e-05	-2.62262e-06
-12.8	5.41213e-05	-2.62262e-06
-12.7	6.1274e-05	-3.81473e-06
-12.6	7.29566e-05	-4.52998e-06
-12.5	8.82153e-05	-6.67575e-06
-12.4	0.000117064	-8.34471e-06
-12.3	0.000153542	-1.21594e-05
-12.2	0.000203134	-1.6451e-05
-12.1	0.000251772	-2.16962e-05
-12	0.0003078	-2.78951e-05
-11.9	0.000356914	-3.24252e-05
-11.8	0.000454666	-4.52998e-05
-11.7	0.000545029	-5.31676e-05
-11.6	0.000605587	-7.05724e-05
-11.5	0.00069857	-9.13148e-05
-11.4	0.00084782	-0.000115633
-11.3	0.00101305	-0.000137568
-11.2	0.0014236	-0.000213386
-11.1	0.00134636	-0.000199557
-11	0.00147105	-0.000236035
-10.9	0.00186802	-0.000315906
-10.8	0.00216104	-0.000416996
-10.7	0.00182415	-0.000389339
-10.6	0.00162841	-0.000300886
-10.5	0.00141741	-0.000235082
-10.4	0.00119377	-0.000183106
-10.3	0.000930075	-0.000124694
-10.2	0.000780586	-0.000100852
-10.1	0.000673775	-8.24933e-05
-10	0.000607971	-7.20029e-05
-9.9	0.000557426	-6.38966e-05
-9.8	0.000512604	-5.6267e-05
-9.7	0.000484945	-5.22139e-05
-9.6	0.000445368	-4.67303e-05
-9.5	0.000415089	-4.17235e-05
-9.4	0.000384094	-3.79088e-05
-9.3	0.000355961	-3.38557e-05
-9.2	0.000332119	-3.07562e-05
-9.1	0.000312569	-2.83719e-05
-9	0.000294449	-2.62262e-05
-8.9	0.000277998	-2.45572e-05
-8.8	0.000263693	-2.24115e-05
-8.7	0.00024748	-2.0981e-05
-8.6	0.000231744	-1.95504e-05
-8.5	0.000217916	-1.71663e-05
-8.4	0.00020814	-1.66894e-05
-8.3	0.000198604	-1.57357e-05
-8.2	0.000190259	-1.54973e-05
-8.1	0.000182153	-1.45436e-05
-8	0.000175477	-1.38283e-05
-7.9	0.000169278	-1.33515e-05
-7.8	0.000163794	-1.16826e-05
-7.7	0.00015998	-1.26362e-05
-7.6	0.000155927	-1.1921e-05
-7.5	0.000152112	-1.14442e-05
-7.4	0.00014782	-1.12057e-05
-7.3	0.000143767	-1.02521e-05
-7.2	0.000142098	-1.12057e-05
-7.1	0.000139476	-1.00136e-05
-7	0.000137092	-1.02521e-05
