# k2200_voltage_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "voltage"	"X"	"Y"	"X"	"Y"
# 171
12.1	2.62262e-05	-1.1921e-07	3.6359e-06	2.98025e-08
12	2.64646e-05	0	3.6657e-06	0
11.9	2.64646e-05	0	3.6955e-06	0
11.8	2.64646e-05	0	3.7253e-06	-2.98025e-08
11.7	2.6703e-05	0	3.7253e-06	0
11.6	2.6703e-05	-2.3842e-07	3.75511e-06	0
11.5	2.69414e-05	-1.1921e-07	3.78491e-06	0
11.4	2.70606e-05	0	3.84453e-06	0
11.3	2.70606e-05	-1.1921e-07	3.84453e-06	2.98025e-08
11.2	2.71798e-05	-1.1921e-07	3.87433e-06	0
11.1	2.7299e-05	0	3.87433e-06	0
11	2.74183e-05	-2.3842e-07	3.90413e-06	0
10.9	2.74183e-05	-1.1921e-07	3.93394e-06	0
10.8	2.75375e-05	-1.1921e-07	3.96374e-06	0
10.7	2.77759e-05	0	3.99354e-06	0
10.6	2.78951e-05	0	4.02334e-06	0
10.5	2.78951e-05	-2.3842e-07	4.02334e-06	0
10.4	2.80143e-05	-2.3842e-07	4.08295e-06	2.98025e-08
10.3	2.80143e-05	-2.3842e-07	4.11275e-06	0
10.2	2.82527e-05	0	4.14255e-06	0
10.1	2.83719e-05	-1.1921e-07	4.17235e-06	0
10	2.86103e-05	-2.3842e-07	4.23196e-06	0
9.9	2.86103e-05	-2.3842e-07	4.26176e-06	0
9.8	2.88488e-05	-2.3842e-07	4.29156e-06	0
9.7	2.88488e-05	-1.1921e-07	4.32137e-06	0
9.6	2.90872e-05	-2.3842e-07	4.38097e-06	0
9.5	2.92064e-05	-1.1921e-07	4.41077e-06	0
9.4	2.93256e-05	-2.3842e-07	4.44058e-06	0
9.3	2.94448e-05	-2.3842e-07	4.47038e-06	0
9.2	2.9564e-05	-3.5763e-07	4.50018e-06	0
9.1	2.98024e-05	0	4.55978e-06	0
9	2.99216e-05	-2.3842e-07	4.55978e-06	0
8.9	3.00409e-05	-1.1921e-07	4.64919e-06	0
8.8	3.01601e-05	-2.3842e-07	4.67899e-06	2.98025e-08
8.7	3.05178e-05	-1.1921e-07	4.7088e-06	2.98025e-08
8.6	3.0637e-05	-2.3842e-07	4.7684e-06	0
8.5	3.0637e-05	-2.3842e-07	4.82801e-06	0
8.4	3.07562e-05	-2.3842e-07	4.88761e-06	0
8.3	3.08754e-05	-2.3842e-07	4.91741e-06	0
8.2	3.11139e-05	0	4.97702e-06	2.98025e-08
8.1	3.12331e-05	-2.3842e-07	5.03662e-06	0
8	3.15907e-05	-2.3842e-07	5.09623e-06	0
7.9	3.17099e-05	-2.3842e-07	5.12603e-06	-2.98025e-08
7.8	3.18291e-05	-2.3842e-07	5.21544e-06	0
7.7	3.2306e-05	-3.5763e-07	5.24524e-06	0
7.6	3.2306e-05	-3.5763e-07	5.33464e-06	0
7.5	3.26636e-05	-3.5763e-07	5.36445e-06	0
7.4	3.27828e-05	-3.5763e-07	5.42405e-06	0
7.3	3.30212e-05	-3.5763e-07	5.51346e-06	0
7.2	3.32596e-05	-2.3842e-07	5.54326e-06	-2.98025e-08
7.1	3.3498e-05	-3.5763e-07	5.63267e-06	-2.98025e-08
7	3.37365e-05	-3.5763e-07	5.69227e-06	0
6.9	3.40941e-05	-3.5763e-07	5.75188e-06	0
6.8	3.44517e-05	-2.3842e-07	5.84128e-06	0
6.7	3.44517e-05	-2.3842e-07	5.93069e-06	2.98025e-08
6.6	3.49286e-05	-3.5763e-07	5.9903e-06	0
6.5	3.50478e-05	-2.3842e-07	6.0499e-06	0
6.4	3.54054e-05	-3.5763e-07	6.13931e-06	-2.98025e-08
6.3	3.5763e-05	-3.5763e-07	6.22871e-06	2.98025e-08
6.2	3.62399e-05	-4.76841e-07	6.31812e-06	0
6.1	3.63591e-05	-3.5763e-07	6.37773e-06	0
6	3.68359e-05	-2.3842e-07	6.46713e-06	0
5.9	3.71935e-05	-2.3842e-07	6.55654e-06	-2.98025e-08
5.8	3.75512e-05	-4.76841e-07	6.64595e-06	0
5.7	3.8028e-05	-4.76841e-07	6.76516e-06	0
5.6	3.83856e-05	-4.76841e-07	6.91417e-06	0
5.5	3.88625e-05	-4.76841e-07	6.97377e-06	0
5.4	3.93393e-05	-4.76841e-07	7.09298e-06	0
5.3	3.98161e-05	-4.76841e-07	7.21219e-06	-5.96051e-08
5.2	4.0293e-05	-5.9605e-07	7.3016e-06	-2.98025e-08
5.1	4.0889e-05	-5.9605e-07	7.42081e-06	0
5	4.13659e-05	-4.76841e-07	7.56982e-06	0
4.9	4.18427e-05	-4.76841e-07	7.68906e-06	0
4.8	4.24387e-05	-7.15259e-07	7.83807e-06	0
4.7	4.30348e-05	-5.9605e-07	7.95728e-06	-2.98025e-08
4.6	4.375e-05	-7.15259e-07	8.13609e-06	-2.98025e-08
4.5	4.43461e-05	-7.15259e-07	8.2851e-06	0
4.4	4.50613e-05	-5.9605e-07	8.43412e-06	0
4.3	4.56574e-05	-7.15259e-07	8.58313e-06	0
4.2	4.64919e-05	-7.15259e-07	8.76194e-06	-2.98025e-08
4.1	4.73263e-05	-7.15259e-07	8.94075e-06	0
4	4.79224e-05	-9.53682e-07	9.17917e-06	2.98025e-08
3.9	4.8876e-05	-8.34469e-07	9.35799e-06	-2.98025e-08
3.8	4.98297e-05	-9.53682e-07	9.5368e-06	0
3.7	5.07834e-05	-9.53682e-07	9.77522e-06	-2.98025e-08
3.6	5.16179e-05	-9.53682e-07	9.92423e-06	0
3.5	5.28099e-05	-1.07289e-06	1.01925e-05	-2.98025e-08
3.4	5.37636e-05	-1.07289e-06	1.04905e-05	0
3.3	5.49557e-05	-9.53682e-07	1.07289e-05	-2.98025e-08
3.2	5.61478e-05	-1.07289e-06	1.09375e-05	-5.96051e-08
3.1	5.74591e-05	-1.1921e-06	1.12653e-05	-5.96051e-08
3	5.86512e-05	-1.43052e-06	1.15932e-05	-2.98025e-08
2.9	5.99625e-05	-1.43052e-06	1.18912e-05	-5.96051e-08
2.8	6.15125e-05	-1.54973e-06	1.2219e-05	-5.96051e-08
2.7	6.31814e-05	-1.43052e-06	1.25766e-05	-5.96051e-08
2.6	6.48503e-05	-1.54973e-06	1.29641e-05	-5.96051e-08
2.5	6.65192e-05	-1.66894e-06	1.33813e-05	-5.96051e-08
2.4	6.83074e-05	-1.78815e-06	1.38283e-05	-8.94074e-08
2.3	7.02147e-05	-1.90736e-06	1.42754e-05	-8.94074e-08
2.2	7.25989e-05	-2.02657e-06	1.48118e-05	-8.94074e-08
2.1	7.49831e-05	-2.02657e-06	1.52589e-05	-8.94074e-08
2	7.73673e-05	-2.26499e-06	1.58251e-05	-1.1921e-07
1.9	8.02283e-05	-2.50341e-06	1.64212e-05	-1.1921e-07
1.8	8.3447e-05	-2.74183e-06	1.71066e-05	-1.78815e-07
1.7	8.67848e-05	-2.98025e-06	1.77921e-05	-1.78815e-07
1.6	9.04803e-05	-3.09946e-06	1.8567e-05	-1.78815e-07
1.5	9.45334e-05	-3.33787e-06	1.94312e-05	-2.3842e-07
1.4	9.89442e-05	-3.93394e-06	2.03551e-05	-2.68223e-07
1.3	0.000103832	-4.05314e-06	2.13386e-05	-3.27827e-07
1.2	0.000109315	-4.52998e-06	2.24413e-05	-3.27827e-07
1.1	0.000115157	-5.00682e-06	2.36632e-05	-3.87432e-07
1	0.000121713	-5.84128e-06	2.49149e-05	-4.17234e-07
0.899999999999999	0.000128747	-6.31812e-06	2.63454e-05	-4.76841e-07
0.800000000000001	0.000136376	-7.03338e-06	2.78951e-05	-5.36445e-07
0.699999999999999	0.00014484	-7.86787e-06	2.95342e-05	-6.55655e-07
0.599999999999998	0.000153662	-8.94075e-06	3.13523e-05	-7.45062e-07
0.5	0.000162841	-9.89443e-06	3.32e-05	-8.34469e-07
0.399999999999999	0.00017202	-1.12057e-05	3.50478e-05	-9.53682e-07
0.300000000000001	0.000181318	-1.22786e-05	3.68657e-05	-1.07289e-06
0.199999999999999	0.000189544	-1.34707e-05	3.85644e-05	-1.1921e-06
0.0999999999999979	0.000196696	-1.45436e-05	3.99949e-05	-1.31131e-06
0	0.000202299	-1.54973e-05	4.10082e-05	-1.37091e-06
