# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 161
-8	8.2255e-06	-2.77163e-06
-7.9	8.31491e-06	-2.53321e-06
-7.8	8.2851e-06	-2.89084e-06
-7.7	8.34471e-06	-2.50341e-06
-7.6	8.34471e-06	-2.59282e-06
-7.5	8.2553e-06	-2.53321e-06
-7.4	8.31491e-06	-2.71203e-06
-7.3	8.37451e-06	-2.77163e-06
-7.2	8.34471e-06	-3.01005e-06
-7.1	8.31491e-06	-2.53321e-06
-7	8.37451e-06	-2.77163e-06
-6.9	8.34471e-06	-2.89084e-06
-6.8	8.37451e-06	-2.414e-06
-6.7	8.37451e-06	-2.65242e-06
-6.6	8.31491e-06	-2.50341e-06
-6.5	8.31491e-06	-2.62262e-06
-6.4	8.2255e-06	-2.80143e-06
-6.3	8.31491e-06	-3.51669e-06
-6.2	8.34471e-06	-2.80143e-06
-6.1	8.40431e-06	-2.3842e-06
-6	8.2255e-06	-2.47361e-06
-5.9	8.2553e-06	-2.47361e-06
-5.8	8.2255e-06	-2.4438e-06
-5.7	8.31491e-06	-2.65242e-06
-5.6	8.31491e-06	-2.50341e-06
-5.5	8.31491e-06	-2.414e-06
-5.4	8.1957e-06	-2.50341e-06
-5.3	8.2851e-06	-2.89084e-06
-5.2	8.37451e-06	-2.74183e-06
-5.1	8.40431e-06	-2.65242e-06
-5	8.31491e-06	-2.47361e-06
-4.9	8.37451e-06	-2.53321e-06
-4.8	8.2553e-06	-2.86104e-06
-4.7	8.34471e-06	-2.71203e-06
-4.6	8.31491e-06	-2.62262e-06
-4.5	8.34471e-06	-2.83124e-06
-4.4	8.37451e-06	-2.62262e-06
-4.3	8.46392e-06	-2.74183e-06
-4.2	8.31491e-06	-2.89084e-06
-4.1	8.2553e-06	-2.50341e-06
-4	8.2553e-06	-2.86104e-06
-3.9	8.31491e-06	-2.53321e-06
-3.8	8.34471e-06	-2.59282e-06
-3.7	8.1957e-06	-3.09946e-06
-3.6	8.2553e-06	-2.50341e-06
-3.5	8.2851e-06	-2.92064e-06
-3.4	8.2553e-06	-2.50341e-06
-3.3	8.52352e-06	-3.30807e-06
-3.2	8.31491e-06	-2.68222e-06
-3.1	8.46392e-06	-2.65242e-06
-3	8.2553e-06	-2.50341e-06
-2.9	8.2553e-06	-2.92064e-06
-2.8	8.31491e-06	-2.414e-06
-2.7	8.2851e-06	-2.77163e-06
-2.6	8.2851e-06	-3.45708e-06
-2.5	8.34471e-06	-2.65242e-06
-2.4	8.2553e-06	-2.80143e-06
-2.3	8.2851e-06	-2.86104e-06
-2.2	8.34471e-06	-2.74183e-06
-2.1	8.31491e-06	-2.50341e-06
-2	8.2255e-06	-2.98025e-06
-1.9	8.1957e-06	-2.50341e-06
-1.8	8.37451e-06	-3.15906e-06
-1.7	8.16589e-06	-3.12926e-06
-1.6	8.2851e-06	-3.36768e-06
-1.5	8.46392e-06	-2.414e-06
-1.4	8.37451e-06	-3.03985e-06
-1.3	8.2851e-06	-2.80143e-06
-1.2	8.2553e-06	-2.62262e-06
-1.1	8.1957e-06	-2.89084e-06
-1	8.10629e-06	-2.68222e-06
-0.899999999999999	8.37451e-06	-2.59282e-06
-0.8	8.16589e-06	-2.65242e-06
-0.699999999999999	8.46392e-06	-3.21867e-06
-0.6	8.16589e-06	-2.65242e-06
-0.5	8.40431e-06	-2.3842e-06
-0.399999999999999	8.34471e-06	-2.71203e-06
-0.3	8.40431e-06	-3.03985e-06
-0.199999999999999	8.1957e-06	-2.47361e-06
-0.0999999999999996	8.2553e-06	-2.62262e-06
0	8.1957e-06	-2.50341e-06
0.0999999999999996	8.43412e-06	-2.3544e-06
0.200000000000001	8.34471e-06	-2.92064e-06
0.300000000000001	8.1957e-06	-3.15906e-06
0.4	8.46392e-06	-3.01005e-06
0.5	8.40431e-06	-2.62262e-06
0.6	8.49372e-06	-2.74183e-06
0.700000000000001	8.2255e-06	-2.74183e-06
0.800000000000001	8.31491e-06	-2.59282e-06
0.9	8.2255e-06	-3.27827e-06
1	8.37451e-06	-2.3544e-06
1.1	8.2851e-06	-2.47361e-06
1.2	8.40431e-06	-3.15906e-06
1.3	6.64595e-06	-4.32137e-06
1.4	8.1957e-06	-2.56301e-06
1.5	8.34471e-06	-2.65242e-06
1.6	8.34471e-06	-2.65242e-06
1.7	8.31491e-06	-3.21867e-06
1.8	8.40431e-06	-2.86104e-06
1.9	8.2255e-06	-2.3246e-06
2	8.13609e-06	-2.95044e-06
2.1	8.2553e-06	-3.12926e-06
2.2	8.2553e-06	-2.77163e-06
2.3	8.31491e-06	-2.80143e-06
2.4	8.40431e-06	-2.4438e-06
2.5	8.31491e-06	-3.01005e-06
2.6	8.34471e-06	-2.65242e-06
2.7	8.37451e-06	-2.62262e-06
2.8	8.2255e-06	-3.01005e-06
2.9	nan	nan
