# ppms_field_set_stable_set	srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Magnetic Field"	"volt"	"X"	"Y"	"X"	"Y"
# 181	201
50	-7.1	2.76716e-05	-2.85359e-06	2.40506e-05	-4.69389e-06
50	-7	2.83198e-05	-2.83869e-06	2.43263e-05	-4.55233e-06
50	-6.9	2.88935e-05	-2.80888e-06	2.44231e-05	-4.45548e-06
50	-6.8	2.96013e-05	-2.86849e-06	2.45349e-05	-4.32137e-06
50	-6.7	3.00334e-05	-2.92809e-06	2.45051e-05	-4.29901e-06
50	-6.6	3.03612e-05	-2.94299e-06	2.43114e-05	-4.37352e-06
50	-6.5	3.07264e-05	-3.0473e-06	2.41698e-05	-4.50763e-06
50	-6.4	3.10543e-05	-3.0473e-06	2.39463e-05	-4.35117e-06
50	-6.3	3.09499e-05	-3.02495e-06	2.3991e-05	-4.32137e-06
50	-6.2	3.10915e-05	-3.15906e-06	2.35514e-05	-4.61939e-06
50	-6.1	3.14864e-05	-3.39748e-06	2.28212e-05	-4.99937e-06
50	-6	3.17099e-05	-3.44963e-06	2.27318e-05	-5.08878e-06
50	-5.9	3.17025e-05	-3.40493e-06	2.24338e-05	-4.92486e-06
50	-5.8	3.17248e-05	-3.48689e-06	2.20985e-05	-5.02917e-06
50	-5.7	3.16727e-05	-3.50924e-06	2.25381e-05	-5.26759e-06
50	-5.6	3.15758e-05	-3.47944e-06	2.31714e-05	-5.42405e-06
50	-5.5	3.17919e-05	-3.55394e-06	2.36408e-05	-5.55071e-06
50	-5.4	3.25518e-05	-3.6061e-06	2.414e-05	-5.45385e-06
50	-5.3	3.30957e-05	-3.55394e-06	2.4818e-05	-5.32719e-06
50	-5.2	3.35875e-05	-3.49434e-06	2.56748e-05	-5.22289e-06
50	-5.1	3.39749e-05	-3.46453e-06	2.63007e-05	-5.22289e-06
50	-5	3.42729e-05	-3.61355e-06	2.67999e-05	-5.58796e-06
50	-4.9	3.48019e-05	-3.75511e-06	2.7612e-05	-5.87854e-06
50	-4.8	3.54948e-05	-3.85943e-06	2.88562e-05	-6.19891e-06
50	-4.7	3.62175e-05	-3.99354e-06	3.05849e-05	-6.78751e-06
50	-4.6	3.68732e-05	-4.0904e-06	3.2753e-05	-7.35375e-06
50	-4.5	3.76629e-05	-4.56724e-06	3.38855e-05	-8.62038e-06
50	-4.4	3.82441e-05	-4.57469e-06	3.5085e-05	-8.8141e-06
50	-4.3	3.9764e-05	-4.48528e-06	3.66347e-05	-8.29255e-06
50	-4.2	4.09859e-05	-4.67154e-06	3.80354e-05	-8.80664e-06
50	-4.1	4.25803e-05	-5.09623e-06	3.93244e-05	-9.81992e-06
50	-4	4.54711e-05	-5.29739e-06	4.00918e-05	-9.46975e-06
50	-3.9	4.80714e-05	-5.57306e-06	3.88625e-05	-8.91095e-06
50	-3.8	5.13422e-05	-5.82638e-06	3.70371e-05	-8.39686e-06
50	-3.7	5.46577e-05	-6.14676e-06	3.57705e-05	-7.84552e-06
50	-3.6	5.71536e-05	-6.45223e-06	3.46156e-05	-7.59962e-06
50	-3.5	5.93516e-05	-6.75026e-06	3.4705e-05	-7.6518e-06
50	-3.4	6.07001e-05	-6.87691e-06	3.6739e-05	-7.93493e-06
50	-3.3	6.23693e-05	-7.20474e-06	4.06953e-05	-8.9333e-06
50	-3.2	6.50962e-05	-7.76356e-06	4.28113e-05	-9.85718e-06
50	-3.1	6.40084e-05	-7.93493e-06	4.26548e-05	-1.06246e-05
50	-3	6.41798e-05	-8.09139e-06	4.2029e-05	-1.06022e-05
50	-2.9	6.56475e-05	-7.84552e-06	3.98236e-05	-9.35799e-06
50	-2.8	6.72494e-05	-8.09884e-06	3.56513e-05	-8.49372e-06
50	-2.7	6.83148e-05	-8.3e-06	3.11139e-05	-7.66671e-06
50	-2.6	6.91717e-05	-8.26275e-06	2.83645e-05	-6.6832e-06
50	-2.5	6.88811e-05	-8.29255e-06	2.63901e-05	-6.34047e-06
50	-2.4	6.74208e-05	-8.17335e-06	2.5578e-05	-6.19146e-06
50	-2.3	6.86799e-05	-8.92585e-06	2.47062e-05	-6.70555e-06
50	-2.2	6.63702e-05	-9.17917e-06	2.38867e-05	-7.16004e-06
50	-2.1	6.41351e-05	-9.75287e-06	2.32459e-05	-8.1957e-06
50	-2	6.34347e-05	-9.38779e-06	2.36259e-05	-8.07649e-06
50	-1.9	6.30771e-05	-8.66508e-06	2.39984e-05	-7.35375e-06
50	-1.8	6.13038e-05	-8.30746e-06	2.38196e-05	-7.15259e-06
50	-1.7	6.00594e-05	-7.93493e-06	2.37898e-05	-6.78006e-06
50	-1.6	5.93963e-05	-7.45806e-06	2.28212e-05	-6.0201e-06
50	-1.5	5.76603e-05	-7.3761e-06	2.14131e-05	-5.87854e-06
50	-1.4	5.56114e-05	-7.09298e-06	2.02284e-05	-5.54326e-06
50	-1.3	5.40318e-05	-7.05573e-06	1.92524e-05	-5.65502e-06
50	-1.2	5.23033e-05	-6.97377e-06	1.84627e-05	-5.65502e-06
50	-1.1	5.01128e-05	-6.51184e-06	1.7956e-05	-5.28994e-06
50	-1	4.87568e-05	-6.17656e-06	1.73674e-05	-4.82801e-06
50	-0.9	5.01277e-05	-6.14676e-06	1.6898e-05	-4.47038e-06
50	-0.799999999999999	4.95913e-05	-5.83383e-06	1.67937e-05	-4.1649e-06
50	-0.699999999999999	4.52998e-05	-5.4166e-06	1.69725e-05	-4.43312e-06
50	-0.6	4.15596e-05	-5.45385e-06	1.76133e-05	-5.42405e-06
