# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 201
-10	3.59716e-05	-1.88352e-05
-9.9	3.16205e-05	-1.24947e-05
-9.8	2.36334e-05	-7.51766e-06
-9.7	2.15546e-05	-6.14676e-06
-9.6	1.97591e-05	-5.31974e-06
-9.5	1.94238e-05	-4.89506e-06
-9.4	2.09362e-05	-5.14093e-06
-9.3	2.09213e-05	-4.90996e-06
-9.2	2.0221e-05	-4.50018e-06
-9.1	2.05488e-05	-4.41822e-06
-9	2.15472e-05	-4.67154e-06
-8.9	1.88724e-05	-3.87433e-06
-8.8	1.71514e-05	-3.33042e-06
-8.7	1.7211e-05	-3.30062e-06
-8.6	1.65181e-05	-3.0473e-06
-8.5	1.54303e-05	-2.72693e-06
-8.4	1.4402e-05	-2.414e-06
-8.3	1.42307e-05	-2.34695e-06
-8.2	1.36197e-05	-2.19049e-06
-8.1	1.24351e-05	-1.98187e-06
-8	1.19135e-05	-1.8552e-06
-7.9	1.14516e-05	-1.69874e-06
-7.8	1.09003e-05	-1.58698e-06
-7.7	1.04309e-05	-1.46777e-06
-7.6	9.95403e-06	-1.34111e-06
-7.5	9.55915e-06	-1.31131e-06
-7.4	9.20898e-06	-1.207e-06
-7.3	8.8737e-06	-1.15485e-06
-7.2	8.67253e-06	-1.1325e-06
-7.1	8.44157e-06	-1.07289e-06
-7	8.08394e-06	-1.02819e-06
-6.9	7.71886e-06	-9.53682e-07
-6.8	7.3314e-06	-8.64271e-07
-6.7	6.99612e-06	-8.12117e-07
-6.6	6.63105e-06	-7.59963e-07
-6.5	6.34792e-06	-7.45062e-07
-6.4	6.08715e-06	-7.00358e-07
-6.3	5.88599e-06	-6.70556e-07
-6.2	5.69227e-06	-6.10951e-07
-6.1	5.53581e-06	-6.03501e-07
-6	5.37935e-06	-6.03501e-07
-5.9	5.26759e-06	-5.58797e-07
-5.8	5.17818e-06	-5.51347e-07
-5.7	5.03662e-06	-5.14094e-07
-5.6	4.94721e-06	-5.21544e-07
-5.5	4.84291e-06	-5.28995e-07
-5.4	4.8131e-06	-4.99193e-07
-5.3	4.7088e-06	-4.47037e-07
-5.2	4.65664e-06	-4.91742e-07
-5.1	4.56724e-06	-4.47037e-07
-5	4.54488e-06	-4.54487e-07
-4.9	4.47038e-06	-4.54487e-07
-4.8	4.42567e-06	-4.69388e-07
-4.7	4.28411e-06	-4.32135e-07
-4.6	4.18726e-06	-4.24685e-07
-4.5	4.11275e-06	-3.94883e-07
-4.4	4.0606e-06	-3.72531e-07
-4.3	3.97119e-06	-3.94883e-07
-4.2	3.90413e-06	-3.5763e-07
-4.1	3.82963e-06	-3.6508e-07
-4	3.79981e-06	-3.6508e-07
-3.9	3.71785e-06	-2.98025e-07
-3.8	3.6806e-06	-3.87432e-07
-3.7	3.621e-06	-3.87432e-07
-3.6	3.59119e-06	-3.12926e-07
-3.5	3.55394e-06	-3.27827e-07
-3.4	3.54649e-06	-3.42729e-07
-3.3	3.54649e-06	-3.12926e-07
-3.2	3.51669e-06	-3.6508e-07
-3.1	3.54649e-06	-3.20377e-07
-3	3.55394e-06	-3.5763e-07
-2.9	3.61355e-06	-3.20377e-07
-2.8	3.61355e-06	-3.20377e-07
-2.7	3.64335e-06	-3.12926e-07
-2.6	3.7104e-06	-4.02333e-07
-2.5	3.81473e-06	-3.5763e-07
-2.4	3.86688e-06	-3.50179e-07
-2.3	3.94139e-06	-3.72531e-07
-2.2	3.94884e-06	-3.94883e-07
-2.1	3.99354e-06	-3.50179e-07
-2	4.02334e-06	-4.47037e-07
-1.9	4.11275e-06	-4.32135e-07
-1.8	4.1649e-06	-4.32135e-07
-1.7	4.23941e-06	-4.39586e-07
-1.6	4.34372e-06	-4.47037e-07
-1.5	4.43312e-06	-4.47037e-07
-1.4	4.57469e-06	-4.61938e-07
-1.3	4.7386e-06	-4.99193e-07
-1.2	4.87271e-06	-5.06643e-07
-1.1	4.99937e-06	-4.99193e-07
-1	5.23779e-06	-5.73698e-07
-0.9	5.49856e-06	-6.10951e-07
-0.799999999999999	5.72953e-06	-6.40754e-07
-0.699999999999999	6.02755e-06	-7.00358e-07
-0.6	6.49694e-06	-7.67413e-07
-0.5	7.06318e-06	-8.94073e-07
-0.399999999999999	7.83062e-06	-1.02819e-06
-0.299999999999999	8.97056e-06	-1.28151e-06
-0.199999999999999	1.09301e-05	-1.71364e-06
-0.0999999999999996	1.4715e-05	-2.77163e-06
0	2.35365e-05	-6.0797e-06
0.100000000000001	2.83272e-05	-8.42666e-06
0.200000000000001	2.80218e-05	-8.48627e-06
0.300000000000001	2.30522e-05	-6.6236e-06
0.4	1.7889e-05	-4.99937e-06
0.5	1.43499e-05	-3.78491e-06
0.600000000000001	1.17273e-05	-2.54811e-06
0.700000000000001	1.00434e-05	-1.91481e-06
0.800000000000001	8.76194e-06	-1.53483e-06
0.9	7.80082e-06	-1.207e-06
1	7.07063e-06	-9.76033e-07
1.1	6.51929e-06	-8.71722e-07
1.2	6.01265e-06	-7.89765e-07
1.3	5.66247e-06	-6.63105e-07
1.4	5.33464e-06	-6.18402e-07
1.5	5.02172e-06	-5.81149e-07
1.6	4.83546e-06	-4.69388e-07
1.7	4.61194e-06	-4.69388e-07
1.8	4.45548e-06	-5.14094e-07
1.9	4.26921e-06	-4.32135e-07
2	4.11275e-06	-3.87432e-07
2.1	3.99354e-06	-4.09784e-07
2.2	3.91903e-06	-3.87432e-07
2.3	3.75511e-06	-3.87432e-07
2.4	3.6359e-06	-3.5763e-07
2.5	3.50924e-06	-3.50179e-07
2.6	3.30807e-06	-3.12926e-07
2.7	3.18141e-06	-2.98025e-07
2.8	3.03985e-06	-2.60772e-07
2.9	2.92809e-06	-3.05476e-07
3	2.78653e-06	-2.60772e-07
3.1	2.72693e-06	-2.30969e-07
3.2	2.66732e-06	-2.08617e-07
3.3	2.55556e-06	-1.78815e-07
3.4	2.53321e-06	-2.16068e-07
3.5	2.47361e-06	-2.53322e-07
3.6	2.414e-06	-2.16068e-07
3.7	2.3842e-06	-2.16068e-07
3.8	2.40655e-06	-2.45871e-07
3.9	2.414e-06	-2.16068e-07
4	2.46616e-06	-1.93716e-07
4.1	2.3842e-06	-2.23518e-07
4.2	2.37675e-06	-2.23518e-07
4.3	2.4438e-06	-2.23518e-07
4.4	2.46616e-06	-2.23518e-07
4.5	2.46616e-06	-2.53322e-07
4.6	2.51086e-06	-2.45871e-07
4.7	2.52576e-06	-2.16068e-07
4.8	2.49596e-06	-2.08617e-07
4.9	2.45871e-06	-1.93716e-07
5	2.3395e-06	-2.08617e-07
5.1	2.31715e-06	-2.08617e-07
5.2	2.19049e-06	-1.93716e-07
5.3	2.18303e-06	-1.93716e-07
5.4	2.16068e-06	-1.93716e-07
5.5	2.15323e-06	-1.63914e-07
5.6	2.13833e-06	-1.63914e-07
5.7	2.10108e-06	-1.78815e-07
