# count_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y	ppms_temperature	time0
# "count"	"X"	"Y"	"X"	"Y"	"Temperature"	"time0"
# 3600
36	0.000202895	-1.57357e-05	4.09784e-05	-1.31131e-06	102.192108154297	40.654688835144
37	0.000203014	-1.59742e-05	4.09486e-05	-1.31131e-06	102.297912597656	41.7473714351654
38	0.000202895	-1.59742e-05	4.09486e-05	-1.31131e-06	102.351211547852	42.8457186222076
39	0.000202895	-1.5855e-05	4.09188e-05	-1.31131e-06	102.441886901855	43.9540774822235
40	0.000202776	-1.5855e-05	4.09188e-05	-1.31131e-06	102.56608581543	46.0479621887207
41	0.000202776	-1.57357e-05	4.09188e-05	-1.31131e-06	102.620407104492	47.1673150062561
42	0.000202657	-1.57357e-05	4.09188e-05	-1.31131e-06	102.728897094727	48.2656810283661
43	0.000202776	-1.57357e-05	4.09188e-05	-1.31131e-06	102.783782958984	49.3780379295349
44	0.000202657	-1.57357e-05	4.09188e-05	-1.31131e-06	102.83829498291	50.4674265384674
45	0.000202657	-1.57357e-05	4.09188e-05	-1.28151e-06	102.949020385742	51.5578203201294
46	0.000202538	-1.56165e-05	4.09188e-05	-1.31131e-06	103.004020690918	52.6521918773651
47	0.000202299	-1.60934e-05	4.0889e-05	-1.31131e-06	103.059226989746	53.7512230873108
48	0.000202538	-1.59742e-05	4.08592e-05	-1.31131e-06	103.17015838623	54.8578898906708
49	0.000202776	-1.56165e-05	4.08592e-05	-1.34111e-06	103.22582244873	55.9482538700104
50	0.000202776	-1.57357e-05	4.0889e-05	-1.31131e-06	103.320816040039	57.0478298664093
51	0.000202299	-1.56165e-05	4.0889e-05	-1.31131e-06	103.39395904541	58.1512675285339
52	0.000202418	-1.57357e-05	4.08592e-05	-1.31131e-06	103.45043182373	59.2476334571838
53	0.000202418	-1.59742e-05	4.0889e-05	-1.31131e-06	103.546005249023	60.3570108413696
54	0.000202776	-1.56165e-05	4.08592e-05	-1.34111e-06	103.619987487793	61.4593560695648
55	0.000202418	-1.57357e-05	4.08592e-05	-1.34111e-06	103.676681518555	62.5577220916748
56	0.000202299	-1.56165e-05	4.08592e-05	-1.34111e-06	103.773223876953	63.6560873985291
57	0.000202418	-1.57357e-05	4.08592e-05	-1.31131e-06	103.848091125488	64.7504560947418
58	0.000202299	-1.57357e-05	4.08592e-05	-1.31131e-06	103.905532836914	65.8548178672791
59	0.000202299	-1.56165e-05	4.08592e-05	-1.31131e-06	104.002838134766	66.9482526779175
60	0.000202299	-1.56165e-05	4.08294e-05	-1.31131e-06	104.078010559082	68.0386250019073
61	0.000202299	-1.5855e-05	4.08294e-05	-1.31131e-06	104.135887145996	69.129992723465
62	0.00020218	-1.57357e-05	4.07698e-05	-1.28151e-06	104.233612060547	70.2273592948914
63	0.00020218	-1.56165e-05	4.07996e-05	-1.31131e-06	104.309364318848	71.3387172222137
64	0.000201941	-1.57357e-05	4.07698e-05	-1.28151e-06	104.367851257324	72.4400992393494
65	0.00020218	-1.56165e-05	4.07698e-05	-1.31131e-06	104.469009399414	73.5384473800659
66	0.00020218	-1.56165e-05	4.07698e-05	-1.31131e-06	104.54475402832	74.635812997818
67	0.000201822	-1.57357e-05	4.07996e-05	-1.28151e-06	104.602615356445	75.7271831035614
68	0.000201822	-1.56165e-05	4.07996e-05	-1.31131e-06	104.719329833984	76.8275465965271
69	0.000201941	-1.56165e-05	4.07698e-05	-1.31131e-06	104.778114318848	77.9159359931946
70	0.000202061	-1.57357e-05	4.074e-05	-1.28151e-06	104.836898803711	79.0072882175446
71	0.000201822	-1.57357e-05	4.07698e-05	-1.31131e-06	104.955093383789	80.1106507778168
72	0.000201822	-1.54973e-05	4.074e-05	-1.31131e-06	105.014045715332	81.2110328674316
73	0.000201822	-1.56165e-05	4.074e-05	-1.31131e-06	105.11408996582	82.3144001960754
74	0.000201703	-1.56165e-05	4.074e-05	-1.31131e-06	105.191108703613	83.4107625484467
75	0.000201822	-1.56165e-05	4.074e-05	-1.31131e-06	105.250823974609	84.5061304569244
76	0.000201703	-1.56165e-05	4.074e-05	-1.31131e-06	105.310218811035	85.597499370575
77	0.000201584	-1.57357e-05	4.074e-05	-1.28151e-06	105.429534912109	86.6968841552734
