# ppms_field_set_stable_set	k2200_voltage_set	lockin1_X	lockin1_Y	lockin2_X
# "Magnetic Field"	"voltage"	"X"	"Y"	"X"
# 46	101
200	9.2	2.17558e-06	2.3842e-07	4.17234e-07
200	9.1	2.17558e-06	3.27827e-07	4.76841e-07
200	9	2.29479e-06	2.3842e-07	4.47037e-07
200	8.9	2.26499e-06	4.47037e-07	4.76841e-07
200	8.8	2.17558e-06	2.98025e-07	4.76841e-07
200	8.7	2.20539e-06	3.27827e-07	4.76841e-07
200	8.6	2.26499e-06	3.87432e-07	4.76841e-07
200	8.5	2.26499e-06	4.47037e-07	4.76841e-07
200	8.4	2.3544e-06	3.87432e-07	5.06643e-07
200	8.3	2.3246e-06	3.5763e-07	5.06643e-07
200	8.2	2.11598e-06	4.17234e-07	4.76841e-07
200	8.1	2.3544e-06	4.76841e-07	5.06643e-07
200	8	2.53321e-06	3.87432e-07	5.06643e-07
200	7.9	2.414e-06	3.87432e-07	5.06643e-07
200	7.8	2.3842e-06	4.76841e-07	5.06643e-07
200	7.7	2.20539e-06	4.76841e-07	5.06643e-07
200	7.6	2.4438e-06	3.87432e-07	5.66248e-07
200	7.5	2.50341e-06	2.98025e-07	5.36445e-07
200	7.4	2.3544e-06	2.3842e-07	5.36445e-07
200	7.3	2.50341e-06	2.98025e-07	5.66248e-07
200	7.2	2.47361e-06	3.27827e-07	5.66248e-07
200	7.1	2.56301e-06	2.98025e-07	5.36445e-07
200	7	2.62262e-06	2.98025e-07	5.66248e-07
200	6.9	2.4438e-06	2.3842e-07	5.66248e-07
200	6.8	2.4438e-06	3.5763e-07	5.9605e-07
200	6.7	2.47361e-06	3.87432e-07	5.9605e-07
200	6.6	2.65242e-06	3.27827e-07	5.9605e-07
200	6.5	2.53321e-06	2.98025e-07	6.25852e-07
200	6.4	2.53321e-06	3.27827e-07	6.25852e-07
200	6.3	2.59282e-06	3.5763e-07	6.55655e-07
200	6.2	2.59282e-06	4.76841e-07	6.25852e-07
200	6.1	2.59282e-06	2.68223e-07	6.55655e-07
200	6	2.59282e-06	2.98025e-07	6.55655e-07
200	5.9	2.50341e-06	3.87432e-07	5.9605e-07
200	5.8	2.62262e-06	3.87432e-07	7.15259e-07
200	5.7	2.59282e-06	2.3842e-07	7.15259e-07
200	5.6	2.77163e-06	2.3842e-07	7.15259e-07
200	5.5	2.74183e-06	2.08617e-07	7.45062e-07
200	5.4	2.86104e-06	2.08617e-07	7.15259e-07
200	5.3	2.98025e-06	3.5763e-07	7.45062e-07
200	5.2	2.98025e-06	4.17234e-07	7.15259e-07
200	5.1	3.01005e-06	2.68223e-07	7.45062e-07
200	5	3.01005e-06	3.5763e-07	7.45062e-07
200	4.9	3.15906e-06	3.27827e-07	7.45062e-07
200	4.8	3.12926e-06	3.27827e-07	8.04666e-07
200	4.7	3.15906e-06	2.68223e-07	8.04666e-07
200	4.6	3.24847e-06	3.27827e-07	8.34469e-07
200	4.5	3.30807e-06	2.3842e-07	8.04666e-07
200	4.4	3.36768e-06	3.27827e-07	8.04666e-07
200	4.3	3.39748e-06	2.3842e-07	8.94073e-07
200	4.2	3.42728e-06	3.27827e-07	8.94073e-07
200	4.1	3.42728e-06	3.87432e-07	9.23876e-07
200	4	3.48689e-06	3.87432e-07	9.23876e-07
200	3.9	3.57629e-06	3.5763e-07	8.94073e-07
200	3.8	3.6657e-06	3.5763e-07	9.23876e-07
200	3.7	3.75511e-06	3.87432e-07	8.94073e-07
200	3.6	3.84453e-06	2.3842e-07	9.23876e-07
200	3.5	3.99354e-06	3.5763e-07	9.23876e-07
200	3.4	4.08295e-06	3.87432e-07	9.23876e-07
200	3.3	4.02334e-06	2.3842e-07	9.83484e-07
200	3.2	4.26176e-06	5.06643e-07	1.04309e-06
200	3.1	4.38097e-06	4.17234e-07	1.07289e-06
200	3	4.55978e-06	2.68223e-07	1.07289e-06
200	2.9	4.58959e-06	3.87432e-07	1.1325e-06
200	2.8	4.67899e-06	3.27827e-07	1.1325e-06
200	2.7	4.7982e-06	2.98025e-07	1.1325e-06
200	2.6	5.09623e-06	2.68223e-07	1.1921e-06
200	2.5	5.12603e-06	3.27827e-07	1.2219e-06
200	2.4	5.12603e-06	2.98025e-07	1.28151e-06
200	2.3	5.48366e-06	3.27827e-07	1.31131e-06
200	2.2	5.72208e-06	3.27827e-07	1.43052e-06
200	2.1	6.0797e-06	1.49013e-07	1.46032e-06
200	2	6.13931e-06	2.3842e-07	1.49012e-06
200	1.9	6.40753e-06	2.3842e-07	1.51993e-06
200	1.8	6.91417e-06	2.08617e-07	1.57953e-06
200	1.7	7.2718e-06	2.98025e-07	1.63914e-06
200	1.6	7.54002e-06	2.08617e-07	1.72854e-06
200	1.5	7.92748e-06	8.94074e-08	1.78815e-06
200	1.4	8.10629e-06	3.27827e-07	1.78815e-06
200	1.3	8.34471e-06	2.3842e-07	1.84775e-06
200	1.2	8.97056e-06	5.96051e-08	1.96697e-06
200	1.1	9.26858e-06	2.08617e-07	2.05637e-06
200	1	9.68581e-06	5.96051e-08	2.14578e-06
200	0.9	1.05799e-05	5.96051e-08	2.29479e-06
200	0.799999999999999	1.15038e-05	2.98025e-08	2.414e-06
200	0.699999999999999	1.24276e-05	-8.94074e-08	2.71203e-06
200	0.6	1.4037e-05	-8.94074e-08	3.01005e-06
200	0.5	1.63616e-05	-2.68223e-07	3.33787e-06
200	0.399999999999999	1.95802e-05	-8.04666e-07	3.87433e-06
200	0.299999999999999	2.36334e-05	-1.49012e-06	4.55978e-06
200	0.199999999999999	3.15907e-05	-2.95044e-06	5.84128e-06
200	0.0999999999999996	4.61044e-05	-7.12278e-06	7.95728e-06
200	0	5.63564e-05	-1.07885e-05	9.4772e-06

400	10	2.11598e-06	2.98025e-07	4.47037e-07
400	9.9	1.96697e-06	1.78815e-07	4.17234e-07
400	9.8	2.14578e-06	3.27827e-07	4.47037e-07
400	9.7	2.05637e-06	4.47037e-07	4.17234e-07
400	9.6	2.20539e-06	3.5763e-07	4.17234e-07
400	9.5	2.14578e-06	3.5763e-07	4.47037e-07
400	9.4	2.08618e-06	3.5763e-07	4.47037e-07
400	9.3	2.02657e-06	4.76841e-07	4.76841e-07
400	9.2	2.17558e-06	3.27827e-07	4.76841e-07
400	9.1	2.08618e-06	2.08617e-07	4.47037e-07
400	9	2.08618e-06	2.08617e-07	4.17234e-07
400	8.9	2.29479e-06	2.3842e-07	4.76841e-07
400	8.8	2.20539e-06	4.47037e-07	4.47037e-07
400	8.7	2.17558e-06	3.27827e-07	4.47037e-07
400	8.6	2.17558e-06	2.98025e-07	4.76841e-07
400	8.5	2.17558e-06	2.3842e-07	4.76841e-07
400	8.4	2.05637e-06	3.27827e-07	4.76841e-07
400	8.3	2.3246e-06	2.98025e-07	4.76841e-07
400	8.2	2.17558e-06	2.68223e-07	4.76841e-07
400	8.1	2.11598e-06	3.5763e-07	4.76841e-07
400	8	2.08618e-06	4.47037e-07	5.06643e-07
400	7.9	2.3246e-06	3.87432e-07	5.06643e-07
400	7.8	2.26499e-06	2.98025e-07	5.06643e-07
400	7.7	2.17558e-06	2.08617e-07	5.06643e-07
400	7.6	2.3246e-06	5.06643e-07	5.06643e-07
400	7.5	2.4438e-06	3.27827e-07	5.06643e-07
400	7.4	2.414e-06	2.98025e-07	5.36445e-07
400	7.3	2.4438e-06	3.27827e-07	5.06643e-07
400	7.2	2.3544e-06	2.08617e-07	5.36445e-07
400	7.1	2.26499e-06	3.87432e-07	5.06643e-07
400	7	2.4438e-06	3.87432e-07	5.36445e-07
400	6.9	2.59282e-06	2.3842e-07	5.66248e-07
400	6.8	2.3842e-06	2.98025e-07	5.66248e-07
400	6.7	2.414e-06	3.27827e-07	5.66248e-07
400	6.6	2.47361e-06	4.17234e-07	5.66248e-07
400	6.5	2.53321e-06	2.3842e-07	5.66248e-07
400	6.4	2.50341e-06	2.98025e-07	5.9605e-07
400	6.3	2.414e-06	2.3842e-07	5.9605e-07
400	6.2	2.50341e-06	3.27827e-07	5.9605e-07
400	6.1	2.50341e-06	4.17234e-07	5.9605e-07
400	6	2.56301e-06	3.5763e-07	5.9605e-07
400	5.9	2.56301e-06	3.27827e-07	6.25852e-07
400	5.8	2.4438e-06	2.98025e-07	5.9605e-07
400	5.7	2.71203e-06	2.98025e-07	6.55655e-07
400	5.6	2.68222e-06	3.27827e-07	6.55655e-07
400	5.5	2.71203e-06	3.27827e-07	6.85457e-07
400	5.4	2.62262e-06	3.5763e-07	6.85457e-07
400	5.3	2.77163e-06	3.27827e-07	7.15259e-07
400	5.2	2.77163e-06	2.98025e-07	7.15259e-07
400	5.1	2.95044e-06	2.98025e-07	7.15259e-07
400	5	2.98025e-06	2.3842e-07	7.45062e-07
400	4.9	3.09946e-06	2.3842e-07	7.45062e-07
400	4.8	3.18886e-06	3.5763e-07	7.45062e-07
400	4.7	3.15906e-06	2.3842e-07	7.74864e-07
400	4.6	3.15906e-06	3.27827e-07	7.74864e-07
400	4.5	3.12926e-06	2.98025e-07	7.74864e-07
400	4.4	3.27827e-06	2.68223e-07	8.04666e-07
400	4.3	3.36768e-06	3.27827e-07	8.04666e-07
400	4.2	3.54649e-06	2.98025e-07	8.04666e-07
400	4.1	3.39748e-06	3.5763e-07	8.04666e-07
400	4	3.36768e-06	2.98025e-07	8.64271e-07
400	3.9	3.42728e-06	3.5763e-07	8.64271e-07
400	3.8	3.45708e-06	1.78815e-07	8.64271e-07
400	3.7	3.57629e-06	2.98025e-07	8.64271e-07
400	3.6	3.6657e-06	3.87432e-07	8.04666e-07
400	3.5	3.84453e-06	4.76841e-07	8.64271e-07
400	3.4	3.96374e-06	2.98025e-07	9.23876e-07
400	3.3	4.05314e-06	3.87432e-07	9.23876e-07
400	3.2	4.11275e-06	3.5763e-07	9.53682e-07
400	3.1	4.26176e-06	4.17234e-07	1.04309e-06
400	3	4.41077e-06	2.3842e-07	1.04309e-06
400	2.9	4.7684e-06	3.27827e-07	1.07289e-06
400	2.8	4.67899e-06	2.98025e-07	1.07289e-06
400	2.7	4.58959e-06	3.5763e-07	1.07289e-06
400	2.6	4.7982e-06	4.47037e-07	1.1623e-06
400	2.5	4.97702e-06	2.3842e-07	1.2219e-06
400	2.4	5.12603e-06	3.27827e-07	1.28151e-06
400	2.3	5.39425e-06	1.78815e-07	1.34111e-06
400	2.2	5.81148e-06	2.68223e-07	1.37091e-06
400	2.1	5.93069e-06	2.98025e-07	1.43052e-06
400	2	6.22871e-06	2.08617e-07	1.43052e-06
400	1.9	6.46713e-06	2.68223e-07	1.43052e-06
400	1.8	6.73535e-06	2.98025e-07	1.49012e-06
400	1.7	7.12278e-06	3.27827e-07	1.54973e-06
400	1.6	7.51021e-06	2.3842e-07	1.66894e-06
400	1.5	7.95728e-06	1.49013e-07	1.72854e-06
400	1.4	8.34471e-06	1.78815e-07	1.78815e-06
400	1.3	8.67253e-06	2.98025e-07	1.90736e-06
400	1.2	9.17917e-06	1.78815e-07	1.96697e-06
400	1.1	9.507e-06	1.49013e-07	1.99677e-06
400	1	1.04607e-05	1.49013e-07	2.20539e-06
400	0.9	1.12057e-05	8.94074e-08	2.414e-06
400	0.799999999999999	1.20998e-05	2.98025e-08	2.53321e-06
400	0.699999999999999	1.34409e-05	-1.1921e-07	2.77163e-06
400	0.6	1.57655e-05	-2.98025e-07	3.15906e-06
400	0.5	1.83881e-05	-5.66248e-07	3.6359e-06
400	0.399999999999999	2.21134e-05	-1.07289e-06	4.35117e-06
400	0.299999999999999	2.867e-05	-2.20539e-06	5.30484e-06
400	0.199999999999999	3.85346e-05	-4.61939e-06	6.91417e-06
400	0.0999999999999996	5.22735e-05	-9.26858e-06	9.23878e-06
400	0	6.29728e-05	-1.41264e-05	1.10865e-05

600	10	1.90736e-06	3.87432e-07	3.87432e-07
600	9.9	2.02657e-06	3.87432e-07	3.87432e-07
600	9.8	2.14578e-06	2.98025e-07	3.87432e-07
600	9.7	2.11598e-06	2.98025e-07	4.17234e-07
600	9.6	2.08618e-06	3.27827e-07	3.87432e-07
600	9.5	1.99677e-06	3.27827e-07	3.87432e-07
600	9.4	1.99677e-06	2.98025e-07	3.87432e-07
600	9.3	2.02657e-06	3.5763e-07	3.87432e-07
600	9.2	1.90736e-06	3.27827e-07	3.87432e-07
600	9.1	2.14578e-06	3.5763e-07	3.87432e-07
600	9	2.17558e-06	4.47037e-07	4.47037e-07
600	8.9	1.99677e-06	3.27827e-07	4.47037e-07
600	8.8	2.02657e-06	1.78815e-07	4.76841e-07
600	8.7	2.02657e-06	3.87432e-07	4.47037e-07
600	8.6	2.11598e-06	3.27827e-07	4.17234e-07
600	8.5	2.17558e-06	3.27827e-07	4.47037e-07
600	8.4	2.14578e-06	3.5763e-07	4.47037e-07
600	8.3	2.20539e-06	3.27827e-07	4.47037e-07
600	8.2	2.05637e-06	3.27827e-07	4.47037e-07
600	8.1	2.20539e-06	3.87432e-07	4.76841e-07
600	8	2.20539e-06	2.98025e-07	4.76841e-07
600	7.9	2.14578e-06	1.78815e-07	4.76841e-07
600	7.8	2.17558e-06	3.5763e-07	4.76841e-07
600	7.7	2.23519e-06	3.87432e-07	4.76841e-07
600	7.6	2.3544e-06	3.87432e-07	4.76841e-07
600	7.5	2.20539e-06	3.5763e-07	4.76841e-07
600	7.4	2.4438e-06	3.5763e-07	4.76841e-07
600	7.3	2.3246e-06	3.27827e-07	4.76841e-07
600	7.2	2.3246e-06	2.68223e-07	4.76841e-07
600	7.1	2.3544e-06	2.98025e-07	5.06643e-07
600	7	2.414e-06	4.47037e-07	5.06643e-07
600	6.9	2.47361e-06	3.5763e-07	5.06643e-07
600	6.8	2.56301e-06	4.47037e-07	5.06643e-07
600	6.7	2.47361e-06	3.87432e-07	5.06643e-07
600	6.6	2.47361e-06	2.98025e-07	5.36445e-07
600	6.5	2.50341e-06	2.98025e-07	5.66248e-07
600	6.4	2.4438e-06	2.98025e-07	5.66248e-07
600	6.3	2.65242e-06	3.5763e-07	5.9605e-07
600	6.2	2.50341e-06	3.87432e-07	5.9605e-07
600	6.1	2.4438e-06	2.98025e-07	5.66248e-07
600	6	2.56301e-06	3.87432e-07	5.9605e-07
600	5.9	2.4438e-06	4.76841e-07	5.9605e-07
600	5.8	2.59282e-06	2.3842e-07	6.25852e-07
600	5.7	2.4438e-06	3.27827e-07	6.25852e-07
600	5.6	2.68222e-06	2.98025e-07	6.25852e-07
600	5.5	2.71203e-06	4.76841e-07	6.25852e-07
600	5.4	2.86104e-06	2.3842e-07	6.55655e-07
600	5.3	2.89084e-06	2.08617e-07	6.55655e-07
600	5.2	2.83124e-06	2.98025e-07	6.85457e-07
600	5.1	2.89084e-06	3.27827e-07	7.15259e-07
600	5	3.01005e-06	3.5763e-07	7.15259e-07
600	4.9	3.09946e-06	2.68223e-07	7.15259e-07
600	4.8	3.01005e-06	4.47037e-07	7.45062e-07
600	4.7	3.03985e-06	3.87432e-07	7.45062e-07
600	4.6	3.18886e-06	4.47037e-07	7.15259e-07
600	4.5	3.15906e-06	2.98025e-07	7.74864e-07
600	4.4	3.30807e-06	2.08617e-07	7.74864e-07
600	4.3	3.33787e-06	2.08617e-07	8.04666e-07
600	4.2	3.39748e-06	3.87432e-07	8.04666e-07
600	4.1	3.42728e-06	2.68223e-07	7.74864e-07
600	4	3.45708e-06	1.49013e-07	8.04666e-07
600	3.9	3.45708e-06	2.08617e-07	8.64271e-07
600	3.8	3.6061e-06	3.27827e-07	8.34469e-07
600	3.7	3.75511e-06	4.17234e-07	8.04666e-07
600	3.6	3.84453e-06	3.87432e-07	8.64271e-07
600	3.5	3.84453e-06	2.98025e-07	8.94073e-07
600	3.4	3.93394e-06	3.27827e-07	9.23876e-07
600	3.3	4.23196e-06	2.3842e-07	9.23876e-07
600	3.2	4.26176e-06	2.98025e-07	9.53682e-07
600	3.1	4.38097e-06	2.3842e-07	1.01329e-06
600	3	4.44058e-06	3.87432e-07	1.04309e-06
600	2.9	4.55978e-06	5.06643e-07	1.07289e-06
600	2.8	4.7386e-06	2.3842e-07	1.10269e-06
600	2.7	4.88761e-06	3.87432e-07	1.1623e-06
600	2.6	4.97702e-06	2.68223e-07	1.1921e-06
600	2.5	5.21544e-06	4.17234e-07	1.1921e-06
600	2.4	5.36445e-06	2.3842e-07	1.2517e-06
600	2.3	5.66247e-06	2.3842e-07	1.31131e-06
600	2.2	5.78168e-06	2.08617e-07	1.37091e-06
600	2.1	6.10951e-06	2.3842e-07	1.34111e-06
600	2	6.34792e-06	3.27827e-07	1.40072e-06
600	1.9	6.70555e-06	2.08617e-07	1.43052e-06
600	1.8	7.21219e-06	1.78815e-07	1.51993e-06
600	1.7	7.51021e-06	2.3842e-07	1.60933e-06
600	1.6	7.83807e-06	2.3842e-07	1.69874e-06
600	1.5	8.2851e-06	3.87432e-07	1.72854e-06
600	1.4	8.76194e-06	2.08617e-07	1.75834e-06
600	1.3	9.20898e-06	8.94074e-08	1.84775e-06
600	1.2	9.83482e-06	8.94074e-08	2.02657e-06
600	1.1	1.06395e-05	1.49013e-07	2.26499e-06
600	1	1.17124e-05	5.96051e-08	2.414e-06
600	0.9	1.26362e-05	-1.49013e-07	2.56301e-06
600	0.799999999999999	1.39475e-05	-2.68223e-07	2.83124e-06
600	0.699999999999999	1.54973e-05	-3.5763e-07	3.09946e-06
600	0.6	1.80007e-05	-6.55655e-07	3.33787e-06
600	0.5	2.15472e-05	-8.34469e-07	3.96374e-06
600	0.399999999999999	2.67924e-05	-1.78815e-06	4.7386e-06
600	0.299999999999999	3.46901e-05	-3.6061e-06	6.0499e-06
600	0.199999999999999	4.42567e-05	-6.16911e-06	8.07649e-06
600	0.0999999999999996	5.86512e-05	-1.18316e-05	1.06097e-05
600	0	6.87544e-05	-1.70768e-05	1.22488e-05

800	10	1.87755e-06	2.3842e-07	3.87432e-07
800	9.9	1.93717e-06	3.5763e-07	3.87432e-07
800	9.8	2.05637e-06	3.5763e-07	3.87432e-07
800	9.7	2.02657e-06	3.5763e-07	3.87432e-07
800	9.6	2.17558e-06	3.27827e-07	3.87432e-07
800	9.5	2.11598e-06	3.5763e-07	3.87432e-07
800	9.4	2.05637e-06	3.27827e-07	3.87432e-07
800	9.3	2.14578e-06	4.17234e-07	3.87432e-07
800	9.2	2.11598e-06	3.5763e-07	4.17234e-07
800	9.1	2.08618e-06	2.3842e-07	3.87432e-07
800	9	2.14578e-06	3.27827e-07	4.47037e-07
800	8.9	2.14578e-06	2.98025e-07	3.87432e-07
800	8.8	2.20539e-06	3.5763e-07	4.47037e-07
800	8.7	2.08618e-06	3.5763e-07	3.87432e-07
800	8.6	2.29479e-06	3.5763e-07	4.17234e-07
800	8.5	2.14578e-06	4.17234e-07	4.47037e-07
800	8.4	2.20539e-06	3.27827e-07	4.17234e-07
800	8.3	2.11598e-06	2.98025e-07	4.17234e-07
800	8.2	2.08618e-06	2.98025e-07	4.47037e-07
800	8.1	2.08618e-06	3.5763e-07	4.47037e-07
800	8	2.20539e-06	4.47037e-07	4.47037e-07
800	7.9	2.3842e-06	2.3842e-07	4.47037e-07
800	7.8	2.26499e-06	2.98025e-07	4.47037e-07
800	7.7	2.23519e-06	3.5763e-07	4.47037e-07
800	7.6	2.3246e-06	3.87432e-07	4.76841e-07
800	7.5	2.20539e-06	4.17234e-07	4.47037e-07
800	7.4	2.47361e-06	2.98025e-08	4.47037e-07
800	7.3	2.3544e-06	4.76841e-07	4.76841e-07
800	7.2	2.47361e-06	4.17234e-07	5.06643e-07
800	7.1	2.50341e-06	2.98025e-07	4.76841e-07
800	7	2.62262e-06	2.08617e-07	4.76841e-07
800	6.9	2.47361e-06	2.68223e-07	4.76841e-07
800	6.8	2.414e-06	3.87432e-07	5.06643e-07
800	6.7	2.47361e-06	4.47037e-07	5.06643e-07
800	6.6	2.50341e-06	2.98025e-07	5.06643e-07
800	6.5	2.50341e-06	2.98025e-07	5.66248e-07
800	6.4	2.414e-06	2.98025e-07	5.66248e-07
800	6.3	2.56301e-06	3.87432e-07	5.66248e-07
800	6.2	2.50341e-06	3.27827e-07	5.9605e-07
800	6.1	2.50341e-06	2.98025e-07	5.9605e-07
800	6	2.62262e-06	3.27827e-07	5.66248e-07
800	5.9	2.56301e-06	3.87432e-07	5.9605e-07
800	5.8	2.71203e-06	4.17234e-07	6.25852e-07
800	5.7	2.56301e-06	2.68223e-07	5.9605e-07
800	5.6	2.71203e-06	2.3842e-07	6.25852e-07
800	5.5	2.77163e-06	3.27827e-07	6.85457e-07
800	5.4	2.89084e-06	3.5763e-07	6.85457e-07
800	5.3	3.12926e-06	2.68223e-07	7.15259e-07
800	5.2	3.09946e-06	2.98025e-07	7.15259e-07
800	5.1	3.09946e-06	2.98025e-07	7.45062e-07
800	5	3.03985e-06	4.47037e-07	7.45062e-07
800	4.9	3.15906e-06	2.98025e-07	7.45062e-07
800	4.8	3.18886e-06	3.5763e-07	7.45062e-07
