# ppms_field_set_stable_set	k2200_voltage_set	lockin1_X	lockin1_Y	lockin2_X
# "Magnetic Field"	"voltage"	"X"	"Y"	"X"
# 46	51
200	5.8	2.59282e-06	3.87432e-07	7.15259e-07
200	5.6	2.68222e-06	3.87432e-07	7.15259e-07
200	5.4	2.89084e-06	2.3842e-07	7.74864e-07
200	5.2	2.89084e-06	3.5763e-07	8.04666e-07
200	5	3.01005e-06	2.68223e-07	7.45062e-07
200	4.8	3.15906e-06	3.27827e-07	7.15259e-07
200	4.6	3.21867e-06	3.5763e-07	8.04666e-07
200	4.4	3.24847e-06	2.98025e-07	8.04666e-07
200	4.2	3.39748e-06	2.68223e-07	8.64271e-07
200	4	3.51669e-06	3.5763e-07	8.64271e-07
200	3.8	3.6955e-06	2.98025e-07	9.23876e-07
200	3.6	3.75511e-06	2.98025e-07	9.23876e-07
200	3.4	3.87433e-06	2.3842e-07	9.53682e-07
200	3.2	4.32137e-06	3.5763e-07	1.01329e-06
200	3	4.47038e-06	3.27827e-07	1.10269e-06
200	2.8	4.7088e-06	3.27827e-07	1.10269e-06
200	2.6	4.82801e-06	2.98025e-07	1.1623e-06
200	2.4	5.15583e-06	2.98025e-07	1.2219e-06
200	2.2	5.72208e-06	3.5763e-07	1.37091e-06
200	2	6.13931e-06	3.27827e-07	1.46032e-06
200	1.8	6.76516e-06	2.08617e-07	1.54973e-06
200	1.6	7.39101e-06	2.3842e-07	1.69874e-06
200	1.4	7.98708e-06	2.68223e-07	1.78815e-06
200	1.2	8.79174e-06	2.3842e-07	1.93717e-06
200	1	9.5368e-06	8.94074e-08	2.14578e-06
200	0.799999999999999	1.12653e-05	5.96051e-08	2.3842e-06
200	0.6	1.35005e-05	-8.94074e-08	2.95044e-06
200	0.399999999999999	1.84776e-05	-6.55655e-07	3.6657e-06
200	0.199999999999999	2.89978e-05	-2.23519e-06	5.42405e-06
200	0	5.31676e-05	-9.74542e-06	8.94075e-06

400	10	2.05637e-06	2.68223e-07	4.47037e-07
400	9.8	2.05637e-06	3.27827e-07	3.87432e-07
400	9.6	2.11598e-06	2.98025e-07	4.47037e-07
400	9.4	2.05637e-06	3.5763e-07	4.76841e-07
400	9.2	2.17558e-06	3.87432e-07	4.76841e-07
400	9	2.08618e-06	2.68223e-07	4.17234e-07
400	8.8	2.14578e-06	3.5763e-07	4.47037e-07
400	8.6	2.11598e-06	2.98025e-07	4.47037e-07
400	8.4	2.29479e-06	3.87432e-07	4.76841e-07
400	8.2	2.17558e-06	3.5763e-07	4.76841e-07
400	8	2.23519e-06	3.27827e-07	5.06643e-07
400	7.8	2.17558e-06	5.06643e-07	5.06643e-07
400	7.6	2.3246e-06	2.3842e-07	5.06643e-07
400	7.4	2.26499e-06	3.5763e-07	5.36445e-07
400	7.2	2.414e-06	2.98025e-07	5.36445e-07
400	7	2.4438e-06	3.87432e-07	5.06643e-07
400	6.8	2.3842e-06	2.98025e-07	5.9605e-07
400	6.6	2.59282e-06	3.27827e-07	5.9605e-07
400	6.4	2.50341e-06	2.98025e-07	5.36445e-07
400	6.2	2.47361e-06	3.87432e-07	5.36445e-07
400	6	2.414e-06	2.98025e-07	5.9605e-07
400	5.8	2.53321e-06	2.98025e-07	6.25852e-07
400	5.6	2.56301e-06	3.27827e-07	5.66248e-07
400	5.4	2.80143e-06	3.87432e-07	6.25852e-07
400	5.2	2.74183e-06	3.27827e-07	6.25852e-07
400	5	2.98025e-06	3.5763e-07	7.15259e-07
400	4.8	3.09946e-06	3.5763e-07	7.45062e-07
400	4.6	3.21867e-06	3.87432e-07	8.04666e-07
400	4.4	3.24847e-06	3.27827e-07	8.04666e-07
400	4.2	3.27827e-06	3.87432e-07	7.74864e-07
400	4	3.51669e-06	3.27827e-07	8.94073e-07
400	3.8	3.57629e-06	2.98025e-07	8.34469e-07
400	3.6	3.6657e-06	3.27827e-07	8.04666e-07
400	3.4	3.90413e-06	3.87432e-07	9.23876e-07
400	3.2	4.08295e-06	4.47037e-07	9.83484e-07
