# srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"	"X"	"Y"
# 321
-8	4.93605e-07	-5.30856e-08	5.55538e-07	-5.49483e-08
-7.95	4.87085e-07	-8.38196e-09	6.05829e-07	-5.49483e-08
-7.9	4.95467e-07	-2.98025e-08	5.98844e-07	-3.30622e-08
-7.85	5.02918e-07	-2.79398e-09	5.95119e-07	-5.49483e-08
-7.8	5.0478e-07	-5.21543e-08	6.36097e-07	-5.07573e-08
-7.75	5.08506e-07	-3.44592e-08	6.24921e-07	-3.91158e-08
-7.7	4.81497e-07	-3.35278e-08	5.89065e-07	-3.25965e-08
-7.65	5.01987e-07	-2.60771e-08	6.30043e-07	-3.49248e-08
-7.6	4.87085e-07	-9.22014e-08	6.33303e-07	-6.05364e-08
-7.55	5.01055e-07	-1.30386e-08	6.25852e-07	-7.31093e-08
-7.5	5.02918e-07	-4.00471e-08	6.44945e-07	-5.86735e-08
-7.45	5.08506e-07	-1.02446e-08	6.35631e-07	-6.00708e-08
-7.4	4.99193e-07	-9.3133e-10	6.58914e-07	-3.21309e-08
-7.35	5.03849e-07	-3.35278e-08	6.63571e-07	-4.00471e-08
-7.3	4.45174e-07	-5.68109e-08	6.79869e-07	-3.07339e-08
-7.25	4.76841e-07	-5.68109e-08	6.84526e-07	-4.37724e-08
-7.2	4.9733e-07	-4.47037e-08	7.29229e-07	-6.19334e-08
-7.15	5.06643e-07	-2.42145e-08	7.5065e-07	-7.49719e-08
-7.1	4.68457e-07	-4.09784e-08	7.45527e-07	-1.67639e-08
-7.05	4.86154e-07	-2.79398e-09	7.69276e-07	-9.12701e-08
-7	5.10368e-07	-5.30856e-08	7.84177e-07	-1.02446e-08
-6.95	4.82429e-07	-2.42145e-08	8.09323e-07	-5.35513e-08
-6.9	5.07574e-07	-7.45064e-09	8.44713e-07	-4.47037e-08
-6.85	4.73114e-07	-2.88711e-08	8.35866e-07	-8.42851e-08
-6.8	4.86154e-07	-4.74977e-08	8.68928e-07	-5.262e-08
-6.75	4.88017e-07	-3.72531e-08	9.14562e-07	-4.51694e-08
-6.7	5.17819e-07	-1.67639e-08	9.6346e-07	-9.17357e-08
-6.65	4.98261e-07	-1.95579e-08	9.3412e-07	-6.37961e-08
-6.6	4.96399e-07	-5.58796e-09	9.27135e-07	-6.98496e-08
