# k2200_voltage_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "voltage"	"X"	"Y"	"X"	"Y"
# 221
16.6	2.31267e-05	0	2.92064e-06	0
16.5	2.31267e-05	0	2.95044e-06	0
16.4	2.31267e-05	1.1921e-07	2.95044e-06	2.98025e-08
16.3	2.32459e-05	1.1921e-07	2.98025e-06	0
16.2	2.32459e-05	1.1921e-07	3.01005e-06	2.98025e-08
16.1	2.33651e-05	1.1921e-07	3.01005e-06	0
16	2.34843e-05	-1.1921e-07	3.01005e-06	0
15.9	2.34843e-05	0	3.01005e-06	0
15.8	2.34843e-05	0	3.03985e-06	0
15.7	2.37228e-05	1.1921e-07	3.03985e-06	2.98025e-08
15.6	2.36036e-05	0	3.06965e-06	0
15.5	2.3842e-05	-2.3842e-07	3.06965e-06	2.98025e-08
15.4	2.36036e-05	0	3.09946e-06	2.98025e-08
15.3	2.39612e-05	0	3.09946e-06	2.98025e-08
15.2	2.3842e-05	1.1921e-07	3.09946e-06	0
15.1	2.39612e-05	1.1921e-07	3.12926e-06	0
15	2.40804e-05	-1.1921e-07	3.12926e-06	0
14.9	2.40804e-05	0	3.15906e-06	2.98025e-08
14.8	2.40804e-05	0	3.15906e-06	0
14.7	2.43188e-05	0	3.18886e-06	0
14.6	2.41996e-05	-1.1921e-07	3.15906e-06	0
14.5	2.4438e-05	0	3.18886e-06	0
14.4	2.43188e-05	0	3.21867e-06	0
14.3	2.4438e-05	-2.3842e-07	3.21867e-06	0
14.2	2.45572e-05	0	3.18886e-06	-2.98025e-08
14.1	2.47956e-05	0	3.24847e-06	0
14	2.47956e-05	-2.3842e-07	3.27827e-06	0
13.9	2.47956e-05	-2.3842e-07	3.30807e-06	0
13.8	2.49149e-05	0	3.30807e-06	0
13.7	2.49149e-05	-1.1921e-07	3.33787e-06	0
13.6	2.50341e-05	0	3.33787e-06	-2.98025e-08
13.5	2.51533e-05	-1.1921e-07	3.36768e-06	2.98025e-08
13.4	2.50341e-05	-1.1921e-07	3.39748e-06	0
13.3	2.51533e-05	0	3.42728e-06	0
13.2	2.53917e-05	1.1921e-07	3.42728e-06	0
13.1	2.56301e-05	-1.1921e-07	3.42728e-06	0
13	2.55109e-05	1.1921e-07	3.45708e-06	2.98025e-08
12.9	2.57493e-05	-1.1921e-07	3.45708e-06	0
12.8	2.57493e-05	-1.1921e-07	3.48689e-06	0
12.7	2.57493e-05	-2.3842e-07	3.48689e-06	2.98025e-08
12.6	2.57493e-05	-1.1921e-07	3.51669e-06	2.98025e-08
12.5	2.59877e-05	0	3.54649e-06	0
12.4	2.59877e-05	-2.3842e-07	3.6061e-06	2.98025e-08
12.3	2.59877e-05	1.1921e-07	3.6061e-06	0
12.2	2.6107e-05	0	3.6061e-06	0
12.1	2.62262e-05	0	3.57629e-06	0
12	2.63454e-05	-1.1921e-07	3.6657e-06	0
11.9	2.65838e-05	-1.1921e-07	3.7253e-06	0
11.8	2.65838e-05	-2.3842e-07	3.6955e-06	0
11.7	2.6703e-05	0	3.75511e-06	0
11.6	2.68222e-05	0	3.75511e-06	0
11.5	2.68222e-05	0	3.75511e-06	0
11.4	2.69414e-05	-1.1921e-07	3.81473e-06	0
11.3	2.69414e-05	-1.1921e-07	3.81473e-06	0
11.2	2.71798e-05	-1.1921e-07	3.87433e-06	2.98025e-08
11.1	2.7299e-05	0	3.87433e-06	0
11	2.74183e-05	-1.1921e-07	3.90413e-06	0
10.9	2.74183e-05	-1.1921e-07	3.90413e-06	0
10.8	2.76567e-05	-1.1921e-07	3.96374e-06	0
10.7	2.76567e-05	-2.3842e-07	3.99354e-06	0
10.6	2.77759e-05	-1.1921e-07	4.02334e-06	2.98025e-08
10.5	2.80143e-05	-1.1921e-07	4.08295e-06	0
10.4	2.80143e-05	-1.1921e-07	4.08295e-06	-5.96051e-08
10.3	2.80143e-05	-1.1921e-07	4.11275e-06	2.98025e-08
10.2	2.81335e-05	0	4.14255e-06	0
10.1	2.83719e-05	-1.1921e-07	4.20216e-06	0
10	2.86103e-05	-1.1921e-07	4.23196e-06	2.98025e-08
9.9	2.87296e-05	-1.1921e-07	4.23196e-06	0
9.8	2.88488e-05	-2.3842e-07	4.29156e-06	0
9.7	2.88488e-05	-2.3842e-07	4.32137e-06	0
9.6	2.93256e-05	-2.3842e-07	4.38097e-06	2.98025e-08
9.5	2.90872e-05	-2.3842e-07	4.41077e-06	0
9.4	2.93256e-05	-2.3842e-07	4.44058e-06	2.98025e-08
9.3	2.94448e-05	-2.3842e-07	4.47038e-06	0
9.2	2.9564e-05	-1.1921e-07	4.47038e-06	0
9.1	2.96832e-05	-1.1921e-07	4.58959e-06	0
9	2.99216e-05	-2.3842e-07	4.61939e-06	2.98025e-08
8.9	3.00409e-05	-2.3842e-07	4.67899e-06	0
8.8	3.00409e-05	-2.3842e-07	4.7088e-06	2.98025e-08
8.7	3.02793e-05	-1.1921e-07	4.7386e-06	-2.98025e-08
8.6	3.0637e-05	0	4.7982e-06	0
8.5	3.0637e-05	-2.3842e-07	4.88761e-06	-2.98025e-08
8.4	3.08754e-05	-2.3842e-07	4.88761e-06	0
8.3	3.09946e-05	-2.3842e-07	4.94721e-06	-2.98025e-08
8.2	3.11139e-05	-3.5763e-07	5.03662e-06	2.98025e-08
8.1	3.13523e-05	-2.3842e-07	5.03662e-06	0
8	3.13523e-05	-1.1921e-07	5.12603e-06	-5.96051e-08
7.9	3.17099e-05	-3.5763e-07	5.15583e-06	0
7.8	3.19483e-05	-3.5763e-07	5.21544e-06	2.98025e-08
7.7	3.20675e-05	-3.5763e-07	5.21544e-06	2.98025e-08
7.6	3.2306e-05	-3.5763e-07	5.33464e-06	0
7.5	3.24252e-05	-1.1921e-07	5.36445e-06	0
7.4	3.27828e-05	-3.5763e-07	5.42405e-06	0
7.3	3.30212e-05	-3.5763e-07	5.51346e-06	0
7.2	3.32596e-05	-3.5763e-07	5.57306e-06	2.98025e-08
7.1	3.3498e-05	-3.5763e-07	5.63267e-06	-2.98025e-08
7	3.3498e-05	-3.5763e-07	5.69227e-06	0
6.9	3.39749e-05	-2.3842e-07	5.78168e-06	0
6.8	3.42133e-05	-3.5763e-07	5.84128e-06	0
6.7	3.45709e-05	-3.5763e-07	5.93069e-06	0
6.6	3.49286e-05	-4.76841e-07	5.9903e-06	0
6.5	3.50478e-05	-3.5763e-07	6.0797e-06	0
6.4	3.54054e-05	-3.5763e-07	6.13931e-06	-2.98025e-08
6.3	3.5763e-05	-3.5763e-07	6.22871e-06	0
6.2	3.61206e-05	-3.5763e-07	6.34792e-06	0
6.1	3.65975e-05	-4.76841e-07	6.40753e-06	0
6	3.67167e-05	-3.5763e-07	6.52674e-06	2.98025e-08
5.9	3.73127e-05	-3.5763e-07	6.55654e-06	-2.98025e-08
5.8	3.75512e-05	-3.5763e-07	6.67575e-06	0
5.7	3.8028e-05	-4.76841e-07	6.79496e-06	0
5.6	3.83856e-05	-5.9605e-07	6.88437e-06	0
5.5	3.87433e-05	-4.76841e-07	7.00357e-06	-2.98025e-08
5.4	3.92201e-05	-4.76841e-07	7.09298e-06	0
5.3	3.96969e-05	-4.76841e-07	7.21219e-06	0
5.2	4.0293e-05	-4.76841e-07	7.3314e-06	-2.98025e-08
5.1	4.0889e-05	-7.15259e-07	7.45061e-06	0
5	4.13659e-05	-7.15259e-07	7.56982e-06	-2.98025e-08
4.9	4.18427e-05	-4.76841e-07	7.71886e-06	0
4.8	4.25579e-05	-7.15259e-07	7.83807e-06	0
4.7	4.3154e-05	-5.9605e-07	7.98708e-06	-5.96051e-08
4.6	4.375e-05	-5.9605e-07	8.13609e-06	-2.98025e-08
4.5	4.44653e-05	-7.15259e-07	8.31491e-06	-5.96051e-08
4.4	4.50613e-05	-8.34469e-07	8.43412e-06	0
4.3	4.56574e-05	-7.15259e-07	8.61293e-06	-5.96051e-08
4.2	4.64919e-05	-7.15259e-07	8.79174e-06	-2.98025e-08
4.1	4.70879e-05	-7.15259e-07	8.97056e-06	0
4	4.80416e-05	-8.34469e-07	9.14937e-06	-2.98025e-08
3.9	4.91145e-05	-7.15259e-07	9.29838e-06	-2.98025e-08
3.8	4.97105e-05	-8.34469e-07	9.507e-06	-2.98025e-08
3.7	5.07834e-05	-9.53682e-07	9.74542e-06	0
3.6	5.16179e-05	-1.07289e-06	9.95403e-06	-2.98025e-08
3.5	5.26907e-05	-9.53682e-07	1.02521e-05	-5.96051e-08
3.4	5.37636e-05	-9.53682e-07	1.04309e-05	-5.96051e-08
3.3	5.48365e-05	-9.53682e-07	1.07289e-05	-2.98025e-08
3.2	5.61478e-05	-1.1921e-06	1.09971e-05	-5.96051e-08
3.1	5.74591e-05	-1.07289e-06	1.12951e-05	-5.96051e-08
3	5.86512e-05	-1.31131e-06	1.15932e-05	-8.94074e-08
2.9	5.99625e-05	-1.31131e-06	1.18912e-05	-5.96051e-08
2.8	6.13932e-05	-1.31131e-06	1.2219e-05	-5.96051e-08
2.7	6.30622e-05	-1.54973e-06	1.25766e-05	-5.96051e-08
2.6	6.44927e-05	-1.54973e-06	1.29939e-05	-8.94074e-08
2.5	6.62808e-05	-1.66894e-06	1.33813e-05	-5.96051e-08
2.4	6.83074e-05	-1.78815e-06	1.38283e-05	-8.94074e-08
2.3	7.02147e-05	-1.90736e-06	1.42456e-05	-1.1921e-07
2.2	7.23605e-05	-2.02657e-06	1.46926e-05	-8.94074e-08
2.1	7.47447e-05	-2.14578e-06	1.5229e-05	-8.94074e-08
2	7.74865e-05	-2.14578e-06	1.57953e-05	-1.49013e-07
1.9	8.02283e-05	-2.50341e-06	1.63914e-05	-1.1921e-07
1.8	8.33278e-05	-2.62262e-06	1.7047e-05	-1.78815e-07
1.7	8.65464e-05	-2.74183e-06	1.77325e-05	-1.78815e-07
1.6	9.02419e-05	-3.21867e-06	1.85372e-05	-2.08617e-07
1.5	9.44142e-05	-3.45708e-06	1.93716e-05	-2.08617e-07
1.4	9.87058e-05	-3.57629e-06	2.02955e-05	-2.3842e-07
1.3	0.000103355	-3.93394e-06	2.12492e-05	-2.68223e-07
1.2	0.000108839	-4.64919e-06	2.23221e-05	-3.27827e-07
1.1	0.00011468	-5.00682e-06	2.3544e-05	-4.17234e-07
1	0.000121356	-5.60287e-06	2.48255e-05	-4.47037e-07
0.899999999999999	0.000128509	-6.31812e-06	2.6256e-05	-4.76841e-07
0.799999999999997	0.000136257	-7.15259e-06	2.77759e-05	-5.36445e-07
0.699999999999999	0.000144244	-7.86787e-06	2.9415e-05	-6.55655e-07
0.599999999999998	0.000152946	-8.82155e-06	3.11735e-05	-7.45062e-07
0.5	0.000162245	-9.89443e-06	3.30212e-05	-8.34469e-07
0.399999999999999	0.000171424	-1.10865e-05	3.48391e-05	-9.83484e-07
0.299999999999997	0.000180365	-1.23978e-05	3.66869e-05	-1.07289e-06
0.199999999999999	0.000188471	-1.34707e-05	3.84154e-05	-1.1623e-06
0.0999999999999979	0.000195623	-1.45436e-05	3.98459e-05	-1.31131e-06
0	0.000201345	-1.54973e-05	4.0889e-05	-1.34111e-06
