# k2200_voltage_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "voltage"	"X"	"Y"	"X"	"Y"
# 201
5.65	9.89443e-06	2.08617e-07	9.83484e-07	0
5.6	1.02819e-05	2.08617e-07	1.01329e-06	-2.98025e-08
5.55	1.06395e-05	0	1.1325e-06	0
5.5	1.07587e-05	5.96051e-08	1.04309e-06	0
5.45	1.10269e-05	1.1921e-07	1.1325e-06	-8.94074e-08
5.4	1.14143e-05	2.08617e-07	1.1325e-06	2.98025e-08
5.35	1.16826e-05	1.49013e-07	1.07289e-06	0
5.3	1.1772e-05	5.96051e-08	1.1325e-06	5.96051e-08
5.25	1.21296e-05	1.49013e-07	1.28151e-06	0
5.2	1.26064e-05	-8.94074e-08	1.31131e-06	-8.94074e-08
5.15	1.29641e-05	-8.94074e-08	1.43052e-06	0
5.1	1.35005e-05	-1.78815e-07	1.37091e-06	0
5.05	1.39177e-05	-1.78815e-07	1.49012e-06	0
5	1.43052e-05	-5.96051e-08	1.57953e-06	0
4.95	1.46032e-05	-2.3842e-07	1.63914e-06	0
4.9	1.49906e-05	-2.3842e-07	1.72854e-06	0
4.85	1.53781e-05	-3.27827e-07	1.72854e-06	0
4.8	1.56761e-05	-3.5763e-07	1.75834e-06	-2.98025e-08
4.75	1.59444e-05	-3.27827e-07	1.78815e-06	-2.98025e-08
4.7	1.63914e-05	-4.76841e-07	1.81795e-06	0
4.65	1.66596e-05	-2.68223e-07	1.81795e-06	-5.96051e-08
4.6	1.70768e-05	-2.68223e-07	1.75834e-06	0
4.55	1.72557e-05	-4.17234e-07	1.78815e-06	0
4.5	1.75537e-05	-6.25852e-07	1.87755e-06	-5.96051e-08
4.45	1.77027e-05	-5.06643e-07	1.87755e-06	-2.98025e-08
4.4	1.77623e-05	-2.68223e-07	1.84775e-06	2.98025e-08
4.35	1.78219e-05	-3.87432e-07	1.84775e-06	-5.96051e-08
4.3	1.76729e-05	-4.47037e-07	1.84775e-06	-8.94074e-08
4.25	1.77325e-05	-4.17234e-07	1.84775e-06	-5.96051e-08
4.2	1.77027e-05	-5.9605e-07	1.90736e-06	-1.1921e-07
4.15	1.75537e-05	-4.47037e-07	1.75834e-06	-5.96051e-08
4.1	1.75239e-05	-2.08617e-07	1.78815e-06	-2.98025e-08
4.05	1.73451e-05	-1.49013e-07	1.66894e-06	0
4	1.72557e-05	-2.68223e-07	1.72854e-06	-2.98025e-08
3.95	1.66298e-05	-2.3842e-07	1.46032e-06	0
3.9	1.64808e-05	-1.78815e-07	1.40072e-06	2.98025e-08
3.85	1.61232e-05	-2.68223e-07	1.37091e-06	0
3.8	1.54973e-05	-1.1921e-07	1.2517e-06	-5.96051e-08
3.75	1.51396e-05	-5.96051e-08	1.28151e-06	0
3.7	1.45436e-05	-1.1921e-07	1.1921e-06	-2.98025e-08
3.65	1.40966e-05	2.3842e-07	1.1325e-06	0
3.6	1.32919e-05	2.98025e-08	9.83484e-07	0
3.55	1.27256e-05	-5.96051e-08	8.94073e-07	-5.96051e-08
3.5	1.24574e-05	8.94074e-08	7.74864e-07	2.98025e-08
3.45	1.207e-05	1.49013e-07	7.45062e-07	0
3.4	1.16528e-05	2.08617e-07	8.04666e-07	0
3.35	1.10269e-05	1.49013e-07	7.15259e-07	-2.98025e-08
3.3	1.07289e-05	3.27827e-07	5.9605e-07	0
3.25	1.00434e-05	2.3842e-07	5.36445e-07	-8.94074e-08
3.2	9.41759e-06	3.5763e-07	3.87432e-07	0
3.15	1.03713e-05	2.3842e-07	2.08617e-07	0
3.1	1.13249e-05	1.78815e-07	8.94074e-08	-5.96051e-08
3.05	1.26064e-05	2.98025e-07	1.1921e-07	-5.96051e-08
3	1.34707e-05	8.94074e-08	1.78815e-07	-5.96051e-08
2.95	1.42456e-05	5.96051e-08	1.78815e-07	-5.96051e-08
2.9	1.57059e-05	-1.49013e-07	2.98025e-07	0
2.85	1.70172e-05	-2.68223e-07	3.87432e-07	-5.96051e-08
2.8	1.88054e-05	-4.17234e-07	5.9605e-07	-5.96051e-08
2.75	2.00869e-05	-4.76841e-07	8.04666e-07	-8.94074e-08
2.7	2.13684e-05	-6.25852e-07	9.83484e-07	-5.96051e-08
2.65	2.32757e-05	-9.23876e-07	1.34111e-06	-8.94074e-08
2.6	2.55407e-05	-1.34111e-06	1.66894e-06	-1.1921e-07
2.55	2.64646e-05	-1.51993e-06	2.02657e-06	-1.1921e-07
2.5	2.70308e-05	-1.75834e-06	2.26499e-06	-1.1921e-07
2.45	2.76567e-05	-1.78815e-06	2.50341e-06	-1.1921e-07
2.4	2.78653e-05	-1.84775e-06	2.71203e-06	-1.49013e-07
2.35	2.81335e-05	-1.90736e-06	2.80143e-06	-1.78815e-07
2.3	2.84911e-05	-1.90736e-06	2.71203e-06	-1.78815e-07
2.25	2.92064e-05	-2.20539e-06	2.56301e-06	-1.49013e-07
2.2	2.99813e-05	-2.20539e-06	2.47361e-06	-2.08617e-07
2.15	3.13821e-05	-2.59282e-06	2.50341e-06	-2.3842e-07
2.1	3.28722e-05	-3.01005e-06	2.59282e-06	-2.3842e-07
2.05	3.4869e-05	-3.45708e-06	2.83124e-06	-3.27827e-07
2	3.68955e-05	-3.99354e-06	3.15906e-06	-3.27827e-07
1.95	3.90413e-05	-4.58959e-06	3.42728e-06	-3.27827e-07
1.9	4.13957e-05	-5.42405e-06	3.6061e-06	-4.17234e-07
1.85	4.375e-05	-6.31812e-06	3.90413e-06	-3.87432e-07
1.8	4.63428e-05	-7.39101e-06	4.29156e-06	-5.06643e-07
1.75	4.90251e-05	-8.40431e-06	4.7386e-06	-5.06643e-07
1.7	5.17073e-05	-9.26858e-06	5.21544e-06	-6.85457e-07
1.65	5.45385e-05	-1.05501e-05	5.51346e-06	-7.45062e-07
1.6	5.68631e-05	-1.1623e-05	5.69227e-06	-8.34469e-07
1.55	5.91876e-05	-1.29343e-05	5.66247e-06	-8.64271e-07
1.5	6.0946e-05	-1.37687e-05	5.57306e-06	-9.23876e-07
1.45	6.3539e-05	-1.50502e-05	5.66247e-06	-9.83484e-07
1.4	6.65789e-05	-1.70768e-05	5.81148e-06	-1.07289e-06
1.35	6.94995e-05	-1.88054e-05	5.93069e-06	-1.1623e-06
1.3	7.25095e-05	-2.08617e-05	6.19891e-06	-1.2517e-06
1.25	7.55196e-05	-2.27691e-05	6.49694e-06	-1.43052e-06
1.2	7.89766e-05	-2.54811e-05	7.03338e-06	-1.60933e-06
1.15	8.29701e-05	-2.88786e-05	7.62945e-06	-1.87755e-06
1.1	8.67848e-05	-3.20377e-05	8.01688e-06	-2.08618e-06
1.05	8.97949e-05	-3.54054e-05	8.61293e-06	-2.17558e-06
1	9.25069e-05	-3.8326e-05	9.5368e-06	-2.62262e-06
0.949999999999999	9.46526e-05	-4.09784e-05	1.07587e-05	-2.92064e-06
0.9	9.68282e-05	-4.3154e-05	1.16826e-05	-3.27827e-06
0.85	9.85865e-05	-4.53892e-05	1.32323e-05	-3.45708e-06
0.799999999999999	0.000100255	-4.69985e-05	1.4335e-05	-3.78491e-06
0.75	0.000101686	-4.8429e-05	1.53781e-05	-4.26176e-06
0.699999999999999	0.000102342	-4.93529e-05	1.60636e-05	-4.97702e-06
0.65	0.000103117	-4.99489e-05	1.6749e-05	-5.09623e-06
0.6	0.000104219	-5.09622e-05	1.77921e-05	-5.51346e-06
0.549999999999999	0.000105292	-5.19755e-05	1.8418e-05	-5.45385e-06
0.5	0.000106544	-5.3257e-05	1.99677e-05	-6.0499e-06
0.449999999999999	0.000107766	-5.45683e-05	2.11002e-05	-6.25852e-06
0.399999999999999	0.000109792	-5.74889e-05	2.28287e-05	-7.06318e-06
0.35	0.000112296	-6.04095e-05	2.45572e-05	-7.45061e-06
0.299999999999999	0.00011468	-6.3539e-05	2.60771e-05	-8.16589e-06
0.25	0.000117064	-6.67577e-05	2.76567e-05	-8.67253e-06
0.199999999999999	0.000119061	-7.00061e-05	2.8968e-05	-9.35799e-06
0.149999999999999	0.00012067	-7.23307e-05	3.00409e-05	-9.62621e-06
0.0999999999999996	0.000121356	-7.3642e-05	3.04879e-05	-9.507e-06
0.0499999999999989	0.00012222	-7.48341e-05	3.15311e-05	-9.80502e-06
0	0.000122548	-7.47745e-05	3.20079e-05	-1.00434e-05
