# ppms_field_set_stable_set	srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Magnetic Field"	"volt"	"X"	"Y"	"X"	"Y"
# 181	321
0	-8	2.51235e-05	-2.50341e-06	2.48404e-05	-4.76095e-06
0	-7.95	2.52352e-05	-2.51086e-06	2.49596e-05	-4.7535e-06
0	-7.9	2.52501e-05	-2.47361e-06	2.48925e-05	-4.58214e-06
0	-7.85	2.51905e-05	-2.4289e-06	2.48702e-05	-4.52998e-06
0	-7.8	2.51831e-05	-2.414e-06	2.48925e-05	-4.40332e-06
0	-7.75	2.50937e-05	-2.3693e-06	2.48627e-05	-4.37352e-06
0	-7.7	2.51682e-05	-2.3842e-06	2.47584e-05	-4.37352e-06
0	-7.65	2.53172e-05	-2.45871e-06	2.48553e-05	-4.39587e-06
0	-7.6	2.53842e-05	-2.45871e-06	2.49521e-05	-4.44058e-06
0	-7.55	2.55184e-05	-2.45871e-06	2.49819e-05	-4.50763e-06
0	-7.5	2.57046e-05	-2.45871e-06	2.49223e-05	-4.50018e-06
0	-7.45	2.58015e-05	-2.54066e-06	2.47286e-05	-4.50763e-06
0	-7.4	2.61666e-05	-2.54066e-06	2.46392e-05	-4.50763e-06
0	-7.35	2.63752e-05	-2.56301e-06	2.45647e-05	-4.50018e-06
0	-7.3	2.64646e-05	-2.61517e-06	2.43784e-05	-4.50018e-06
0	-7.25	2.65093e-05	-2.65987e-06	2.42592e-05	-4.56724e-06
0	-7.2	nan	nan	nan	nan
