# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 271
-13	1.68682e-05	-1.1921e-06
-12.9	1.79411e-05	3.27827e-07
-12.8	2.10406e-05	-1.10269e-06
-12.7	2.36036e-05	-1.60933e-06
-12.6	3.75214e-05	-2.47361e-06
-12.5	9.08677e-05	-1.07587e-05
-12.4	0.000106425	-1.51694e-05
-12.3	0.000126214	-1.99081e-05
-12.2	0.000101984	-1.34409e-05
-12.1	0.000140429	-2.32459e-05
-12	0.000204177	-4.50315e-05
-11.9	0.000210882	-5.01277e-05
-11.8	0.000213117	-5.48663e-05
-11.7	0.000271114	-0.000113011
-11.6	0.00029728	-0.000173957
-11.5	0.000284882	-0.0001539
-11.4	0.000236304	-9.78415e-05
-11.3	0.000184537	-4.73859e-05
-11.2	0.000165016	-3.44815e-05
-11.1	0.000163765	-3.43325e-05
-11	0.000157566	-2.84017e-05
-10.9	0.000140906	-2.32161e-05
-10.8	0.000144453	-2.30969e-05
-10.7	0.000148267	-2.26201e-05
-10.6	0.000156314	-2.39612e-05
-10.5	0.000181318	-2.84911e-05
-10.4	0.000198037	-3.24252e-05
-10.3	0.000205309	-3.38557e-05
-10.2	0.000216783	-3.72233e-05
-10.1	0.000236095	-4.21407e-05
-10	0.00018716	-2.9415e-05
-9.9	0.000157417	-2.24115e-05
-9.8	0.000135154	-1.77027e-05
-9.7	0.000123621	-1.53781e-05
-9.6	0.000102282	-1.14442e-05
-9.5	9.3848e-05	-9.29838e-06
-9.4	8.74405e-05	-9.23878e-06
-9.3	8.41026e-05	-8.34471e-06
-9.2	8.09436e-05	-8.73214e-06
-9.1	7.91554e-05	-7.77846e-06
-9	7.74269e-05	-8.2255e-06
-8.9	7.6354e-05	-7.2718e-06
-8.8	7.53109e-05	-7.77846e-06
-8.7	7.17347e-05	-6.58634e-06
-8.6	6.792e-05	-6.52674e-06
-8.5	6.48801e-05	-6.0201e-06
-8.4	6.05586e-05	-6.16911e-06
-8.3	5.64458e-05	-5.06642e-06
-8.2	5.39424e-05	-4.7088e-06
-8.1	5.11708e-05	-4.02334e-06
-8	4.86078e-05	-3.7253e-06
-7.9	4.64919e-05	-3.93394e-06
-7.8	4.52104e-05	-3.33787e-06
-7.7	4.38991e-05	-2.53321e-06
-7.6	4.25281e-05	-3.6955e-06
-7.5	4.22897e-05	-3.27827e-06
-7.4	4.14255e-05	-3.12926e-06
-7.3	3.99353e-05	-3.48689e-06
-7.2	3.99949e-05	-3.03985e-06
-7.1	3.87731e-05	-2.3246e-06
-7	3.74916e-05	-2.50341e-06
-6.9	3.70743e-05	-2.89084e-06
-6.8	3.67167e-05	-2.86104e-06
-6.7	3.59716e-05	-2.68222e-06
-6.6	3.55246e-05	-2.17558e-06
-6.5	3.50776e-05	-2.74183e-06
-6.4	3.52862e-05	-1.84775e-06
-6.3	3.50776e-05	-1.84775e-06
-6.2	3.46901e-05	-2.23519e-06
-6.1	3.52862e-05	-2.59282e-06
-6	3.41537e-05	-2.59282e-06
-5.9	3.48391e-05	-2.414e-06
-5.8	3.35576e-05	-2.23519e-06
-5.7	3.38855e-05	-2.3544e-06
-5.6	3.45411e-05	-2.92064e-06
