# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 271
-13	0.000309231	-2.2173e-05
-12.9	0.00031686	-3.48093e-05
-12.8	0.000335457	-3.91009e-05
-12.7	0.000314953	-4.00546e-05
-12.6	0.000373604	-5.03066e-05
-12.5	0.000493769	-7.41486e-05
-12.4	0.000441791	-6.48503e-05
-12.3	0.000622753	-0.000109196
-12.2	0.00103904	-0.000250103
-12.1	0.00204088	-0.000896458
-12	0.00180555	-0.00068045
-11.9	0.00145937	-0.000467064
-11.8	0.00138713	-0.000450375
-11.7	0.00152088	-0.000535015
-11.6	0.00178052	-0.000745539
-11.5	0.0016451	-0.000645403
-11.4	0.00131894	-0.000498299
-11.3	0.00167013	-0.000756983
-11.2	0.00185037	-0.000995643
-11.1	0.00124169	-0.000525001
-11	0.00126005	-0.000565533
-10.9	0.00115658	-0.000583414
-10.8	0.00107456	-0.000603918
-10.7	0.000575785	-0.000213386
-10.6	0.00056291	-0.00018859
-10.5	0.000435593	-0.000104428
-10.4	0.000308516	-5.79359e-05
-10.3	0.000229836	-3.71935e-05
-10.2	0.000189067	-2.64646e-05
-10.1	0.000158072	-2.05041e-05
-10	0.000137092	-1.69278e-05
-9.9	0.000123979	-1.4782e-05
-9.8	0.00011468	-1.31131e-05
-9.7	0.000107289	-1.1921e-05
-9.6	0.000100136	-1.07289e-05
-9.5	9.29837e-05	-9.5368e-06
-9.4	8.6308e-05	-8.82155e-06
-9.3	7.96323e-05	-8.10629e-06
-9.2	7.34334e-05	-7.39101e-06
-9.1	6.8665e-05	-6.67575e-06
-9	6.43735e-05	-6.19891e-06
-8.9	6.0797e-05	-5.72208e-06
-8.8	5.69823e-05	-5.48366e-06
-8.7	5.36444e-05	-5.00682e-06
-8.6	5.03066e-05	-4.52998e-06
-8.5	4.69687e-05	-4.29156e-06
-8.4	4.38693e-05	-4.05314e-06
-8.3	4.12466e-05	-3.81473e-06
-8.2	3.91009e-05	-3.33787e-06
-8.1	3.74319e-05	-3.33787e-06
-8	3.60014e-05	-3.09946e-06
-7.9	3.50478e-05	-2.86104e-06
-7.8	3.40941e-05	-2.86104e-06
-7.7	3.38557e-05	-2.86104e-06
-7.6	3.36173e-05	-2.86104e-06
-7.5	3.31404e-05	-2.86104e-06
-7.4	3.2902e-05	-2.86104e-06
-7.3	3.26636e-05	-2.86104e-06
-7.2	3.19483e-05	-2.86104e-06
-7.1	3.17099e-05	-2.62262e-06
-7	3.14715e-05	-2.86104e-06
-6.9	3.12331e-05	-2.62262e-06
-6.8	3.12331e-05	-2.62262e-06
-6.7	3.09946e-05	-2.62262e-06
-6.6	3.07562e-05	-2.62262e-06
