# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 121
-6	2.20539e-06	3.12926e-07
-5.9	2.28734e-06	5.14094e-07
-5.8	2.33205e-06	7.15259e-07
-5.7	2.53321e-06	6.78006e-07
-5.6	2.54066e-06	5.51347e-07
-5.5	2.45871e-06	6.92908e-07
-5.4	2.52576e-06	5.886e-07
-5.3	2.57792e-06	6.40754e-07
-5.2	2.68222e-06	7.89765e-07
-5.1	2.69712e-06	7.89765e-07
-5	2.77908e-06	7.52512e-07
-4.9	2.71948e-06	7.2271e-07
-4.8	2.77908e-06	4.84291e-07
-4.7	2.80143e-06	5.66248e-07
-4.6	2.90574e-06	5.66248e-07
-4.5	2.91319e-06	6.48204e-07
-4.4	2.92064e-06	4.69388e-07
-4.3	3.03985e-06	5.43896e-07
-4.2	3.01005e-06	6.03501e-07
-4.1	3.30807e-06	6.92908e-07
-4	3.35278e-06	7.67413e-07
-3.9	3.41983e-06	7.59963e-07
-3.8	3.41238e-06	8.4937e-07
-3.7	3.50179e-06	9.31326e-07
-3.6	3.61355e-06	1.00584e-06
-3.5	3.64335e-06	9.76033e-07
-3.4	3.78491e-06	1.00584e-06
-3.3	3.88923e-06	1.21445e-06
-3.2	3.76256e-06	8.19568e-07
-3.1	3.98609e-06	1.24425e-06
-3	4.11275e-06	1.15485e-06
-2.9	4.23941e-06	1.43052e-06
-2.8	4.29156e-06	1.32621e-06
-2.7	4.35862e-06	1.1623e-06
-2.6	4.31392e-06	1.02819e-06
-2.5	4.44803e-06	1.28151e-06
-2.4	4.48528e-06	1.16975e-06
-2.3	4.58959e-06	1.1772e-06
-2.2	4.65664e-06	1.1325e-06
-2.1	4.7833e-06	1.38582e-06
-2	4.85036e-06	1.12504e-06
-1.9	4.7684e-06	1.19955e-06
-1.8	4.91741e-06	1.19955e-06
-1.7	4.93976e-06	1.11759e-06
-1.6	4.99937e-06	9.76033e-07
-1.5	5.25269e-06	1.19955e-06
-1.4	5.26014e-06	1.207e-06
-1.3	5.36445e-06	1.24425e-06
-1.2	5.3868e-06	9.38777e-07
-1.1	5.4315e-06	1.2517e-06
-1	5.31229e-06	9.23876e-07
-0.899999999999999	5.28249e-06	5.886e-07
-0.8	5.18563e-06	4.32135e-07
-0.699999999999999	5.4464e-06	8.4937e-07
-0.6	5.4464e-06	1.13995e-06
-0.5	5.49111e-06	1.1623e-06
-0.399999999999999	5.33464e-06	6.92908e-07
-0.3	5.357e-06	7.52512e-07
-0.199999999999999	5.357e-06	7.30161e-07
-0.0999999999999996	5.40915e-06	7.89765e-07
0	5.20798e-06	7.97216e-07
0.100000000000001	5.26014e-06	9.38777e-07
0.2	5.37935e-06	1.38582e-06
0.300000000000001	5.31974e-06	1.08779e-06
0.4	5.15583e-06	9.98385e-07
0.5	5.04407e-06	1.05799e-06
0.600000000000001	4.96212e-06	8.79172e-07
0.7	4.8131e-06	8.04666e-07
0.800000000000001	4.69389e-06	9.08974e-07
0.9	4.61939e-06	9.16425e-07
1	4.74605e-06	1.02074e-06
1.1	4.58214e-06	1.09524e-06
1.2	4.23196e-06	8.86623e-07
1.3	4.20961e-06	1.07289e-06
1.4	4.1798e-06	1.1474e-06
1.5	4.00844e-06	1.02074e-06
1.6	3.88923e-06	7.2271e-07
1.7	3.77001e-06	8.4937e-07
1.8	3.621e-06	8.34469e-07
1.9	3.49434e-06	7.89765e-07
2	3.47944e-06	6.85457e-07
2.1	3.34533e-06	7.67413e-07
2.2	3.22612e-06	8.71722e-07
2.3	3.29317e-06	8.19568e-07
2.4	3.19631e-06	7.97216e-07
2.5	3.10691e-06	9.76033e-07
2.6	3.09946e-06	8.4937e-07
2.7	2.88339e-06	9.46227e-07
2.8	2.70458e-06	8.5682e-07
2.9	2.86849e-06	1.1325e-06
3	2.81633e-06	8.34469e-07
3.1	2.56301e-06	8.04666e-07
3.2	2.34695e-06	7.74864e-07
3.3	2.50341e-06	6.33303e-07
3.4	2.49596e-06	7.59963e-07
3.5	2.45126e-06	9.38777e-07
3.6	2.27244e-06	9.46227e-07
3.7	2.25009e-06	9.46227e-07
3.8	2.18303e-06	5.51347e-07
3.9	2.20539e-06	8.19568e-07
4	2.14578e-06	8.79172e-07
4.1	1.96697e-06	9.68583e-07
4.2	2.02657e-06	8.86623e-07
4.3	1.97442e-06	7.67413e-07
4.4	1.97442e-06	9.46227e-07
4.5	1.95207e-06	5.886e-07
4.6	1.78815e-06	6.18402e-07
4.7	1.8403e-06	7.97216e-07
4.8	1.7807e-06	8.41919e-07
4.9	1.51248e-06	5.36445e-07
5	1.61678e-06	7.00358e-07
5.1	1.75834e-06	6.70556e-07
5.2	1.60188e-06	7.2271e-07
5.3	1.54973e-06	8.86623e-07
5.4	1.60188e-06	7.37611e-07
5.5	1.43052e-06	7.45062e-07
5.6	1.43797e-06	5.886e-07
5.7	1.33366e-06	5.9605e-07
5.8	1.40817e-06	5.21544e-07
5.9	1.28896e-06	6.78006e-07
6	1.46032e-06	6.40754e-07
