# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 271
-13	1.61828e-05	-1.40072e-06
-12.9	1.71365e-05	-1.51993e-06
-12.8	1.92822e-05	-6.25852e-07
-12.7	2.29777e-05	-1.87755e-06
-12.6	3.51074e-05	-3.27827e-06
-12.5	7.5907e-05	-1.32919e-05
-12.4	9.06889e-05	-1.78517e-05
-12.3	0.000137837	-4.03228e-05
-12.2	0.000128389	-3.5018e-05
-12.1	0.000150234	-4.55084e-05
-12	0.000137449	-3.83558e-05
-11.9	0.000177355	-6.36582e-05
-11.8	0.000170917	-5.48365e-05
-11.7	0.000157536	-4.53296e-05
-11.6	0.000176788	-5.50451e-05
-11.5	0.00016442	-4.52402e-05
-11.4	0.000169606	-4.20513e-05
-11.3	0.000180663	-4.43759e-05
-11.2	0.000201077	-5.582e-05
-11.1	0.000219078	-6.5506e-05
-11	0.000256987	-0.000101299
-10.9	0.000269802	-0.000115842
-10.8	0.00028366	-0.000112594
-10.7	0.000282498	-0.000103206
-10.6	0.000311108	-0.000116051
-10.5	0.000395419	-0.00018108
-10.4	0.00036055	-0.000162096
-10.3	0.000341894	-0.000151367
-10.2	0.00031537	-0.000129999
-10.1	0.000273557	-9.8825e-05
-10	0.000249358	-8.42218e-05
-9.9	0.000206471	-5.582e-05
-9.8	0.000174762	-3.96373e-05
-9.7	0.000147463	-2.96832e-05
-9.6	0.000138582	-2.58685e-05
-9.5	0.000127585	-2.30075e-05
-9.4	0.000123323	-2.25009e-05
-9.3	0.000114233	-1.93418e-05
-9.2	0.000104666	-1.65702e-05
-9.1	0.000100017	-1.47522e-05
-9	9.52189e-05	-1.4186e-05
-8.9	9.06889e-05	-1.27256e-05
-8.8	8.49073e-05	-1.1623e-05
-8.7	7.98707e-05	-1.11759e-05
-8.6	7.8768e-05	-9.86463e-06
-8.5	7.41784e-05	-9.05996e-06
-8.4	7.17645e-05	-8.91095e-06
-8.3	6.91419e-05	-9.20898e-06
-8.2	6.78007e-05	-7.92748e-06
-8.1	6.48801e-05	-8.2553e-06
-8	6.28834e-05	-7.3016e-06
-7.9	6.15125e-05	-6.49694e-06
-7.8	5.90684e-05	-6.31812e-06
-7.7	5.66843e-05	-6.28832e-06
-7.6	5.44789e-05	-5.72208e-06
-7.5	5.35252e-05	-5.24524e-06
-7.4	5.23629e-05	-5.87109e-06
-7.3	5.06046e-05	-5.15583e-06
-7.2	4.99489e-05	-4.91741e-06
-7.1	4.82204e-05	-4.55978e-06
-7	4.75349e-05	-4.50018e-06
-6.9	4.67601e-05	-4.11275e-06
-6.8	4.58362e-05	-4.29156e-06
