# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 201
-10	2.47211e-05	-2.23519e-06
-9.9	2.48404e-05	-2.27244e-06
-9.8	2.49223e-05	-2.3246e-06
-9.7	2.52129e-05	-2.37675e-06
-9.6	2.5414e-05	-2.4289e-06
-9.5	2.53321e-05	-2.45126e-06
-9.4	2.51756e-05	-2.48851e-06
-9.3	2.50117e-05	-2.4289e-06
-9.2	2.47286e-05	-2.414e-06
-9.1	2.45796e-05	-2.4289e-06
-9	2.4587e-05	-2.45871e-06
-8.9	2.46913e-05	-2.51086e-06
-8.8	2.47062e-05	-2.46616e-06
-8.7	2.46466e-05	-2.46616e-06
-8.6	2.4438e-05	-2.3991e-06
-8.5	2.44902e-05	-2.414e-06
-8.4	2.45647e-05	-2.4289e-06
-8.3	2.48776e-05	-2.45126e-06
-8.2	2.51011e-05	-2.53321e-06
-8.1	2.50862e-05	-2.60772e-06
-8	2.5116e-05	-2.65242e-06
-7.9	2.51905e-05	-2.60772e-06
-7.8	2.50639e-05	-2.60772e-06
-7.7	2.50415e-05	-2.60027e-06
-7.6	2.53172e-05	-2.66732e-06
-7.5	2.56003e-05	-2.68222e-06
-7.4	2.59654e-05	-2.75673e-06
-7.3	2.6256e-05	-2.80888e-06
-7.2	2.67104e-05	-2.94299e-06
-7.1	2.72916e-05	-2.96535e-06
-7	2.79249e-05	-2.99515e-06
-6.9	2.86476e-05	-3.02495e-06
-6.8	2.92362e-05	-3.03985e-06
-6.7	2.98918e-05	-3.12181e-06
-6.6	3.04134e-05	-3.16651e-06
-6.5	3.05028e-05	-3.18886e-06
-6.4	3.05476e-05	-3.20376e-06
-6.3	3.05253e-05	-3.18886e-06
-6.2	3.07041e-05	-3.35278e-06
-6.1	3.10766e-05	-3.6657e-06
-6	3.12554e-05	-3.68805e-06
-5.9	3.11288e-05	-3.61355e-06
-5.8	3.11884e-05	-3.61355e-06
-5.7	3.1248e-05	-3.62845e-06
-5.6	3.13523e-05	-3.67315e-06
-5.5	3.15832e-05	-3.79981e-06
-5.4	3.20526e-05	-3.71785e-06
-5.3	3.24773e-05	-3.65825e-06
-5.2	3.29094e-05	-3.65825e-06
-5.1	3.3498e-05	-3.68805e-06
-5	3.38333e-05	-3.81473e-06
-4.9	3.45933e-05	-3.90413e-06
-4.8	3.56066e-05	-4.1202e-06
-4.7	3.64038e-05	-4.28411e-06
-4.6	3.69104e-05	-4.37352e-06
-4.5	3.75959e-05	-4.69389e-06
-4.4	3.82739e-05	-4.8131e-06
-4.3	3.96522e-05	-4.87271e-06
-4.2	4.11349e-05	-5.13348e-06
-4.1	4.31018e-05	-5.55071e-06
-4	4.58064e-05	-5.64012e-06
-3.9	4.84663e-05	-5.84128e-06
-3.8	5.1074e-05	-6.14676e-06
-3.7	5.40691e-05	-6.40008e-06
-3.6	5.64086e-05	-6.66085e-06
-3.5	5.82414e-05	-6.93652e-06
-3.4	5.99178e-05	-7.16749e-06
-3.3	6.18775e-05	-7.58472e-06
-3.2	6.37104e-05	-8.02433e-06
-3.1	6.37625e-05	-8.2255e-06
-3	6.41649e-05	-8.40431e-06
-2.9	6.5573e-05	-8.27765e-06
-2.8	6.69663e-05	-8.42666e-06
-2.7	6.88438e-05	-8.79174e-06
-2.6	6.90972e-05	-8.9184e-06
-2.5	6.77635e-05	-8.56078e-06
-2.4	6.66981e-05	-8.40431e-06
-2.3	6.71451e-05	-8.8886e-06
-2.2	6.48503e-05	-9.24623e-06
-2.1	6.32186e-05	-9.81992e-06
-2	6.28312e-05	-9.68581e-06
-1.9	6.16689e-05	-8.97056e-06
-1.8	5.90684e-05	-8.32236e-06
-1.7	5.81818e-05	-8.01688e-06
-1.6	5.74144e-05	-7.58472e-06
-1.5	5.55071e-05	-7.48041e-06
-1.4	5.5142e-05	-7.33885e-06
-1.3	5.30856e-05	-7.3612e-06
-1.2	5.08579e-05	-7.04828e-06
-1.1	4.91592e-05	-6.67575e-06
-1	4.80043e-05	-6.34047e-06
-0.9	4.90176e-05	-6.32557e-06
-0.799999999999999	4.74902e-05	-5.94559e-06
-0.699999999999999	4.40704e-05	-5.56561e-06
-0.6	4.1038e-05	-5.64012e-06
-0.5	3.93244e-05	-5.3868e-06
-0.399999999999999	4.04047e-05	-5.3719e-06
-0.299999999999999	4.19917e-05	-5.05897e-06
-0.199999999999999	4.3981e-05	-5.3719e-06
-0.0999999999999996	4.71848e-05	-6.02755e-06
0	5.14092e-05	-6.7279e-06
0.100000000000001	5.43001e-05	-7.19729e-06
0.200000000000001	5.28547e-05	-6.84711e-06
0.300000000000001	4.89654e-05	-6.29577e-06
0.4	4.50092e-05	-5.93069e-06
0.5	4.15819e-05	-5.84128e-06
0.600000000000001	3.90934e-05	-5.61777e-06
0.700000000000001	3.80951e-05	-5.29739e-06
0.800000000000001	3.87582e-05	-5.31974e-06
0.9	4.28336e-05	-5.90089e-06
1	4.98372e-05	-6.61614e-06
1.1	5.48961e-05	-7.16004e-06
1.2	6.09683e-05	-7.94983e-06
1.3	5.83234e-05	-7.86042e-06
1.4	5.39797e-05	-7.17494e-06
1.5	5.03811e-05	-6.6832e-06
1.6	4.86302e-05	-6.7428e-06
1.7	4.7982e-05	-6.80986e-06
1.8	4.64024e-05	-6.78006e-06
1.9	4.43908e-05	-6.6534e-06
2	4.42194e-05	-6.73535e-06
2.1	4.44355e-05	-6.31812e-06
2.2	4.5419e-05	-6.22871e-06
2.3	4.74232e-05	-6.42988e-06
2.4	4.77883e-05	-6.52674e-06
2.5	4.69389e-05	-6.46713e-06
2.6	4.75275e-05	-6.96632e-06
2.7	4.86153e-05	-7.16749e-06
2.8	4.92411e-05	-6.99612e-06
2.9	4.84067e-05	-6.99612e-06
3	4.72965e-05	-6.6683e-06
3.1	4.74083e-05	-6.94397e-06
3.2	4.81533e-05	-6.52674e-06
3.3	4.74828e-05	-6.34047e-06
3.4	4.65813e-05	-6.46713e-06
3.5	4.60299e-05	-6.34047e-06
3.6	4.35489e-05	-6.16911e-06
3.7	4.18576e-05	-6.01265e-06
3.8	4.06655e-05	-5.58796e-06
3.9	3.79609e-05	-5.10368e-06
4	3.55693e-05	-4.7088e-06
4.1	3.39302e-05	-4.68644e-06
4.2	3.28647e-05	-4.44058e-06
4.3	3.13895e-05	-4.14255e-06
4.4	2.97428e-05	-3.91158e-06
4.5	2.90723e-05	-3.82963e-06
4.6	2.81112e-05	-3.53159e-06
4.7	2.74183e-05	-3.48689e-06
4.8	2.7083e-05	-3.33787e-06
4.9	2.68446e-05	-3.19631e-06
5	2.64944e-05	-3.31552e-06
5.1	2.62262e-05	-3.30062e-06
5.2	2.58462e-05	-3.33787e-06
5.3	2.55109e-05	-3.27082e-06
5.4	2.54662e-05	-3.35278e-06
5.5	2.58238e-05	-3.16651e-06
5.6	2.55109e-05	-3.27082e-06
5.7	2.52874e-05	-3.35278e-06
5.8	2.54662e-05	-3.15161e-06
5.9	2.59058e-05	-2.92064e-06
6	2.62858e-05	-2.79398e-06
6.1	2.66285e-05	-2.79398e-06
6.2	2.68073e-05	-2.83124e-06
6.3	2.69787e-05	-2.80143e-06
6.4	2.68148e-05	-2.74183e-06
