# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 271
-13	2.26499e-06	-1.78815e-07
-12.9	2.62262e-06	-2.3842e-07
-12.8	2.98025e-06	-5.96051e-08
-12.7	3.48689e-06	-2.68223e-07
-12.6	4.38097e-06	-5.06643e-07
-12.5	5.51346e-06	-8.64271e-07
-12.4	7.86787e-06	-2.17558e-06
-12.3	1.23084e-05	-2.17558e-06
-12.2	1.95206e-05	-5.45385e-06
-12.1	2.33949e-05	-9.83482e-06
-12	3.30808e-05	-2.27989e-05
-11.9	7.34036e-05	-3.32894e-05
-11.8	7.99601e-05	-4.64919e-05
-11.7	0.000101656	-6.32708e-05
-11.6	0.000111342	-9.15532e-05
-11.5	0.000191302	-0.000321837
-11.4	0.000187934	-0.000341387
-11.3	9.60534e-05	-0.000511054
-11.2	0.000140221	-0.000349702
-11.1	0.000142218	-0.000343116
-11	1.64808e-05	-0.000400962
-10.9	9.24473e-05	-0.000356527
-10.8	9.12552e-05	-0.000271382
-10.7	-0.000121207	-0.000184597
-10.6	1.94908e-05	-0.000183822
-10.5	-3.88923e-05	-0.000159086
-10.4	-2.13982e-05	-0.000185371
-10.3	-3.35576e-05	-7.19135e-05
-10.2	2.29479e-06	-0.000105918
-10.1	2.73586e-05	-0.000172109
-10	4.61342e-05	-0.000109315
-9.9	4.49421e-05	-6.62808e-05
-9.8	5.48961e-05	-3.39153e-05
-9.7	4.98893e-05	-1.97591e-05
-9.6	4.70581e-05	-1.49012e-05
-9.5	4.84588e-05	-1.45734e-05
-9.4	5.82936e-05	-1.7047e-05
-9.3	6.03499e-05	-1.66596e-05
-9.2	7.47745e-05	-2.19644e-05
-9.1	8.24933e-05	-2.53619e-05
-9	6.63106e-05	-1.80603e-05
-8.9	5.72207e-05	-1.37091e-05
-8.8	5.30186e-05	-1.17124e-05
-8.7	4.42567e-05	-8.94075e-06
-8.6	4.25878e-05	-8.01688e-06
-8.5	4.04122e-05	-7.39101e-06
-8.4	3.77896e-05	-6.97377e-06
-8.3	3.58524e-05	-6.40753e-06
-8.2	3.39451e-05	-5.69227e-06
-8.1	2.82527e-05	-4.44058e-06
-8	2.52129e-05	-3.7253e-06
-7.9	2.31267e-05	-3.30807e-06
-7.8	2.16962e-05	-3.01005e-06
-7.7	1.99379e-05	-2.80143e-06
-7.6	1.86564e-05	-2.62262e-06
-7.5	1.7047e-05	-2.29479e-06
-7.4	1.58251e-05	-2.05637e-06
-7.3	1.53781e-05	-1.90736e-06
-7.2	1.54675e-05	-1.87755e-06
-7.1	1.54973e-05	-1.87755e-06
-7	1.48714e-05	-1.72854e-06
-6.9	1.37985e-05	-1.54973e-06
-6.8	1.28747e-05	-1.46032e-06
-6.7	1.18912e-05	-1.34111e-06
-6.6	1.08779e-05	-1.2219e-06
-6.5	1.01328e-05	-1.1623e-06
-6.4	9.5368e-06	-1.04309e-06
-6.3	9.00036e-06	-9.53682e-07
-6.2	8.67253e-06	-9.23876e-07
-6.1	8.46392e-06	-8.04666e-07
-6	8.2255e-06	-7.74864e-07
-5.9	7.98708e-06	-8.04666e-07
-5.8	7.80827e-06	-8.04666e-07
-5.7	7.62945e-06	-8.04666e-07
-5.6	7.42081e-06	-8.34469e-07
-5.5	7.2718e-06	-7.45062e-07
-5.4	7.24199e-06	-6.85457e-07
-5.3	7.18239e-06	-6.85457e-07
-5.2	7.21219e-06	-6.85457e-07
-5.1	7.3016e-06	-6.55655e-07
-5	7.42081e-06	-6.85457e-07
-4.9	7.54002e-06	-6.85457e-07
-4.8	7.68906e-06	-7.74864e-07
-4.7	7.65926e-06	-8.04666e-07
-4.6	7.51021e-06	-8.04666e-07
-4.5	7.3612e-06	-7.74864e-07
-4.4	7.15259e-06	-7.45062e-07
-4.3	6.88437e-06	-6.85457e-07
-4.2	6.64595e-06	-6.25852e-07
-4.1	6.43733e-06	-5.9605e-07
-4	6.28832e-06	-5.9605e-07
-3.9	6.10951e-06	-5.36445e-07
-3.8	5.87109e-06	-5.36445e-07
-3.7	5.75188e-06	-5.36445e-07
-3.6	5.63267e-06	-5.66248e-07
-3.5	5.42405e-06	-4.76841e-07
-3.4	5.36445e-06	-4.17234e-07
-3.3	5.45385e-06	-4.76841e-07
-3.2	5.42405e-06	-4.76841e-07
-3.1	5.51346e-06	-5.06643e-07
-3	5.54326e-06	-5.06643e-07
-2.9	5.57306e-06	-5.9605e-07
-2.8	5.66247e-06	-5.06643e-07
-2.7	5.75188e-06	-6.25852e-07
-2.6	5.90089e-06	-5.36445e-07
-2.5	6.13931e-06	-5.9605e-07
-2.4	6.34792e-06	-6.25852e-07
-2.3	6.52674e-06	-6.25852e-07
-2.2	6.61614e-06	-6.25852e-07
-2.1	6.52674e-06	-6.55655e-07
-2	6.43733e-06	-6.55655e-07
-1.9	6.43733e-06	-6.55655e-07
-1.8	6.52674e-06	-6.55655e-07
-1.7	6.70555e-06	-6.85457e-07
-1.6	6.91417e-06	-6.85457e-07
-1.5	7.21219e-06	-7.45062e-07
-1.4	7.51021e-06	-7.74864e-07
-1.3	7.77846e-06	-8.04666e-07
-1.2	8.07649e-06	-8.34469e-07
-1.1	8.31491e-06	-9.23876e-07
-1	8.67253e-06	-9.83484e-07
-0.899999999999999	9.11957e-06	-1.01329e-06
-0.799999999999999	9.62621e-06	-1.04309e-06
-0.699999999999999	1.02521e-05	-1.1623e-06
-0.6	1.10567e-05	-1.31131e-06
-0.5	1.21296e-05	-1.46032e-06
-0.399999999999999	1.38283e-05	-1.75834e-06
-0.299999999999999	1.71365e-05	-2.47361e-06
-0.199999999999999	2.28883e-05	-3.78491e-06
-0.0999999999999996	3.36471e-05	-7.12278e-06
0	5.16179e-05	-1.52589e-05
0.100000000000001	7.05128e-05	-2.83123e-05
0.200000000000001	8.69934e-05	-3.80578e-05
0.300000000000001	8.01091e-05	-3.51074e-05
0.4	5.46577e-05	-2.69414e-05
0.5	3.76108e-05	-2.22923e-05
0.600000000000001	3.21867e-05	-1.38283e-05
0.700000000000001	2.64348e-05	-7.98708e-06
0.800000000000001	2.00869e-05	-4.61939e-06
0.9	1.61232e-05	-2.89084e-06
1	1.38581e-05	-1.78815e-06
1.1	1.23978e-05	-1.49012e-06
1.2	1.10567e-05	-1.1623e-06
1.3	1.02223e-05	-1.1325e-06
1.4	9.17917e-06	-1.01329e-06
1.5	8.67253e-06	-8.94073e-07
1.6	8.34471e-06	-9.53682e-07
1.7	7.98708e-06	-8.34469e-07
1.8	7.77846e-06	-8.04666e-07
1.9	7.42081e-06	-6.85457e-07
2	7.09298e-06	-5.36445e-07
2.1	6.88437e-06	-6.55655e-07
2.2	6.67575e-06	-7.45062e-07
2.3	6.16911e-06	-6.25852e-07
2.4	6.16911e-06	-6.25852e-07
2.5	5.87109e-06	-5.36445e-07
2.6	5.54326e-06	-5.36445e-07
2.7	5.27504e-06	-4.17234e-07
2.8	5.00682e-06	-4.76841e-07
2.9	4.61939e-06	-4.47037e-07
3	4.50018e-06	-4.47037e-07
3.1	4.23196e-06	-2.98025e-07
