# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 341
-17	7.68906e-06	-5.9605e-07
-16.9	7.98708e-06	-5.36445e-07
-16.8	8.10629e-06	-5.9605e-07
-16.7	7.92748e-06	-5.06643e-07
-16.6	8.31491e-06	-6.25852e-07
-16.5	8.2851e-06	-6.85457e-07
-16.4	8.40431e-06	-6.55655e-07
-16.3	8.16589e-06	-6.25852e-07
-16.2	8.07649e-06	-5.36445e-07
-16.1	7.89767e-06	-5.9605e-07
-16	7.95728e-06	-6.25852e-07
-15.9	8.07649e-06	-6.25852e-07
-15.8	8.16589e-06	-6.25852e-07
-15.7	8.31491e-06	-7.45062e-07
-15.6	8.2851e-06	-6.55655e-07
-15.5	8.64273e-06	-6.55655e-07
-15.4	8.55332e-06	-6.25852e-07
-15.3	8.73214e-06	-6.85457e-07
-15.2	9.03016e-06	-6.55655e-07
-15.1	9.20898e-06	-6.85457e-07
-15	9.38779e-06	-9.53682e-07
-14.9	9.14937e-06	-6.25852e-07
-14.8	9.11957e-06	-6.85457e-07
-14.7	9.23878e-06	-6.85457e-07
-14.6	9.08977e-06	-6.85457e-07
-14.5	9.38779e-06	-6.55655e-07
-14.4	9.95403e-06	-9.23876e-07
-14.3	9.77522e-06	-5.9605e-07
-14.2	9.77522e-06	-1.37091e-06
-14.1	1.07587e-05	-9.53682e-07
-14	1.04607e-05	-1.10269e-06
-13.9	1.11759e-05	-1.1921e-06
-13.8	1.13249e-05	-6.55655e-07
-13.7	1.06097e-05	-5.06643e-07
-13.6	1.01627e-05	-8.64271e-07
-13.5	9.74542e-06	-8.94073e-07
-13.4	9.74542e-06	-8.34469e-07
-13.3	1.00434e-05	-8.34469e-07
-13.2	1.00732e-05	-7.74864e-07
-13.1	1.04011e-05	-8.34469e-07
-13	1.07289e-05	-8.04666e-07
-12.9	1.01328e-05	-6.85457e-07
-12.8	1.04011e-05	-7.74864e-07
-12.7	1.05501e-05	-7.74864e-07
-12.6	1.14143e-05	-1.34111e-06
-12.5	1.09375e-05	-8.34469e-07
-12.4	1.09673e-05	-9.23876e-07
-12.3	1.07885e-05	-8.04666e-07
-12.2	1.09375e-05	-8.04666e-07
-12.1	1.08481e-05	-9.53682e-07
-12	1.08779e-05	-9.53682e-07
-11.9	1.07885e-05	-6.55655e-07
-11.8	1.15336e-05	-8.34469e-07
-11.7	1.12951e-05	-8.94073e-07
-11.6	1.08481e-05	-9.23876e-07
-11.5	1.09077e-05	-8.04666e-07
-11.4	1.14442e-05	-8.94073e-07
-11.3	1.12653e-05	-8.04666e-07
-11.2	1.09971e-05	-8.34469e-07
-11.1	1.11759e-05	-1.40072e-06
-11	1.11759e-05	-9.83484e-07
-10.9	1.11163e-05	-8.94073e-07
-10.8	1.14442e-05	-8.34469e-07
-10.7	1.13547e-05	-8.94073e-07
-10.6	1.12951e-05	-8.94073e-07
-10.5	1.10269e-05	-8.34469e-07
-10.4	1.10865e-05	-1.04309e-06
-10.3	1.09673e-05	-9.53682e-07
-10.2	1.14442e-05	-9.23876e-07
-10.1	1.1772e-05	-9.83484e-07
-10	1.17422e-05	-8.34469e-07
-9.9	1.16826e-05	-9.23876e-07
-9.8	1.17124e-05	-8.94073e-07
-9.7	1.15932e-05	-9.23876e-07
-9.6	1.18614e-05	-8.64271e-07
-9.5	1.23382e-05	-1.01329e-06
-9.4	1.23382e-05	-9.23876e-07
-9.3	1.23084e-05	-9.83484e-07
-9.2	1.22786e-05	-9.53682e-07
-9.1	1.21892e-05	-9.23876e-07
-9	1.25766e-05	-9.83484e-07
-8.9	1.27256e-05	-1.01329e-06
-8.8	1.29939e-05	-1.10269e-06
-8.7	1.31131e-05	-7.74864e-07
-8.6	1.29641e-05	-9.23876e-07
-8.5	1.31131e-05	-1.10269e-06
-8.4	1.32323e-05	-1.07289e-06
-8.3	1.35005e-05	-1.10269e-06
-8.2	1.39177e-05	-1.1325e-06
-8.1	1.44244e-05	-1.07289e-06
-8	1.4484e-05	-1.04309e-06
-7.9	1.45436e-05	-1.1325e-06
-7.8	1.46032e-05	-1.1623e-06
-7.7	1.40071e-05	-1.2219e-06
-7.6	1.40668e-05	-1.1623e-06
-7.5	1.39773e-05	-1.10269e-06
-7.4	1.38879e-05	-1.1325e-06
-7.3	1.40071e-05	-9.53682e-07
-7.2	1.45436e-05	-1.1325e-06
-7.1	1.41264e-05	-1.04309e-06
-7	1.39773e-05	-1.07289e-06
-6.9	1.43052e-05	-1.1623e-06
-6.8	1.74941e-05	-1.31131e-06
-6.7	1.50204e-05	-1.1921e-06
-6.6	1.47224e-05	-1.07289e-06
-6.5	1.46628e-05	-1.1623e-06
-6.4	1.46926e-05	-1.07289e-06
