# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 101
-5	4.29156e-05	-4.45548e-06
-4.9	4.34148e-05	-4.50763e-06
-4.8	4.38916e-05	-4.58214e-06
-4.7	4.44355e-05	-4.68644e-06
-4.6	4.49347e-05	-4.7237e-06
-4.5	4.54339e-05	-4.82055e-06
-4.4	4.59033e-05	-4.90996e-06
-4.3	4.64099e-05	-4.92486e-06
-4.2	4.6924e-05	-5.02917e-06
-4.1	4.74902e-05	-5.09623e-06
-4	4.79447e-05	-5.12603e-06
-3.9	4.85035e-05	-5.20053e-06
-3.8	4.90027e-05	-5.32719e-06
-3.7	4.95019e-05	-5.4017e-06
-3.6	5.00458e-05	-5.49111e-06
-3.5	5.05301e-05	-5.52836e-06
-3.4	5.10665e-05	-5.64012e-06
-3.3	5.15657e-05	-5.67737e-06
-3.2	5.21021e-05	-5.75188e-06
-3.1	5.26311e-05	-5.81893e-06
-3	5.31527e-05	-5.93814e-06
-2.9	5.35774e-05	-5.96049e-06
-2.8	5.41287e-05	-6.0797e-06
-2.7	5.45906e-05	-6.13931e-06
-2.6	5.50898e-05	-6.23617e-06
-2.5	5.56039e-05	-6.29577e-06
-2.4	5.6051e-05	-6.37028e-06
-2.3	5.65352e-05	-6.42988e-06
-2.2	5.69674e-05	-6.52674e-06
-2.1	5.73846e-05	-6.57144e-06
-2	5.7772e-05	-6.6385e-06
-1.9	5.8234e-05	-6.713e-06
-1.8	5.8614e-05	-6.78006e-06
-1.7	5.90014e-05	-6.84711e-06
-1.6	5.93367e-05	-6.94397e-06
-1.5	5.96719e-05	-6.96632e-06
-1.4	6.00445e-05	-7.02593e-06
-1.3	6.03201e-05	-7.10788e-06
-1.2	6.06405e-05	-7.16004e-06
-1.1	6.09236e-05	-7.15259e-06
-1	6.11995e-05	-7.22709e-06
-0.899999999999999	6.13411e-05	-7.22709e-06
-0.8	6.15721e-05	-7.3314e-06
-0.7	6.17658e-05	-7.35375e-06
-0.6	6.19669e-05	-7.45061e-06
-0.5	6.20638e-05	-7.38355e-06
-0.399999999999999	6.2116e-05	-7.3761e-06
-0.3	6.22352e-05	-7.41336e-06
-0.199999999999999	6.22277e-05	-7.42826e-06
-0.0999999999999996	6.22873e-05	-7.43571e-06
0	6.23171e-05	-7.42826e-06
0.100000000000001	6.22277e-05	-7.39101e-06
0.2	6.21979e-05	-7.39846e-06
0.300000000000001	6.2116e-05	-7.42826e-06
0.4	6.20042e-05	-7.36865e-06
0.5	6.18477e-05	-7.42081e-06
0.600000000000001	6.16466e-05	-7.35375e-06
0.7	6.14305e-05	-7.35375e-06
0.800000000000001	6.12517e-05	-7.29415e-06
0.9	6.09236e-05	-7.3016e-06
1	6.06331e-05	-7.3165e-06
1.1	6.03499e-05	-7.21964e-06
1.2	6.00817e-05	-7.15259e-06
1.3	5.97017e-05	-7.10043e-06
1.4	5.92994e-05	-7.06318e-06
1.5	5.89045e-05	-7.04828e-06
1.6	5.84798e-05	-6.96632e-06
1.7	5.80552e-05	-6.92162e-06
1.8	5.76379e-05	-6.85456e-06
1.9	5.71834e-05	-6.78751e-06
2	5.67364e-05	-6.70555e-06
2.1	5.62521e-05	-6.6385e-06
2.2	5.57604e-05	-6.57144e-06
2.3	5.52239e-05	-6.51184e-06
2.4	5.47396e-05	-6.37028e-06
2.5	5.41809e-05	-6.36282e-06
2.6	5.36817e-05	-6.25852e-06
2.7	5.3175e-05	-6.16166e-06
2.8	5.25864e-05	-6.0648e-06
2.9	5.20947e-05	-6.035e-06
3	5.15955e-05	-5.89344e-06
3.1	5.11261e-05	-5.84873e-06
3.2	5.0463e-05	-5.78168e-06
3.3	4.99415e-05	-5.70717e-06
3.4	4.93529e-05	-5.64012e-06
3.5	4.88388e-05	-5.57306e-06
3.6	4.83843e-05	-5.50601e-06
3.7	4.77957e-05	-5.39425e-06
3.8	4.72742e-05	-5.31229e-06
3.9	4.67303e-05	-5.24524e-06
4	4.62683e-05	-5.14838e-06
4.1	4.56872e-05	-5.08878e-06
4.2	4.52178e-05	-5.02917e-06
4.3	4.46963e-05	-4.96957e-06
4.4	4.41971e-05	-4.86526e-06
4.5	4.37053e-05	-4.8131e-06
4.6	4.31912e-05	-4.77585e-06
4.7	4.2774e-05	-4.67154e-06
4.8	4.22376e-05	-4.63429e-06
4.9	4.17905e-05	-4.55978e-06
5	4.11796e-05	-4.54488e-06
