# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 241
-12	4.0144e-05	-1.5229e-05
-11.9	4.01142e-05	-1.49608e-05
-11.8	3.99055e-05	-1.53483e-05
-11.7	4.02036e-05	-1.51992e-05
-11.6	4.00844e-05	-1.51396e-05
-11.5	4.00546e-05	-1.50502e-05
-11.4	3.99949e-05	-1.53781e-05
-11.3	3.99949e-05	-1.52589e-05
-11.2	4.01142e-05	-1.51396e-05
-11.1	4.0144e-05	-1.53185e-05
-11	3.99949e-05	-1.52887e-05
-10.9	3.99949e-05	-1.53781e-05
-10.8	4.00546e-05	-1.54377e-05
-10.7	4.00248e-05	-1.53781e-05
-10.6	3.99949e-05	-1.54675e-05
-10.5	4.0144e-05	-1.53483e-05
-10.4	4.02632e-05	-1.52589e-05
-10.3	4.00546e-05	-1.52589e-05
-10.2	4.00844e-05	-1.52887e-05
-10.1	4.00844e-05	-1.52887e-05
-10	4.01142e-05	-1.51992e-05
-9.9	4.00546e-05	-1.52589e-05
-9.8	4.01142e-05	-1.5229e-05
-9.7	4.00546e-05	-1.53185e-05
-9.6	4.01142e-05	-1.53781e-05
-9.5	4.01738e-05	-1.53483e-05
-9.4	4.0144e-05	-1.53781e-05
-9.3	4.01142e-05	-1.53781e-05
-9.2	3.99949e-05	-1.52887e-05
-9.1	3.99949e-05	-1.54675e-05
-9	4.01142e-05	-1.54079e-05
-8.9	4.0144e-05	-1.54377e-05
-8.8	3.99949e-05	-1.54675e-05
-8.7	4.01142e-05	-1.56165e-05
-8.6	3.99651e-05	-1.54079e-05
-8.5	4.00248e-05	-1.54079e-05
-8.4	4.00546e-05	-1.54377e-05
-8.3	4.00546e-05	-1.53781e-05
-8.2	4.00248e-05	-1.54377e-05
-8.1	4.00546e-05	-1.54675e-05
-8	4.00546e-05	-1.54675e-05
-7.9	4.00248e-05	-1.54973e-05
-7.8	4.00248e-05	-1.54973e-05
-7.7	4.01142e-05	-1.55271e-05
