# srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"	"X"	"Y"
# 141
-7	2.3693e-06	-1.207e-06	5.08878e-06	-1.49013e-07
-6.9	4.7386e-06	-9.01524e-07	5.19308e-06	1.56463e-07
-6.8	0.000109338	2.65391e-05	3.73276e-06	3.05476e-07
-6.7	0.000146315	-3.35055e-05	4.1649e-06	4.91742e-07
-6.6	0.000168026	-3.85719e-05	4.55978e-06	7.67413e-07
-6.5	0.000167468	-9.06144e-05	5.25269e-06	1.37836e-06
-6.4	0.000202128	-0.000218445	1.72631e-05	-5.21544e-07
-6.3	0.000218437	-0.000179798	6.18401e-06	1.885e-06
-6.2	0.000218437	-0.000129887	4.93976e-06	9.23876e-07
-6.1	0.00012827	-5.6267e-05	3.84453e-06	1.04309e-07
-6	0.000116371	-4.74902e-05	3.7253e-06	1.26661e-07
-5.9	0.000218437	-0.000171796	4.26176e-06	3.6508e-07
-5.8	0.000218437	-0.00013882	4.11275e-06	2.30969e-07
-5.7	0.000142769	-6.89183e-05	3.6508e-06	-3.72531e-08
-5.6	0.000105322	-4.0442e-05	3.52414e-06	-5.96051e-08
-5.5	8.64048e-05	-3.0324e-05	3.43473e-06	-2.3842e-07
-5.4	6.24065e-05	-1.82093e-05	3.45708e-06	-3.27827e-07
-5.3	3.88699e-05	-1.12132e-05	3.46453e-06	-4.47037e-07
-5.2	2.05712e-05	-5.71462e-06	3.44218e-06	-5.9605e-07
-5.1	1.29641e-05	-3.81473e-06	3.37513e-06	-7.67413e-07
-5	9.65601e-06	-2.47361e-06	3.41983e-06	-6.18402e-07
-4.9	7.01848e-06	-1.94462e-06	3.44963e-06	-7.52512e-07
-4.8	5.73698e-06	-1.40072e-06	3.54649e-06	-7.00358e-07
-4.7	4.89506e-06	-1.1623e-06	3.61355e-06	-7.30161e-07
-4.6	4.36607e-06	-8.4937e-07	3.76256e-06	-5.58797e-07
-4.5	3.94139e-06	-8.71722e-07	3.6657e-06	-6.78006e-07
-4.4	3.61355e-06	-8.86623e-07	3.67315e-06	-8.27018e-07
-4.3	3.41983e-06	-8.94073e-07	3.71785e-06	-9.08974e-07
-4.2	3.34533e-06	-8.79172e-07	3.7104e-06	-9.08974e-07
-4.1	3.28572e-06	-7.82315e-07	3.81473e-06	-6.92908e-07
-4	3.22612e-06	-7.15259e-07	3.79981e-06	-7.74864e-07
-3.9	3.0324e-06	-7.82315e-07	3.84453e-06	-8.86623e-07
-3.8	3.03985e-06	-7.45062e-07	3.82218e-06	-8.64271e-07
-3.7	2.90574e-06	-9.38777e-07	3.73276e-06	-1.05054e-06
-3.6	2.9728e-06	-8.34469e-07	3.80726e-06	-9.76033e-07
-3.5	2.91319e-06	-8.27018e-07	4.1351e-06	-1.09524e-06
-3.4	2.85359e-06	-8.79172e-07	4.11275e-06	-1.09524e-06
-3.3	2.68222e-06	-8.27018e-07	4.09785e-06	-1.15485e-06
-3.2	2.54811e-06	-6.48204e-07	4.24686e-06	-9.08974e-07
-3.1	2.3246e-06	-4.47037e-07	4.42567e-06	-8.64271e-07
-3	2.09363e-06	-5.21544e-07	4.49273e-06	-9.90934e-07
-2.9	1.89245e-06	-6.10951e-07	4.51508e-06	-1.36346e-06
-2.8	1.72854e-06	-5.58797e-07	4.45548e-06	-1.46032e-06
-2.7	1.67639e-06	-5.73698e-07	4.56724e-06	-1.50502e-06
-2.6	1.57953e-06	-5.66248e-07	4.36607e-06	-1.65404e-06
-2.5	1.58698e-06	-4.91742e-07	4.7386e-06	-1.51993e-06
-2.4	1.52738e-06	-5.43896e-07	4.7386e-06	-1.52738e-06
-2.3	1.49012e-06	-5.28995e-07	4.87271e-06	-1.65404e-06
-2.2	1.51993e-06	-4.84291e-07	5.01427e-06	-1.37836e-06
-2.1	1.38582e-06	-5.14094e-07	4.91741e-06	-1.70619e-06
-2	1.30386e-06	-5.58797e-07	4.82801e-06	-2.07128e-06
-1.9	1.25916e-06	-4.91742e-07	5.04407e-06	-1.92971e-06
-1.8	1.26661e-06	-3.87432e-07	5.4464e-06	-1.64659e-06
-1.7	1.11759e-06	-4.91742e-07	5.10368e-06	-2.02657e-06
-1.6	1.07289e-06	-4.84291e-07	5.23034e-06	-2.14578e-06
-1.5	1.07289e-06	-4.47037e-07	5.19308e-06	-2.07128e-06
-1.4	1.18465e-06	-4.17234e-07	5.82638e-06	-1.73599e-06
-1.3	1.19955e-06	-4.54487e-07	5.69972e-06	-1.98187e-06
-1.2	1.11014e-06	-5.73698e-07	5.05897e-06	-2.4438e-06
-1.1	1.19955e-06	-4.99193e-07	5.61032e-06	-2.19049e-06
-1	1.36346e-06	-3.79981e-07	6.16166e-06	-1.69129e-06
-0.899999999999999	1.26661e-06	-6.55655e-07	5.49111e-06	-2.52576e-06
-0.8	1.45287e-06	-6.78006e-07	5.81893e-06	-2.414e-06
-0.699999999999999	1.52738e-06	-8.27018e-07	5.48366e-06	-2.77163e-06
-0.6	1.78815e-06	-9.31326e-07	5.70717e-06	-2.71948e-06
-0.5	2.33205e-06	-1.00584e-06	6.61614e-06	-2.55556e-06
-0.399999999999999	2.71948e-06	-1.12504e-06	6.77261e-06	-2.71203e-06
-0.3	3.36768e-06	-1.27406e-06	7.81572e-06	-2.72693e-06
-0.199999999999999	4.41822e-06	-1.27406e-06	9.03016e-06	-2.3246e-06
-0.0999999999999996	5.22289e-06	-1.99677e-06	9.69326e-06	-3.42728e-06
0	6.91417e-06	-2.76418e-06	1.15038e-05	-4.20961e-06
0.100000000000001	7.05573e-06	-3.48689e-06	1.19582e-05	-5.22289e-06
0.2	5.51346e-06	-3.30062e-06	9.17917e-06	-4.91741e-06
0.300000000000001	4.15e-06	-2.92064e-06	6.98867e-06	-4.34372e-06
0.4	4.04569e-06	-2.30969e-06	7.36865e-06	-3.73276e-06
0.5	3.51669e-06	-1.68384e-06	7.00357e-06	-3.10691e-06
0.600000000000001	2.4289e-06	-1.62423e-06	5.66992e-06	-3.29317e-06
0.7	1.89991e-06	-1.38582e-06	5.11858e-06	-3.33787e-06
0.800000000000001	1.885e-06	-1.11014e-06	5.3421e-06	-2.89829e-06
0.9	1.83285e-06	-9.90934e-07	5.57306e-06	-2.76418e-06
1	1.63914e-06	-8.94073e-07	5.34955e-06	-2.62262e-06
1.1	1.39327e-06	-8.94073e-07	4.61939e-06	-2.57792e-06
1.2	1.26661e-06	-9.08974e-07	4.18726e-06	-2.72693e-06
1.3	1.46777e-06	-9.16425e-07	4.53743e-06	-2.55556e-06
1.4	1.59443e-06	-1.01329e-06	4.65664e-06	-2.72693e-06
1.5	1.65404e-06	-1.09524e-06	4.43312e-06	-2.64497e-06
1.6	2.21284e-06	-1.11014e-06	5.02172e-06	-2.31715e-06
1.7	2.71948e-06	-1.12504e-06	5.25269e-06	-1.94462e-06
1.8	2.55556e-06	-1.46777e-06	4.29901e-06	-2.16068e-06
1.9	2.55556e-06	-1.55718e-06	4.29901e-06	-2.27989e-06
2	2.68222e-06	-1.42307e-06	4.49273e-06	-2.09363e-06
2.1	2.94299e-06	-1.02819e-06	5.05897e-06	-1.60933e-06
2.2	2.78653e-06	-1.01329e-06	4.94721e-06	-1.54973e-06
2.3	2.81633e-06	-9.46227e-07	4.82055e-06	-1.47522e-06
2.4	2.91319e-06	-7.89765e-07	4.85036e-06	-1.19955e-06
2.5	2.98025e-06	-9.31326e-07	4.46293e-06	-1.31131e-06
2.6	2.90574e-06	-1.25916e-06	4.02334e-06	-1.51993e-06
2.7	3.24847e-06	-1.25916e-06	4.00844e-06	-1.47522e-06
2.8	3.73276e-06	-1.28151e-06	4.02334e-06	-1.25916e-06
2.9	3.85198e-06	-1.65404e-06	3.6806e-06	-1.47522e-06
3	3.50179e-06	-2.09363e-06	3.0175e-06	-1.67639e-06
3.1	3.64335e-06	-2.19794e-06	2.9579e-06	-1.61678e-06
3.2	3.81473e-06	-2.22029e-06	2.91319e-06	-1.52738e-06
3.3	3.65825e-06	-2.37675e-06	2.73438e-06	-1.56463e-06
3.4	3.29317e-06	-2.36185e-06	2.47361e-06	-1.53483e-06
3.5	3.03985e-06	-2.414e-06	2.3395e-06	-1.60933e-06
3.6	2.22029e-06	-2.13833e-06	1.95952e-06	-1.52738e-06
3.7	2.71203e-06	-2.02657e-06	2.3395e-06	-1.44542e-06
3.8	2.82378e-06	-2.09363e-06	2.4289e-06	-1.48267e-06
3.9	3.12181e-06	-2.01912e-06	2.53321e-06	-1.35601e-06
4	3.91903e-06	-1.7807e-06	2.83869e-06	-1.11014e-06
4.1	4.0755e-06	-2.09363e-06	2.59282e-06	-1.15485e-06
4.2	4.93231e-06	-2.04147e-06	2.79398e-06	-1.05054e-06
4.3	5.79658e-06	-2.14578e-06	2.85359e-06	-9.23876e-07
4.4	5.85619e-06	-2.79398e-06	2.53321e-06	-1.05054e-06
4.5	6.33302e-06	-3.80726e-06	2.27989e-06	-1.21445e-06
4.6	7.89022e-06	-4.85781e-06	2.21284e-06	-1.1921e-06
4.7	1.00211e-05	-5.12603e-06	2.48851e-06	-1.11759e-06
4.8	9.31328e-06	-6.53419e-06	2.07873e-06	-1.26661e-06
4.9	1.14218e-05	-8.11374e-06	2.03402e-06	-1.1921e-06
5	1.51322e-05	-1.06171e-05	2.01167e-06	-1.07289e-06
5.1	2.31938e-05	-1.67341e-05	2.19794e-06	-1.05799e-06
5.2	3.44145e-05	-2.98173e-05	2.24264e-06	-9.23876e-07
5.3	4.11572e-05	-5.22735e-05	1.93717e-06	-1.03564e-06
