# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 201
-10	0.000951055	-0.000967029
-9.9	0.000903372	-0.000674013
-9.8	0.000744585	-0.000377657
-9.7	0.000553612	-0.000213862
-9.6	0.000471594	-0.000148059
-9.5	0.000476124	-0.000140191
-9.4	0.000573162	-0.000166179
-9.3	0.000679258	-0.000199557
-9.2	0.000526194	-0.000131608
-9.1	0.000612739	-0.000157834
-9	0.000670914	-0.000175715
-8.9	0.000602249	-0.000144959
-8.8	0.000483515	-0.00010252
-8.7	0.000507358	-0.000108004
-8.6	0.000424387	-8.24933e-05
-8.5	0.00040126	-7.48639e-05
-8.4	0.000352385	-6.17509e-05
-8.3	0.00034547	-5.93665e-05
-8.2	0.000333788	-5.55518e-05
-8.1	0.00027919	-4.33924e-05
-8	0.000245811	-3.67167e-05
-7.9	0.000228406	-3.33788e-05
-7.8	0.000212909	-3.00409e-05
-7.7	0.00019455	-2.6703e-05
-7.6	0.000185252	-2.45572e-05
-7.5	0.000167371	-2.12194e-05
-7.4	0.000157119	-1.95504e-05
-7.3	0.000153781	-1.88352e-05
-7.2	0.000155927	-1.9312e-05
-7.1	0.000156165	-1.90736e-05
-7	0.000149489	-1.78815e-05
-6.9	0.000136615	-1.59742e-05
-6.8	0.000127078	-1.45436e-05
-6.7	0.000117064	-1.31131e-05
-6.6	0.000107289	-1.16826e-05
-6.5	0.000100136	-1.07289e-05
-6.4	9.39374e-05	-1.00136e-05
-6.3	8.96459e-05	-9.29838e-06
-6.2	8.67848e-05	-8.82155e-06
-6.1	8.3447e-05	-8.34471e-06
-6	8.13012e-05	-8.10629e-06
-5.9	7.91554e-05	-7.86787e-06
-5.8	7.70097e-05	-7.62945e-06
-5.7	7.58176e-05	-7.39101e-06
-5.6	7.41486e-05	-7.39101e-06
-5.5	7.27181e-05	-7.15259e-06
-5.4	7.17645e-05	-6.91417e-06
-5.3	7.12876e-05	-6.91417e-06
-5.2	7.17645e-05	-7.15259e-06
-5.1	7.29566e-05	-7.15259e-06
-5	7.41486e-05	-7.39101e-06
-4.9	7.51023e-05	-7.39101e-06
-4.8	7.6056e-05	-7.39101e-06
-4.7	7.62944e-05	-7.39101e-06
-4.6	7.51023e-05	-7.39101e-06
-4.5	7.41486e-05	-7.39101e-06
-4.4	7.17645e-05	-7.15259e-06
-4.3	6.91419e-05	-6.67575e-06
-4.2	6.62808e-05	-6.19891e-06
-4.1	6.38966e-05	-6.19891e-06
-4	6.19893e-05	-5.96049e-06
-3.9	6.03201e-05	-5.72208e-06
-3.8	5.84128e-05	-5.48366e-06
-3.7	5.69823e-05	-5.48366e-06
-3.6	5.60286e-05	-5.24524e-06
-3.5	5.48365e-05	-5.24524e-06
-3.4	5.45981e-05	-5.24524e-06
-3.3	5.43597e-05	-5.00682e-06
-3.2	5.43597e-05	-5.24524e-06
-3.1	5.45981e-05	-5.24524e-06
-3	5.53133e-05	-5.00682e-06
-2.9	5.6267e-05	-5.24524e-06
-2.8	5.72207e-05	-5.48366e-06
-2.7	5.81744e-05	-5.48366e-06
-2.6	5.96049e-05	-5.72208e-06
-2.5	6.19893e-05	-5.72208e-06
-2.4	6.46119e-05	-6.19891e-06
-2.3	6.55656e-05	-6.19891e-06
-2.2	6.53272e-05	-6.19891e-06
-2.1	6.46119e-05	-6.19891e-06
-2	6.46119e-05	-6.19891e-06
-1.9	6.46119e-05	-6.19891e-06
-1.8	6.55656e-05	-6.19891e-06
-1.7	6.74729e-05	-6.67575e-06
-1.6	6.93803e-05	-6.91417e-06
-1.5	7.20029e-05	-7.15259e-06
-1.4	7.46255e-05	-7.39101e-06
-1.3	7.70097e-05	-7.86787e-06
-1.2	7.96323e-05	-8.10629e-06
-1.1	8.27317e-05	-8.58313e-06
-1	8.58312e-05	-9.05996e-06
-0.9	9.05995e-05	-1.00136e-05
-0.799999999999999	9.70368e-05	-1.09673e-05
-0.699999999999999	0.000103474	-1.16826e-05
-0.6	0.000111104	-1.28747e-05
-0.5	0.000121832	-1.50204e-05
-0.399999999999999	0.000141145	-1.83583e-05
-0.299999999999999	0.000176431	-2.50341e-05
-0.199999999999999	0.000238181	-3.88625e-05
-0.0999999999999996	0.000374557	-7.98707e-05
0	0.000634197	-0.000197888
0.100000000000001	0.000945572	-0.000398638
0.200000000000001	0.000850681	-0.000364067
0.300000000000001	0.000700239	-0.00025964
0.4	0.000577454	-0.000251772
0.5	0.000406267	-0.000229836
0.600000000000001	0.000289204	-0.000133515
0.700000000000001	0.000237227	-6.41351e-05
0.800000000000001	0.000183345	-4.55382e-05
0.9	0.000152827	-2.62262e-05
1	0.000133515	-1.71663e-05
1.1	0.000121117	-1.43052e-05
1.2	0.000108719	-1.1921e-05
1.3	9.84673e-05	-1.07289e-05
1.4	9.05995e-05	-9.5368e-06
1.5	8.58312e-05	-9.05996e-06
1.6	8.13012e-05	-8.34471e-06
1.7	7.84402e-05	-7.86787e-06
1.8	7.58176e-05	-7.62945e-06
1.9	7.3195e-05	-7.15259e-06
2	7.00955e-05	-6.67575e-06
2.1	6.79498e-05	-6.67575e-06
2.2	6.5804e-05	-6.67575e-06
2.3	6.38966e-05	-6.19891e-06
2.4	6.1274e-05	-5.96049e-06
2.5	5.86512e-05	-5.72208e-06
2.6	5.48365e-05	-5.24524e-06
2.7	5.17371e-05	-5.00682e-06
2.8	4.8876e-05	-4.52998e-06
2.9	4.64919e-05	-4.05314e-06
3	4.43461e-05	-4.05314e-06
3.1	4.26772e-05	-3.81473e-06
3.2	4.12466e-05	-3.57629e-06
3.3	4.00546e-05	-3.33787e-06
3.4	3.8624e-05	-3.33787e-06
3.5	3.79088e-05	-3.33787e-06
3.6	3.71935e-05	-3.33787e-06
3.7	3.67167e-05	-3.09946e-06
3.8	3.62399e-05	-3.09946e-06
3.9	3.5763e-05	-3.33787e-06
4	3.5763e-05	-3.09946e-06
4.1	3.55246e-05	-3.09946e-06
4.2	3.55246e-05	-3.09946e-06
4.3	3.5763e-05	-3.09946e-06
4.4	3.62399e-05	-3.33787e-06
4.5	3.74319e-05	-3.33787e-06
4.6	3.91009e-05	-3.33787e-06
4.7	4.14851e-05	-3.81473e-06
4.8	4.26772e-05	-3.81473e-06
4.9	4.10082e-05	-3.81473e-06
5	3.8624e-05	-3.33787e-06
5.1	3.60014e-05	-3.33787e-06
5.2	3.40941e-05	-2.86104e-06
5.3	3.26636e-05	-2.86104e-06
5.4	3.17099e-05	-2.86104e-06
5.5	3.09946e-05	-2.86104e-06
5.6	3.07562e-05	-2.86104e-06
5.7	3.05178e-05	-2.86104e-06
5.8	3.05178e-05	-2.86104e-06
5.9	3.09946e-05	-2.86104e-06
6	3.12331e-05	-2.86104e-06
6.1	3.14715e-05	-2.86104e-06
6.2	3.19483e-05	-2.86104e-06
6.3	3.26636e-05	-2.86104e-06
6.4	3.36173e-05	-2.86104e-06
6.5	3.45709e-05	-3.09946e-06
6.6	3.5763e-05	-3.09946e-06
6.7	3.71935e-05	-3.33787e-06
6.8	3.91009e-05	-3.57629e-06
6.9	4.19619e-05	-3.81473e-06
7	4.67303e-05	-4.29156e-06
7.1	5.67439e-05	-5.24524e-06
7.2	6.81882e-05	-6.67575e-06
7.3	7.65328e-05	-7.39101e-06
7.4	7.86786e-05	-7.62945e-06
7.5	7.72481e-05	-7.39101e-06
7.6	7.34334e-05	-7.15259e-06
7.7	6.91419e-05	-6.67575e-06
7.8	6.67577e-05	-6.43733e-06
7.9	6.67577e-05	-6.67575e-06
8	6.65192e-05	-6.67575e-06
8.1	6.72345e-05	-6.67575e-06
8.2	6.81882e-05	-6.91417e-06
8.3	6.72345e-05	-6.67575e-06
8.4	6.5804e-05	-6.67575e-06
8.5	6.43735e-05	-6.67575e-06
8.6	6.34198e-05	-6.43733e-06
8.7	6.36582e-05	-6.67575e-06
8.8	6.50887e-05	-6.91417e-06
8.9	6.74729e-05	-7.39101e-06
9	7.39102e-05	-8.10629e-06
9.1	8.3447e-05	-9.5368e-06
9.2	0.00010562	-1.23978e-05
9.3	0.000144483	-1.83583e-05
9.4	0.000227452	-3.24252e-05
9.5	0.000523333	-0.000102997
9.6	0.0014813	-0.0006187
9.7	0.00256206	-0.003186
9.8	0.00258352	-0.00224711
9.9	0.00217749	-0.00153852
10	0.00172878	-0.00112248
