# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 261
13	8.34236e-07	-8.98731e-08
12.9	8.45877e-07	-3.25965e-08
12.8	8.19335e-07	-5.16886e-08
12.7	7.89765e-07	-2.93368e-08
12.6	8.02804e-07	-8.56821e-08
12.5	8.30045e-07	-5.54139e-08
12.4	8.14445e-07	-4.54022e-08
12.3	8.42618e-07	-7.40406e-08
12.2	8.7079e-07	-7.38078e-08
12.1	8.87088e-07	-4.61007e-08
12	8.56588e-07	-6.82198e-08
11.9	8.91745e-07	-6.89183e-08
11.8	8.43549e-07	-6.03036e-08
11.7	7.92326e-07	-6.68228e-08
11.6	6.68228e-07	-6.17006e-08
11.5	6.2562e-07	-3.77188e-08
11.4	5.37144e-07	-4.02799e-08
11.3	4.67293e-07	-3.44592e-08
11.2	4.70785e-07	-3.4692e-08
11.1	4.38655e-07	-4.47037e-08
11	4.04429e-07	-2.72413e-08
10.9	3.88363e-07	-1.60654e-08
10.8	3.716e-07	-3.0501e-08
10.7	3.44591e-07	-3.11995e-08
10.6	3.1409e-07	-3.58561e-08
10.5	3.30389e-07	-6.51929e-09
10.4	3.2061e-07	-2.67756e-08
10.3	2.88246e-07	-3.98143e-08
10.2	2.84288e-07	2.51458e-08
10.1	2.60772e-07	-4.35396e-08
10	2.631e-07	-5.79751e-08
9.9	2.91273e-07	-1.18744e-08
9.8	2.5728e-07	-1.62982e-09
9.7	2.7125e-07	-3.58561e-08
9.6	2.39119e-07	-3.65546e-08
9.5	2.50993e-07	3.49247e-09
9.4	2.3842e-07	-8.38196e-09
9.3	2.15136e-07	-3.3295e-08
9.2	2.57513e-07	-1.53669e-08
9.1	2.2445e-07	-1.04774e-08
9	2.37255e-07	-2.4913e-08
8.9	2.21656e-07	1.09431e-08
8.8	1.96743e-07	-2.79398e-08
8.7	2.01865e-07	-6.51929e-09
8.6	1.89991e-07	-6.28646e-09
8.5	2.27476e-07	1.16416e-09
8.4	2.28641e-07	-3.93486e-08
8.3	2.07686e-07	1.23401e-08
8.2	2.14438e-07	-1.51341e-08
8.1	2.29106e-07	-2.02564e-08
8	2.14671e-07	-1.46684e-08
7.9	1.97907e-07	-6.05363e-09
7.8	1.96743e-07	2.28175e-08
7.7	1.98373e-07	2.32832e-09
7.6	2.06522e-07	-4.42381e-09
7.5	1.99071e-07	6.05363e-09
7.4	1.72296e-07	-6.75212e-09
7.3	1.82074e-07	-2.88711e-08
7.2	1.858e-07	-2.23519e-08
7.1	1.95113e-07	-2.04892e-08
7	1.98605e-07	-2.81726e-08
6.9	2.20259e-07	4.88947e-09
6.8	1.8743e-07	-2.51458e-08
6.7	2.06289e-07	-2.56115e-08
6.6	2.26312e-07	-2.23519e-08
6.5	2.26079e-07	-2.79398e-08
6.4	2.4168e-07	-6.75212e-09
6.3	2.03961e-07	-3.53905e-08
6.2	2.69387e-07	-1.67639e-08
6.1	2.91739e-07	4.88947e-09
6	2.72647e-07	-4.72648e-08
5.9	2.91971e-07	-2.84055e-08
5.8	3.29457e-07	-1.95579e-08
5.7	3.51343e-07	-5.28528e-08
5.6	4.17467e-07	-2.65428e-08
5.5	4.70785e-07	-4.88947e-09
5.4	5.45759e-07	-3.4692e-08
5.3	7.12465e-07	-2.4913e-08
5.2	8.86856e-07	-5.91392e-08
5.1	1.0368e-06	-7.35749e-08
5	1.15997e-06	-1.01282e-07
4.9	1.20025e-06	-9.5461e-08
4.8	1.20328e-06	-8.05599e-08
4.7	1.2063e-06	-9.63923e-08
4.6	1.16672e-06	-9.15029e-08
4.5	1.12039e-06	-8.42851e-08
4.4	1.08779e-06	-9.66252e-08
4.3	1.01003e-06	-7.93957e-08
4.2	9.34819e-07	-5.89064e-08
4.1	8.58916e-07	-1.08034e-07
4	7.74631e-07	-5.91392e-08
3.9	7.43432e-07	-4.02799e-08
3.8	6.8732e-07	-3.65546e-08
3.7	6.50765e-07	-7.35749e-08
3.6	6.46342e-07	-1.09897e-07
3.5	5.88134e-07	-4.33067e-08
3.4	6.02104e-07	-4.88947e-08
3.3	5.65316e-07	-4.16769e-08
3.2	5.27598e-07	-4.30739e-08
3.1	5.52278e-07	-5.00588e-08
3	5.11998e-07	-3.98143e-08
2.9	4.75908e-07	-4.44709e-08
2.8	4.67293e-07	-2.30503e-08
2.7	4.2096e-07	-3.07339e-08
2.6	4.19563e-07	-1.11759e-08
2.5	4.27945e-07	-1.18744e-08
2.4	4.01169e-07	-2.58443e-08
2.3	3.97909e-07	-2.11877e-08
2.2	3.91157e-07	-2.04892e-08
2.1	4.18631e-07	-6.17006e-08
2	3.90226e-07	-2.2119e-08
1.9	3.91623e-07	-1.62983e-08
1.8	4.22357e-07	-3.0501e-08
1.7	4.01402e-07	-4.91275e-08
1.6	4.25616e-07	-1.09431e-08
1.5	4.31903e-07	-1.18744e-08
1.4	4.11646e-07	-5.14558e-08
1.3	4.62171e-07	-4.14441e-08
1.2	4.64732e-07	-2.42145e-08
1.1	5.27831e-07	-2.53787e-08
1	5.64385e-07	-8.61478e-08
0.899999999999999	5.80218e-07	-7.26436e-08
0.799999999999999	7.32955e-07	-4.77305e-08
0.699999999999999	8.0164e-07	-5.75094e-08
0.6	9.32258e-07	-9.45297e-08
0.5	1.02679e-06	-8.61478e-08
0.399999999999999	1.23727e-06	-8.91746e-08
0.299999999999999	1.34577e-06	-1.27592e-07
0.199999999999999	1.53553e-06	-1.01282e-07
0.0999999999999996	1.58884e-06	-1.30619e-07
0	1.33855e-06	-1.15252e-07
-0.100000000000001	1.14693e-06	-8.70791e-08
-0.200000000000001	9.78827e-07	-6.77542e-08
-0.300000000000001	8.54958e-07	-6.28647e-08
-0.4	7.53676e-07	-4.8429e-08
-0.5	7.00591e-07	-4.30739e-08
-0.600000000000001	6.22127e-07	-2.18862e-08
-0.700000000000001	5.81847e-07	-4.58679e-08
-0.800000000000001	5.0478e-07	-2.32832e-08
-0.9	5.0967e-07	-4.7032e-08
-1	5.08739e-07	-5.91392e-08
-1.1	4.37956e-07	-3.1898e-08
-1.2	4.73347e-07	-2.70085e-08
-1.3	4.17933e-07	-5.40169e-08
-1.4	4.02333e-07	-3.56233e-08
-1.5	3.84172e-07	-3.44592e-08
-1.6	3.86035e-07	-1.46684e-08
-1.7	3.67409e-07	-2.74741e-08
-1.8	4.34929e-07	-2.44473e-08
-1.9	3.7905e-07	-2.56115e-08
-2	4.01635e-07	-4.63335e-08
-2.1	3.86501e-07	-1.00118e-08
-2.2	4.04196e-07	-4.65664e-09
-2.3	3.65313e-07	-4.65664e-09
-2.4	4.15605e-07	-1.83937e-08
-2.5	3.98142e-07	-3.98143e-08
-2.6	3.70203e-07	-6.84527e-08
-2.7	4.06291e-07	-3.84173e-08
-2.8	4.12811e-07	-2.88711e-08
-2.9	4.12578e-07	-4.30739e-08
-3	4.25383e-07	-3.65546e-08
-3.1	4.32368e-07	-2.0722e-08
-3.2	4.60774e-07	-3.07339e-08
-3.3	4.62403e-07	-5.58796e-08
-3.4	5.02918e-07	-3.11995e-08
-3.5	5.51579e-07	-1.23401e-08
-3.6	5.64618e-07	-4.09784e-08
-3.7	6.61941e-07	-2.72413e-08
-3.8	6.89182e-07	-3.53905e-08
-3.9	7.65551e-07	-5.21543e-08
-4	8.42851e-07	-7.52048e-08
-4.1	9.00127e-07	-4.35396e-08
-4.2	9.47392e-07	-6.05364e-08
-4.3	9.18753e-07	-5.58796e-08
-4.4	9.05249e-07	-8.80104e-08
-4.5	8.86623e-07	-5.82079e-08
-4.6	8.8476e-07	-5.21543e-08
-4.7	8.84527e-07	-8.80104e-08
-4.8	8.64038e-07	-7.19451e-08
-4.9	8.18403e-07	-4.93603e-08
-5	7.11301e-07	-3.30622e-08
-5.1	6.19799e-07	-2.88711e-08
-5.2	5.42033e-07	-1.95579e-08
-5.3	4.60774e-07	6.75212e-09
-5.4	3.38538e-07	-3.72532e-09
-5.5	3.02914e-07	-5.35513e-08
-5.6	3.06407e-07	-3.49248e-08
-5.7	2.64497e-07	0
-5.8	2.35858e-07	-3.91158e-08
-5.9	2.23285e-07	-1.18744e-08
-6	2.00934e-07	-5.00588e-08
-6.1	2.09781e-07	-2.32832e-10
-6.2	1.97441e-07	0
-6.3	2.01632e-07	-3.91158e-08
-6.4	2.16766e-07	-1.62982e-09
-6.5	2.03262e-07	-1.39699e-09
-6.6	2.33297e-07	-1.37371e-08
-6.7	2.08384e-07	9.3133e-10
-6.8	2.13274e-07	-2.7707e-08
-6.9	2.26312e-07	-3.72532e-09
-7	2.5728e-07	-2.09549e-08
-7.1	2.30503e-07	1.88594e-08
-7.2	2.47501e-07	-2.70085e-08
-7.3	2.11178e-07	-1.93251e-08
-7.4	2.30969e-07	5.35513e-09
-7.5	2.2119e-07	-3.0501e-08
-7.6	2.60772e-07	-1.44356e-08
-7.7	2.26079e-07	-1.42027e-08
-7.8	2.2445e-07	-2.81726e-08
-7.9	2.45172e-07	-1.81609e-08
-8	2.46104e-07	-2.53787e-08
-8.1	2.39817e-07	6.98495e-09
-8.2	3.06873e-07	6.98495e-09
-8.3	2.77769e-07	-4.42381e-09
-8.4	2.54951e-07	-1.35042e-08
