# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 301
8	1.43126e-05	-6.40753e-06
7.95	1.90513e-05	-8.73959e-06
7.9	3.36098e-05	-1.34931e-05
7.85	7.64732e-05	-3.01899e-05
7.8	0.000218437	-0.000218445
7.75	0.000218437	-0.000218445
7.7	-0.000163817	-0.000218445
7.65	-0.000218445	-0.000218445
7.6	-1.65404e-05	-0.000218445
7.55	-7.43871e-05	-0.000218445
7.5	-0.000218445	-0.000218445
7.45	-0.000218445	-0.000218445
7.4	-0.000218445	-0.000218445
7.35	-0.000218445	-0.000218445
7.3	-0.000152186	-0.000218445
7.25	-0.000149854	-0.000218445
7.2	-0.000121542	-0.000218445
7.15	-0.000218445	-0.000218445
7.1	-0.000198782	-0.000218445
7.05	-0.000101418	-0.000218445
7	-0.000103802	-0.000218445
6.95	-0.000183859	-0.000218445
6.9	-0.000218445	-0.000218445
6.85	-0.000218445	-0.000218445
6.8	-0.000218445	-0.000218445
6.75	-0.000218445	8.92585e-06
6.7	-0.000161701	2.26201e-05
6.65	-0.000166857	-2.74034e-05
6.6	-0.000119158	-4.93827e-05
6.55	-4.02259e-05	-6.33751e-05
6.5	-5.55518e-05	-6.42021e-05
6.45	1.49459e-05	-7.54897e-05
6.4	6.28832e-06	-7.6354e-05
6.35	-2.01018e-05	-6.24289e-05
6.3	2.36185e-05	-5.71089e-05
6.25	2.05265e-05	-4.63354e-05
6.2	4.21109e-05	-4.2856e-05
6.15	4.48453e-05	-4.3005e-05
6.1	4.39363e-05	-3.93169e-05
6.05	4.4279e-05	-3.91456e-05
6	4.79298e-05	-4.20141e-05
5.95	5.30707e-05	-4.25356e-05
5.9	6.26747e-05	-4.95242e-05
5.85	8.65762e-05	-6.77486e-05
5.8	0.000112899	-0.000104093
5.75	0.000110135	-0.000115864
5.7	0.000106566	-0.000111446
5.65	9.69102e-05	-9.57702e-05
5.6	7.61678e-05	-8.11149e-05
5.55	5.99625e-05	-5.21543e-05
5.5	3.92275e-05	-3.45858e-05
5.45	2.59505e-05	-2.30001e-05
5.4	2.19272e-05	-1.72035e-05
5.35	1.81125e-05	-1.4633e-05
5.3	1.61828e-05	-1.22935e-05
5.25	1.71961e-05	-1.08481e-05
5.2	1.74196e-05	-1.09003e-05
5.15	1.95802e-05	-1.16453e-05
5.1	1.9923e-05	-9.99129e-06
5.05	1.69055e-05	-7.16004e-06
5	1.35676e-05	-5.39425e-06
4.95	1.14889e-05	-4.50763e-06
4.9	1.05426e-05	-3.90413e-06
4.85	9.93168e-06	-3.6806e-06
4.8	9.37289e-06	-3.55394e-06
4.75	9.07487e-06	-3.39748e-06
4.7	8.79919e-06	-3.6359e-06
4.65	8.79919e-06	-3.68805e-06
4.6	9.23878e-06	-3.82218e-06
4.55	9.93168e-06	-3.88923e-06
4.5	1.05724e-05	-3.82218e-06
4.45	1.08407e-05	-4.1649e-06
4.4	1.16081e-05	-4.25431e-06
4.35	1.24351e-05	-4.44058e-06
4.3	1.34707e-05	-4.7535e-06
4.25	1.47746e-05	-5.4315e-06
4.2	1.64808e-05	-5.95304e-06
4.15	1.89842e-05	-6.97377e-06
4.1	2.25754e-05	-8.03923e-06
4.05	2.75375e-05	-9.70816e-06
4	3.44517e-05	-1.37315e-05
3.95	4.64695e-05	-1.91556e-05
3.9	6.04319e-05	-2.62411e-05
3.85	7.11237e-05	-3.29243e-05
3.8	7.75461e-05	-3.59046e-05
3.75	6.46566e-05	-2.93778e-05
3.7	4.80863e-05	-2.16813e-05
3.65	3.60238e-05	-1.7047e-05
3.6	2.77684e-05	-1.38358e-05
3.55	2.22997e-05	-1.15932e-05
3.5	2.0221e-05	-9.99129e-06
3.45	1.92822e-05	-9.00036e-06
3.4	1.8485e-05	-7.64435e-06
3.35	1.67714e-05	-6.80241e-06
3.3	1.49236e-05	-6.15421e-06
3.25	1.38581e-05	-5.4166e-06
3.2	1.32397e-05	-4.76095e-06
3.15	1.24351e-05	-4.7237e-06
3.1	1.20178e-05	-4.44058e-06
3.05	1.18167e-05	-4.0606e-06
3	1.16751e-05	-3.91158e-06
2.95	1.16155e-05	-3.6955e-06
2.9	1.17049e-05	-3.56139e-06
2.85	1.19061e-05	-3.30062e-06
2.8	1.19731e-05	-3.34533e-06
2.75	1.22265e-05	-3.48689e-06
2.7	1.23829e-05	-3.67315e-06
2.65	1.24723e-05	-3.93394e-06
2.6	1.28821e-05	-4.1202e-06
2.55	1.33142e-05	-4.36607e-06
2.5	1.41338e-05	-4.57469e-06
2.45	1.48565e-05	-4.84291e-06
2.4	1.55048e-05	-4.96212e-06
2.35	1.59518e-05	-5.50601e-06
2.3	1.71663e-05	-5.97539e-06
2.25	1.85446e-05	-6.16166e-06
2.2	1.96846e-05	-6.54909e-06
2.15	2.07276e-05	-6.83966e-06
2.1	2.22923e-05	-7.3463e-06
2.05	2.34545e-05	-7.89767e-06
2	2.36706e-05	-8.56078e-06
1.95	2.25977e-05	-9.05996e-06
1.9	2.20166e-05	-8.83645e-06
1.85	2.02284e-05	-8.34471e-06
1.8	1.92897e-05	-7.21219e-06
1.75	1.70321e-05	-6.0201e-06
1.7	1.47299e-05	-4.77585e-06
1.65	1.20327e-05	-4.23941e-06
1.6	1.02521e-05	-3.68805e-06
1.55	8.92585e-06	-3.36023e-06
1.5	8.16589e-06	-2.95044e-06
1.45	7.64435e-06	-2.64497e-06
1.4	7.15259e-06	-2.45126e-06
1.35	6.7279e-06	-2.31715e-06
1.3	6.37028e-06	-2.30224e-06
1.25	6.0797e-06	-2.30969e-06
1.2	5.89344e-06	-2.28734e-06
1.15	5.88599e-06	-2.25009e-06
1.1	6.12441e-06	-2.13833e-06
1.05	6.10205e-06	-2.25009e-06
1	6.35537e-06	-2.08618e-06
0.949999999999999	6.61614e-06	-2.10853e-06
0.899999999999999	6.86946e-06	-2.13833e-06
0.85	7.02593e-06	-2.25009e-06
0.8	7.13769e-06	-2.47361e-06
0.75	7.53257e-06	-2.68222e-06
0.699999999999999	7.95728e-06	-2.81633e-06
0.649999999999999	8.47882e-06	-2.9579e-06
0.6	8.829e-06	-3.17396e-06
0.55	9.39524e-06	-3.37513e-06
0.5	1.03787e-05	-3.44963e-06
0.449999999999999	1.16081e-05	-3.53159e-06
0.399999999999999	1.28151e-05	-3.79981e-06
0.35	1.39997e-05	-4.42567e-06
0.3	1.56389e-05	-5.56561e-06
0.25	1.8865e-05	-6.96632e-06
0.199999999999999	2.40878e-05	-8.67253e-06
0.149999999999999	3.31032e-05	-1.17645e-05
0.0999999999999996	4.3385e-05	-1.54526e-05
0.0499999999999998	4.26548e-05	-1.4633e-05
0	3.55544e-05	-1.21669e-05
-0.0500000000000007	2.86625e-05	-8.8588e-06
-0.0999999999999996	2.32012e-05	-6.85456e-06
-0.15	1.96249e-05	-5.71462e-06
-0.200000000000001	1.67192e-05	-4.87271e-06
-0.25	1.46628e-05	-4.38842e-06
-0.300000000000001	1.30907e-05	-4.02334e-06
-0.35	1.19433e-05	-3.51669e-06
-0.4	1.10791e-05	-3.0175e-06
