# srdc_volt_set	lockin2_X	lockin2_Y
# "volt"	"X"	"Y"
# 201
-10	3.47572e-05	-2.14131e-05
-9.9	3.12182e-05	-1.37985e-05
-9.8	2.36557e-05	-7.77846e-06
-9.7	2.18676e-05	-6.28087e-06
-9.6	1.96249e-05	-5.23034e-06
-9.5	1.9245e-05	-4.88761e-06
-9.4	2.14131e-05	-5.36445e-06
-9.3	2.15472e-05	-5.11858e-06
-9.2	2.07425e-05	-4.63429e-06
-9.1	2.14727e-05	-4.69389e-06
-9	2.27244e-05	-4.94721e-06
-8.9	2.09661e-05	-4.38842e-06
-8.8	1.88203e-05	-3.71785e-06
-8.7	1.81572e-05	-3.48689e-06
-8.6	1.66894e-05	-3.03985e-06
-8.5	1.54228e-05	-2.73438e-06
-8.4	1.48938e-05	-2.52576e-06
-8.3	1.4186e-05	-2.31715e-06
-8.2	1.37389e-05	-2.16813e-06
-8.1	1.24798e-05	-1.90736e-06
-8	1.1921e-05	-1.76579e-06
-7.9	1.14292e-05	-1.71364e-06
-7.8	1.08034e-05	-1.58698e-06
-7.7	1.01477e-05	-1.40072e-06
-7.6	9.75287e-06	-1.31876e-06
-7.5	9.24623e-06	-1.207e-06
-7.4	8.97801e-06	-1.1623e-06
-7.3	8.65763e-06	-1.06544e-06
-7.2	8.46392e-06	-1.07289e-06
-7.1	8.2255e-06	-1.05799e-06
-7	7.86042e-06	-1.04309e-06
-6.9	7.52512e-06	-9.16425e-07
-6.8	7.09298e-06	-8.27018e-07
-6.7	6.6981e-06	-7.59963e-07
-6.6	6.30322e-06	-7.15259e-07
-6.5	6.07225e-06	-6.63105e-07
-6.4	5.77423e-06	-6.85457e-07
-6.3	5.56561e-06	-6.25852e-07
-6.2	5.36445e-06	-5.886e-07
-6.1	5.25269e-06	-5.51347e-07
-6	5.11858e-06	-5.36445e-07
-5.9	5.00682e-06	-5.51347e-07
-5.8	4.90251e-06	-5.21544e-07
-5.7	4.8131e-06	-4.91742e-07
-5.6	4.68644e-06	-4.91742e-07
-5.5	4.58214e-06	-5.06643e-07
-5.4	4.50763e-06	-4.91742e-07
-5.3	4.47038e-06	-4.24685e-07
-5.2	4.43312e-06	-3.94883e-07
-5.1	4.37352e-06	-4.32135e-07
-5	4.32882e-06	-4.32135e-07
-4.9	4.29156e-06	-4.76841e-07
-4.8	4.18726e-06	-4.02333e-07
-4.7	4.12765e-06	-4.47037e-07
-4.6	4.01589e-06	-3.87432e-07
-4.5	3.95629e-06	-3.94883e-07
-4.4	3.86688e-06	-3.79981e-07
-4.3	3.79981e-06	-3.5763e-07
-4.2	3.7253e-06	-3.27827e-07
-4.1	3.6657e-06	-3.79981e-07
-4	3.56884e-06	-3.72531e-07
-3.9	3.56884e-06	-3.87432e-07
-3.8	3.47944e-06	-3.27827e-07
-3.7	3.43473e-06	-2.98025e-07
-3.6	3.36023e-06	-2.98025e-07
-3.5	3.35278e-06	-3.12926e-07
-3.4	3.34533e-06	-3.20377e-07
-3.3	3.36768e-06	-3.20377e-07
-3.2	3.34533e-06	-3.6508e-07
-3.1	3.30807e-06	-3.12926e-07
-3	3.37513e-06	-3.20377e-07
-2.9	3.38258e-06	-3.20377e-07
-2.8	3.43473e-06	-3.05476e-07
-2.7	3.47944e-06	-3.20377e-07
-2.6	3.55394e-06	-3.27827e-07
-2.5	3.6061e-06	-3.50179e-07
-2.4	3.64335e-06	-3.20377e-07
-2.3	3.65825e-06	-3.94883e-07
-2.2	3.70295e-06	-3.79981e-07
-2.1	3.78491e-06	-3.5763e-07
-2	3.83708e-06	-4.09784e-07
-1.9	3.91158e-06	-3.79981e-07
-1.8	3.92649e-06	-3.87432e-07
-1.7	3.98609e-06	-3.79981e-07
-1.6	4.11275e-06	-4.02333e-07
-1.5	4.20961e-06	-4.32135e-07
-1.4	4.34372e-06	-4.39586e-07
-1.3	4.44803e-06	-4.47037e-07
-1.2	4.61939e-06	-4.47037e-07
-1.1	4.7535e-06	-5.36445e-07
-1	4.97702e-06	-5.43896e-07
-0.9	5.17818e-06	-6.03501e-07
-0.799999999999999	5.4315e-06	-6.25852e-07
-0.699999999999999	5.75933e-06	-6.63105e-07
-0.6	6.13931e-06	-7.00358e-07
-0.5	6.6981e-06	-7.97216e-07
-0.399999999999999	7.48041e-06	-9.76033e-07
-0.299999999999999	8.69489e-06	-1.2368e-06
-0.199999999999999	1.0781e-05	-1.70619e-06
-0.0999999999999996	1.4931e-05	-2.87594e-06
0	2.49745e-05	-6.66085e-06
